QtBids,QBid1,QBid2,Tau,ForTime
3563,10159,10160,2,3
3563,10160,10160,3,3
3563,10159,10161,2,4
3563,10160,10161,3,4
3563,10161,10161,4,4
3564,10162,10162,2,2
3564,10162,10163,2,3
3564,10163,10163,3,3
3564,10162,10164,2,4
3564,10163,10164,3,4
3564,10164,10164,4,4
3565,10165,10165,2,2
3565,10165,10166,2,3
3565,10166,10166,3,3
3565,10165,10167,2,4
3565,10166,10167,3,4
3565,10167,10167,4,4
3566,10168,10168,2,2
3566,10168,10169,2,3
3566,10169,10169,3,3
3566,10168,10170,2,4
3566,10169,10170,3,4
3566,10170,10170,4,4
3567,10171,10171,2,2
3567,10171,10172,2,3
3567,10172,10172,3,3
3567,10171,10173,2,4
3567,10172,10173,3,4
3567,10173,10173,4,4
3568,10174,10174,2,2
3568,10174,10175,2,3
3568,10175,10175,3,3
3568,10174,10176,2,4
3568,10175,10176,3,4
3568,10176,10176,4,4
3569,10177,10177,2,2
3569,10177,10178,2,3
3569,10178,10178,3,3
3569,10177,10179,2,4
3569,10178,10179,3,4
3569,10179,10179,4,4
3570,10180,10180,2,2
3570,10180,10181,2,3
3570,10181,10181,3,3
3570,10180,10182,2,4
3570,10181,10182,3,4
3570,10182,10182,4,4
3571,10183,10183,2,2
3571,10183,10184,2,3
3571,10184,10184,3,3
3571,10183,10185,2,4
3571,10184,10185,3,4
3571,10185,10185,4,4
3572,10186,10186,2,2
3572,10186,10187,2,3
3572,10187,10187,3,3
3572,10186,10188,2,4
3572,10187,10188,3,4
3572,10188,10188,4,4
3573,10189,10189,2,2
3573,10189,10190,2,3
3573,10190,10190,3,3
3573,10189,10191,2,4
3573,10190,10191,3,4
3573,10191,10191,4,4
3574,10192,10192,2,2
3574,10192,10193,2,3
3574,10193,10193,3,3
3574,10192,10194,2,4
3574,10193,10194,3,4
3574,10194,10194,4,4
3575,10195,10195,2,2
3575,10195,10196,2,3
3575,10196,10196,3,3
3575,10195,10197,2,4
3575,10196,10197,3,4
3575,10197,10197,4,4
3576,10198,10198,2,2
3576,10198,10199,2,3
3576,10199,10199,3,3
3576,10198,10200,2,4
3576,10199,10200,3,4
3576,10200,10200,4,4
3577,10201,10201,2,2
3577,10201,10202,2,3
3577,10202,10202,3,3
3577,10201,10203,2,4
3577,10202,10203,3,4
3577,10203,10203,4,4
3578,10204,10204,2,2
3578,10204,10205,2,3
3578,10205,10205,3,3
3578,10204,10206,2,4
3578,10205,10206,3,4
3578,10206,10206,4,4
3579,10207,10207,2,2
3579,10207,10208,2,3
3579,10208,10208,3,3
3579,10207,10209,2,4
3579,10208,10209,3,4
3579,10209,10209,4,4
3580,10210,10210,2,2
3580,10210,10211,2,3
3580,10211,10211,3,3
3580,10210,10212,2,4
3580,10211,10212,3,4
3580,10212,10212,4,4
3581,10213,10213,2,2
3581,10213,10214,2,3
3581,10214,10214,3,3
3581,10213,10215,2,4
3581,10214,10215,3,4
3581,10215,10215,4,4
3582,10216,10216,2,2
3582,10216,10217,2,3
3582,10217,10217,3,3
3582,10216,10218,2,4
3582,10217,10218,3,4
3582,10218,10218,4,4
3583,10219,10219,2,2
3583,10219,10220,2,3
3583,10220,10220,3,3
3583,10219,10221,2,4
3583,10220,10221,3,4
3583,10221,10221,4,4
3584,10222,10222,2,2
3584,10222,10223,2,3
3584,10223,10223,3,3
3584,10222,10224,2,4
3584,10223,10224,3,4
3584,10224,10224,4,4
3585,10225,10225,2,2
3585,10225,10226,2,3
3585,10226,10226,3,3
3585,10225,10227,2,4
3585,10226,10227,3,4
3585,10227,10227,4,4
3586,10228,10228,2,2
3586,10228,10229,2,3
3586,10229,10229,3,3
3586,10228,10230,2,4
3586,10229,10230,3,4
3586,10230,10230,4,4
3587,10231,10231,2,2
3587,10231,10232,2,3
3587,10232,10232,3,3
3587,10231,10233,2,4
3587,10232,10233,3,4
3587,10233,10233,4,4
3588,10234,10234,2,2
3588,10234,10235,2,3
3588,10235,10235,3,3
3588,10234,10236,2,4
3588,10235,10236,3,4
3588,10236,10236,4,4
3589,10237,10237,2,2
3589,10237,10238,2,3
3589,10238,10238,3,3
3589,10237,10239,2,4
3589,10238,10239,3,4
3589,10239,10239,4,4
3590,10240,10240,2,2
3590,10240,10241,2,3
3590,10241,10241,3,3
3590,10240,10242,2,4
3590,10241,10242,3,4
3590,10242,10242,4,4
3591,10243,10243,2,2
3591,10243,10244,2,3
3591,10244,10244,3,3
3591,10243,10245,2,4
3591,10244,10245,3,4
3591,10245,10245,4,4
3592,10246,10246,2,2
3592,10246,10247,2,3
3592,10247,10247,3,3
3592,10246,10248,2,4
3592,10247,10248,3,4
3592,10248,10248,4,4
3593,10249,10249,2,2
3593,10249,10250,2,3
3593,10250,10250,3,3
3593,10249,10251,2,4
3593,10250,10251,3,4
3593,10251,10251,4,4
3594,10252,10252,2,2
3594,10252,10253,2,3
3594,10253,10253,3,3
3594,10252,10254,2,4
3594,10253,10254,3,4
3594,10254,10254,4,4
3595,10255,10255,2,2
3595,10255,10256,2,3
3595,10256,10256,3,3
3595,10255,10257,2,4
3595,10256,10257,3,4
3595,10257,10257,4,4
3596,10258,10258,2,2
3596,10258,10259,2,3
3596,10259,10259,3,3
3596,10258,10260,2,4
3596,10259,10260,3,4
3596,10260,10260,4,4
3597,10261,10261,2,2
3597,10261,10262,2,3
3597,10262,10262,3,3
3597,10261,10263,2,4
3597,10262,10263,3,4
3597,10263,10263,4,4
3598,10264,10264,2,2
3598,10264,10265,2,3
3598,10265,10265,3,3
3598,10264,10266,2,4
3598,10265,10266,3,4
3598,10266,10266,4,4
3599,10267,10267,2,2
3599,10267,10268,2,3
3599,10268,10268,3,3
3599,10267,10269,2,4
3599,10268,10269,3,4
3599,10269,10269,4,4
3600,10270,10270,2,2
3600,10270,10271,2,3
3600,10271,10271,3,3
3600,10270,10272,2,4
3600,10271,10272,3,4
3600,10272,10272,4,4
3601,10273,10273,2,2
3601,10273,10274,2,3
3601,10274,10274,3,3
3601,10273,10275,2,4
3601,10274,10275,3,4
3601,10275,10275,4,4
3602,10276,10276,2,2
3602,10276,10277,2,3
3602,10277,10277,3,3
3602,10276,10278,2,4
3602,10277,10278,3,4
3602,10278,10278,4,4
3603,10279,10279,2,2
3603,10279,10280,2,3
3603,10280,10280,3,3
3603,10279,10281,2,4
3603,10280,10281,3,4
3603,10281,10281,4,4
3604,10282,10282,2,2
3604,10282,10283,2,3
3604,10283,10283,3,3
3604,10282,10284,2,4
3604,10283,10284,3,4
3604,10284,10284,4,4
3605,10285,10285,2,2
3605,10285,10286,2,3
3605,10286,10286,3,3
3605,10285,10287,2,4
3605,10286,10287,3,4
3605,10287,10287,4,4
3606,10288,10288,2,2
3606,10288,10289,2,3
3606,10289,10289,3,3
3606,10288,10290,2,4
3606,10289,10290,3,4
3606,10290,10290,4,4
3607,10291,10291,2,2
3607,10291,10292,2,3
3607,10292,10292,3,3
3607,10291,10293,2,4
3607,10292,10293,3,4
3607,10293,10293,4,4
3608,10294,10294,2,2
3608,10294,10295,2,3
3608,10295,10295,3,3
3608,10294,10296,2,4
3608,10295,10296,3,4
3608,10296,10296,4,4
3609,10297,10297,2,2
3609,10297,10298,2,3
3609,10298,10298,3,3
3609,10297,10299,2,4
3609,10298,10299,3,4
3609,10299,10299,4,4
3610,10300,10300,2,2
3610,10300,10301,2,3
3610,10301,10301,3,3
3610,10300,10302,2,4
3610,10301,10302,3,4
3610,10302,10302,4,4
3611,10303,10303,2,2
3611,10303,10304,2,3
3611,10304,10304,3,3
3611,10303,10305,2,4
3611,10304,10305,3,4
3611,10305,10305,4,4
3612,10306,10306,2,2
3612,10306,10307,2,3
3612,10307,10307,3,3
3612,10306,10308,2,4
3612,10307,10308,3,4
3612,10308,10308,4,4
3613,10309,10309,2,2
3613,10309,10310,2,3
3613,10310,10310,3,3
3613,10309,10311,2,4
3613,10310,10311,3,4
3613,10311,10311,4,4
3614,10312,10312,2,2
3614,10312,10313,2,3
3614,10313,10313,3,3
3614,10312,10314,2,4
3614,10313,10314,3,4
3614,10314,10314,4,4
3615,10315,10315,2,2
3615,10315,10316,2,3
3615,10316,10316,3,3
3615,10315,10317,2,4
3615,10316,10317,3,4
3615,10317,10317,4,4
3616,10318,10318,2,2
3616,10318,10319,2,3
3616,10319,10319,3,3
3616,10318,10320,2,4
3616,10319,10320,3,4
3616,10320,10320,4,4
3617,10321,10321,2,2
3617,10321,10322,2,3
3617,10322,10322,3,3
3617,10321,10323,2,4
3617,10322,10323,3,4
3617,10323,10323,4,4
3618,10324,10324,2,2
3618,10324,10325,2,3
3618,10325,10325,3,3
3618,10324,10326,2,4
3618,10325,10326,3,4
3618,10326,10326,4,4
3619,10327,10327,2,2
3619,10327,10328,2,3
3619,10328,10328,3,3
3619,10327,10329,2,4
3619,10328,10329,3,4
3619,10329,10329,4,4
3620,10330,10330,2,2
3620,10330,10331,2,3
3620,10331,10331,3,3
3620,10330,10332,2,4
3620,10331,10332,3,4
3620,10332,10332,4,4
3621,10333,10333,2,2
3621,10333,10334,2,3
3621,10334,10334,3,3
3621,10333,10335,2,4
3621,10334,10335,3,4
3621,10335,10335,4,4
3622,10336,10336,2,2
3622,10336,10337,2,3
3622,10337,10337,3,3
3622,10336,10338,2,4
3622,10337,10338,3,4
3622,10338,10338,4,4
3623,10339,10339,2,2
3623,10339,10340,2,3
3623,10340,10340,3,3
3623,10339,10341,2,4
3623,10340,10341,3,4
3623,10341,10341,4,4
3624,10342,10342,2,2
3624,10342,10343,2,3
3624,10343,10343,3,3
3624,10342,10344,2,4
3624,10343,10344,3,4
3624,10344,10344,4,4
3625,10345,10345,2,2
3625,10345,10346,2,3
3625,10346,10346,3,3
3625,10345,10347,2,4
3625,10346,10347,3,4
3625,10347,10347,4,4
3626,10348,10348,2,2
3626,10348,10349,2,3
3626,10349,10349,3,3
3626,10348,10350,2,4
3626,10349,10350,3,4
3626,10350,10350,4,4
3627,10351,10351,2,2
3627,10351,10352,2,3
3627,10352,10352,3,3
3627,10351,10353,2,4
3627,10352,10353,3,4
3627,10353,10353,4,4
3628,10354,10354,2,2
3628,10354,10355,2,3
3628,10355,10355,3,3
3628,10354,10356,2,4
3628,10355,10356,3,4
3628,10356,10356,4,4
3629,10357,10357,2,2
3629,10357,10358,2,3
3629,10358,10358,3,3
3629,10357,10359,2,4
3629,10358,10359,3,4
3629,10359,10359,4,4
3630,10360,10360,2,2
3630,10360,10361,2,3
3630,10361,10361,3,3
3630,10360,10362,2,4
3630,10361,10362,3,4
3630,10362,10362,4,4
3631,10363,10363,2,2
3631,10363,10364,2,3
3631,10364,10364,3,3
3631,10363,10365,2,4
3631,10364,10365,3,4
3631,10365,10365,4,4
3632,10366,10366,2,2
3632,10366,10367,2,3
3632,10367,10367,3,3
3632,10366,10368,2,4
3632,10367,10368,3,4
3632,10368,10368,4,4
3633,10369,10369,2,2
3633,10369,10370,2,3
3633,10370,10370,3,3
3633,10369,10371,2,4
3633,10370,10371,3,4
3633,10371,10371,4,4
3634,10372,10372,2,2
3634,10372,10373,2,3
3634,10373,10373,3,3
3634,10372,10374,2,4
3634,10373,10374,3,4
3634,10374,10374,4,4
3635,10375,10375,2,2
3635,10375,10376,2,3
3635,10376,10376,3,3
3635,10375,10377,2,4
3635,10376,10377,3,4
3635,10377,10377,4,4
3636,10378,10378,2,2
3636,10378,10379,2,3
3636,10379,10379,3,3
3636,10378,10380,2,4
3636,10379,10380,3,4
3636,10380,10380,4,4
3637,10381,10381,2,2
3637,10381,10382,2,3
3637,10382,10382,3,3
3637,10381,10383,2,4
3637,10382,10383,3,4
3637,10383,10383,4,4
3638,10384,10384,2,2
3638,10384,10385,2,3
3638,10385,10385,3,3
3638,10384,10386,2,4
3638,10385,10386,3,4
3638,10386,10386,4,4
3639,10387,10387,2,2
3639,10387,10388,2,3
3639,10388,10388,3,3
3639,10387,10389,2,4
3639,10388,10389,3,4
3639,10389,10389,4,4
3640,10390,10390,2,2
3640,10390,10391,2,3
3640,10391,10391,3,3
3640,10390,10392,2,4
3640,10391,10392,3,4
3640,10392,10392,4,4
3641,10393,10393,2,2
3641,10393,10394,2,3
3641,10394,10394,3,3
3641,10393,10395,2,4
3641,10394,10395,3,4
3641,10395,10395,4,4
3642,10396,10396,2,2
3642,10396,10397,2,3
3642,10397,10397,3,3
3642,10396,10398,2,4
3642,10397,10398,3,4
3642,10398,10398,4,4
3643,10399,10399,2,2
3643,10399,10400,2,3
3643,10400,10400,3,3
3643,10399,10401,2,4
3643,10400,10401,3,4
3643,10401,10401,4,4
3644,10402,10402,2,2
3644,10402,10403,2,3
3644,10403,10403,3,3
3644,10402,10404,2,4
3644,10403,10404,3,4
3644,10404,10404,4,4
3645,10405,10405,2,2
3645,10405,10406,2,3
3645,10406,10406,3,3
3645,10405,10407,2,4
3645,10406,10407,3,4
3645,10407,10407,4,4
3646,10408,10408,2,2
3646,10408,10409,2,3
3646,10409,10409,3,3
3646,10408,10410,2,4
3646,10409,10410,3,4
3646,10410,10410,4,4
3647,10411,10411,2,2
3647,10411,10412,2,3
3647,10412,10412,3,3
3647,10411,10413,2,4
3647,10412,10413,3,4
3647,10413,10413,4,4
3648,10414,10414,2,2
3648,10414,10415,2,3
3648,10415,10415,3,3
3648,10414,10416,2,4
3648,10415,10416,3,4
3648,10416,10416,4,4
3649,10417,10417,2,2
3649,10417,10418,2,3
3649,10418,10418,3,3
3649,10417,10419,2,4
3649,10418,10419,3,4
3649,10419,10419,4,4
3650,10420,10420,2,2
3650,10420,10421,2,3
3650,10421,10421,3,3
3650,10420,10422,2,4
3650,10421,10422,3,4
3650,10422,10422,4,4
3651,10423,10423,2,2
3651,10423,10424,2,3
3651,10424,10424,3,3
3651,10423,10425,2,4
3651,10424,10425,3,4
3651,10425,10425,4,4
3652,10426,10426,2,2
3652,10426,10427,2,3
3652,10427,10427,3,3
3652,10426,10428,2,4
3652,10427,10428,3,4
3652,10428,10428,4,4
3653,10429,10429,2,2
3653,10429,10430,2,3
3653,10430,10430,3,3
3653,10429,10431,2,4
3653,10430,10431,3,4
3653,10431,10431,4,4
3654,10432,10432,2,2
3654,10432,10433,2,3
3654,10433,10433,3,3
3654,10432,10434,2,4
3654,10433,10434,3,4
3654,10434,10434,4,4
3655,10435,10435,2,2
3655,10435,10436,2,3
3655,10436,10436,3,3
3655,10435,10437,2,4
3655,10436,10437,3,4
3655,10437,10437,4,4
3656,10438,10438,2,2
3656,10438,10439,2,3
3656,10439,10439,3,3
3656,10438,10440,2,4
3656,10439,10440,3,4
3656,10440,10440,4,4
3657,10441,10441,2,2
3657,10441,10442,2,3
3657,10442,10442,3,3
3657,10441,10443,2,4
3657,10442,10443,3,4
3657,10443,10443,4,4
3658,10444,10444,2,2
3658,10444,10445,2,3
3658,10445,10445,3,3
3658,10444,10446,2,4
3658,10445,10446,3,4
3658,10446,10446,4,4
3659,10447,10447,2,2
3659,10447,10448,2,3
3659,10448,10448,3,3
3659,10447,10449,2,4
3659,10448,10449,3,4
3659,10449,10449,4,4
3660,10450,10450,2,2
3660,10450,10451,2,3
3660,10451,10451,3,3
3660,10450,10452,2,4
3660,10451,10452,3,4
3660,10452,10452,4,4
3661,10453,10453,2,2
3661,10453,10454,2,3
3661,10454,10454,3,3
3661,10453,10455,2,4
3661,10454,10455,3,4
3661,10455,10455,4,4
3662,10456,10456,2,2
3662,10456,10457,2,3
3662,10457,10457,3,3
3662,10456,10458,2,4
3662,10457,10458,3,4
3662,10458,10458,4,4
3663,10459,10459,2,2
3663,10459,10460,2,3
3663,10460,10460,3,3
3663,10459,10461,2,4
3663,10460,10461,3,4
3663,10461,10461,4,4
3664,10462,10462,2,2
3664,10462,10463,2,3
3664,10463,10463,3,3
3664,10462,10464,2,4
3664,10463,10464,3,4
3664,10464,10464,4,4
3665,10465,10465,2,2
3665,10465,10466,2,3
3665,10466,10466,3,3
3665,10465,10467,2,4
3665,10466,10467,3,4
3665,10467,10467,4,4
3666,10468,10468,2,2
3666,10468,10469,2,3
3666,10469,10469,3,3
3666,10468,10470,2,4
3666,10469,10470,3,4
3666,10470,10470,4,4
3667,10471,10471,2,2
3667,10471,10472,2,3
3667,10472,10472,3,3
3667,10471,10473,2,4
3667,10472,10473,3,4
3667,10473,10473,4,4
3668,10474,10474,2,2
3668,10474,10475,2,3
3668,10475,10475,3,3
3668,10474,10476,2,4
3668,10475,10476,3,4
3668,10476,10476,4,4
3669,10477,10477,2,2
3669,10477,10478,2,3
3669,10478,10478,3,3
3669,10477,10479,2,4
3669,10478,10479,3,4
3669,10479,10479,4,4
3670,10480,10480,2,2
3670,10480,10481,2,3
3670,10481,10481,3,3
3670,10480,10482,2,4
3670,10481,10482,3,4
3670,10482,10482,4,4
3671,10483,10483,2,2
3671,10483,10484,2,3
3671,10484,10484,3,3
3671,10483,10485,2,4
3671,10484,10485,3,4
3671,10485,10485,4,4
3672,10486,10486,2,2
3672,10486,10487,2,3
3672,10487,10487,3,3
3672,10486,10488,2,4
3672,10487,10488,3,4
3672,10488,10488,4,4
3673,10489,10489,2,2
3673,10489,10490,2,3
3673,10490,10490,3,3
3673,10489,10491,2,4
3673,10490,10491,3,4
3673,10491,10491,4,4
3674,10492,10492,2,2
3674,10492,10493,2,3
3674,10493,10493,3,3
3674,10492,10494,2,4
3674,10493,10494,3,4
3674,10494,10494,4,4
3675,10495,10495,2,2
3675,10495,10496,2,3
3675,10496,10496,3,3
3675,10495,10497,2,4
3675,10496,10497,3,4
3675,10497,10497,4,4
3676,10498,10498,2,2
3676,10498,10499,2,3
3676,10499,10499,3,3
3676,10498,10500,2,4
3676,10499,10500,3,4
3676,10500,10500,4,4
3677,10501,10501,2,2
3677,10501,10502,2,3
3677,10502,10502,3,3
3677,10501,10503,2,4
3677,10502,10503,3,4
3677,10503,10503,4,4
3678,10504,10504,2,2
3678,10504,10505,2,3
3678,10505,10505,3,3
3678,10504,10506,2,4
3678,10505,10506,3,4
3678,10506,10506,4,4
3679,10507,10507,2,2
3679,10507,10508,2,3
3679,10508,10508,3,3
3679,10507,10509,2,4
3679,10508,10509,3,4
3679,10509,10509,4,4
3680,10510,10510,2,2
3680,10510,10511,2,3
3680,10511,10511,3,3
3680,10510,10512,2,4
3680,10511,10512,3,4
3680,10512,10512,4,4
3681,10513,10513,2,2
3681,10513,10514,2,3
3681,10514,10514,3,3
3681,10513,10515,2,4
3681,10514,10515,3,4
3681,10515,10515,4,4
3682,10516,10516,2,2
3682,10516,10517,2,3
3682,10517,10517,3,3
3682,10516,10518,2,4
3682,10517,10518,3,4
3682,10518,10518,4,4
3683,10519,10519,2,2
3683,10519,10520,2,3
3683,10520,10520,3,3
3683,10519,10521,2,4
3683,10520,10521,3,4
3683,10521,10521,4,4
3684,10522,10522,2,2
3684,10522,10523,2,3
3684,10523,10523,3,3
3684,10522,10524,2,4
3684,10523,10524,3,4
3684,10524,10524,4,4
3685,10525,10525,2,2
3685,10525,10526,2,3
3685,10526,10526,3,3
3685,10525,10527,2,4
3685,10526,10527,3,4
3685,10527,10527,4,4
3686,10528,10528,2,2
3686,10528,10529,2,3
3686,10529,10529,3,3
3686,10528,10530,2,4
3686,10529,10530,3,4
3686,10530,10530,4,4
3687,10531,10531,2,2
3687,10531,10532,2,3
3687,10532,10532,3,3
3687,10531,10533,2,4
3687,10532,10533,3,4
3687,10533,10533,4,4
3688,10534,10534,2,2
3688,10534,10535,2,3
3688,10535,10535,3,3
3688,10534,10536,2,4
3688,10535,10536,3,4
3688,10536,10536,4,4
3689,10537,10537,2,2
3689,10537,10538,2,3
3689,10538,10538,3,3
3689,10537,10539,2,4
3689,10538,10539,3,4
3689,10539,10539,4,4
3690,10540,10540,2,2
3690,10540,10541,2,3
3690,10541,10541,3,3
3690,10540,10542,2,4
3690,10541,10542,3,4
3690,10542,10542,4,4
3691,10543,10543,2,2
3691,10543,10544,2,3
3691,10544,10544,3,3
3691,10543,10545,2,4
3691,10544,10545,3,4
3691,10545,10545,4,4
3692,10546,10546,2,2
3692,10546,10547,2,3
3692,10547,10547,3,3
3692,10546,10548,2,4
3692,10547,10548,3,4
3692,10548,10548,4,4
3693,10549,10549,2,2
3693,10549,10550,2,3
3693,10550,10550,3,3
3693,10549,10551,2,4
3693,10550,10551,3,4
3693,10551,10551,4,4
3694,10552,10552,2,2
3694,10552,10553,2,3
3694,10553,10553,3,3
3694,10552,10554,2,4
3694,10553,10554,3,4
3694,10554,10554,4,4
3695,10555,10555,2,2
3695,10555,10556,2,3
3695,10556,10556,3,3
3695,10555,10557,2,4
3695,10556,10557,3,4
3695,10557,10557,4,4
3696,10558,10558,2,2
3696,10558,10559,2,3
3696,10559,10559,3,3
3696,10558,10560,2,4
3696,10559,10560,3,4
3696,10560,10560,4,4
3697,10561,10561,2,2
3697,10561,10562,2,3
3697,10562,10562,3,3
3697,10561,10563,2,4
3697,10562,10563,3,4
3697,10563,10563,4,4
3698,10564,10564,2,2
3698,10564,10565,2,3
3698,10565,10565,3,3
3698,10564,10566,2,4
3698,10565,10566,3,4
3698,10566,10566,4,4
3699,10567,10567,2,2
3699,10567,10568,2,3
3699,10568,10568,3,3
3699,10567,10569,2,4
3699,10568,10569,3,4
3699,10569,10569,4,4
3700,10570,10570,2,2
3700,10570,10571,2,3
3700,10571,10571,3,3
3700,10570,10572,2,4
3700,10571,10572,3,4
3700,10572,10572,4,4
3701,10573,10573,2,2
3701,10573,10574,2,3
3701,10574,10574,3,3
3701,10573,10575,2,4
3701,10574,10575,3,4
3701,10575,10575,4,4
3702,10576,10576,2,2
3702,10576,10577,2,3
3702,10577,10577,3,3
3702,10576,10578,2,4
3702,10577,10578,3,4
3702,10578,10578,4,4
3703,10579,10579,2,2
3703,10579,10580,2,3
3703,10580,10580,3,3
3703,10579,10581,2,4
3703,10580,10581,3,4
3703,10581,10581,4,4
3704,10582,10582,2,2
3704,10582,10583,2,3
3704,10583,10583,3,3
3704,10582,10584,2,4
3704,10583,10584,3,4
3704,10584,10584,4,4
3705,10585,10585,2,2
3705,10585,10586,2,3
3705,10586,10586,3,3
3705,10585,10587,2,4
3705,10586,10587,3,4
3705,10587,10587,4,4
3706,10588,10588,2,2
3706,10588,10589,2,3
3706,10589,10589,3,3
3706,10588,10590,2,4
3706,10589,10590,3,4
3706,10590,10590,4,4
3707,10591,10591,2,2
3707,10591,10592,2,3
3707,10592,10592,3,3
3707,10591,10593,2,4
3707,10592,10593,3,4
3707,10593,10593,4,4
3708,10594,10594,2,2
3708,10594,10595,2,3
3708,10595,10595,3,3
3708,10594,10596,2,4
3708,10595,10596,3,4
3708,10596,10596,4,4
3709,10597,10597,2,2
3709,10597,10598,2,3
3709,10598,10598,3,3
3709,10597,10599,2,4
3709,10598,10599,3,4
3709,10599,10599,4,4
3710,10600,10600,2,2
3710,10600,10601,2,3
3710,10601,10601,3,3
3710,10600,10602,2,4
3710,10601,10602,3,4
3710,10602,10602,4,4
3711,10603,10603,2,2
3711,10603,10604,2,3
3711,10604,10604,3,3
3711,10603,10605,2,4
3711,10604,10605,3,4
3711,10605,10605,4,4
3712,10606,10606,2,2
3712,10606,10607,2,3
3712,10607,10607,3,3
3712,10606,10608,2,4
3712,10607,10608,3,4
3712,10608,10608,4,4
3713,10609,10609,2,2
3713,10609,10610,2,3
3713,10610,10610,3,3
3713,10609,10611,2,4
3713,10610,10611,3,4
3713,10611,10611,4,4
3714,10612,10612,2,2
3714,10612,10613,2,3
3714,10613,10613,3,3
3714,10612,10614,2,4
3714,10613,10614,3,4
3714,10614,10614,4,4
3715,10615,10615,2,2
3715,10615,10616,2,3
3715,10616,10616,3,3
3715,10615,10617,2,4
3715,10616,10617,3,4
3715,10617,10617,4,4
3716,10618,10618,2,2
3716,10618,10619,2,3
3716,10619,10619,3,3
3716,10618,10620,2,4
3716,10619,10620,3,4
3716,10620,10620,4,4
3717,10621,10621,2,2
3717,10621,10622,2,3
3717,10622,10622,3,3
3717,10621,10623,2,4
3717,10622,10623,3,4
3717,10623,10623,4,4
3718,10624,10624,2,2
3718,10624,10625,2,3
3718,10625,10625,3,3
3718,10624,10626,2,4
3718,10625,10626,3,4
3718,10626,10626,4,4
3719,10627,10627,2,2
3719,10627,10628,2,3
3719,10628,10628,3,3
3719,10627,10629,2,4
3719,10628,10629,3,4
3719,10629,10629,4,4
3720,10630,10630,2,2
3720,10630,10631,2,3
3720,10631,10631,3,3
3720,10630,10632,2,4
3720,10631,10632,3,4
3720,10632,10632,4,4
3721,10633,10633,2,2
3721,10633,10634,2,3
3721,10634,10634,3,3
3721,10633,10635,2,4
3721,10634,10635,3,4
3721,10635,10635,4,4
3722,10636,10636,2,2
3722,10636,10637,2,3
3722,10637,10637,3,3
3722,10636,10638,2,4
3722,10637,10638,3,4
3722,10638,10638,4,4
3723,10639,10639,2,2
3723,10639,10640,2,3
3723,10640,10640,3,3
3723,10639,10641,2,4
3723,10640,10641,3,4
3723,10641,10641,4,4
3724,10642,10642,2,2
3724,10642,10643,2,3
3724,10643,10643,3,3
3724,10642,10644,2,4
3724,10643,10644,3,4
3724,10644,10644,4,4
3725,10645,10645,2,2
3725,10645,10646,2,3
3725,10646,10646,3,3
3725,10645,10647,2,4
3725,10646,10647,3,4
3725,10647,10647,4,4
3726,10648,10648,2,2
3726,10648,10649,2,3
3726,10649,10649,3,3
3726,10648,10650,2,4
3726,10649,10650,3,4
3726,10650,10650,4,4
3727,10651,10651,2,2
3727,10651,10652,2,3
3727,10652,10652,3,3
3727,10651,10653,2,4
3727,10652,10653,3,4
3727,10653,10653,4,4
3728,10654,10654,2,2
3728,10654,10655,2,3
3728,10655,10655,3,3
3728,10654,10656,2,4
3728,10655,10656,3,4
3728,10656,10656,4,4
3729,10657,10657,2,2
3729,10657,10658,2,3
3729,10658,10658,3,3
3729,10657,10659,2,4
3729,10658,10659,3,4
3729,10659,10659,4,4
3730,10660,10660,2,2
3730,10660,10661,2,3
3730,10661,10661,3,3
3730,10660,10662,2,4
3730,10661,10662,3,4
3730,10662,10662,4,4
3731,10663,10663,2,2
3731,10663,10664,2,3
3731,10664,10664,3,3
3731,10663,10665,2,4
3731,10664,10665,3,4
3731,10665,10665,4,4
3732,10666,10666,2,2
3732,10666,10667,2,3
3732,10667,10667,3,3
3732,10666,10668,2,4
3732,10667,10668,3,4
3732,10668,10668,4,4
3733,10669,10669,2,2
3733,10669,10670,2,3
3733,10670,10670,3,3
3733,10669,10671,2,4
3733,10670,10671,3,4
3733,10671,10671,4,4
3734,10672,10672,2,2
3734,10672,10673,2,3
3734,10673,10673,3,3
3734,10672,10674,2,4
3734,10673,10674,3,4
3734,10674,10674,4,4
3735,10675,10675,2,2
3735,10675,10676,2,3
3735,10676,10676,3,3
3735,10675,10677,2,4
3735,10676,10677,3,4
3735,10677,10677,4,4
3736,10678,10678,2,2
3736,10678,10679,2,3
3736,10679,10679,3,3
3736,10678,10680,2,4
3736,10679,10680,3,4
3736,10680,10680,4,4
3737,10681,10681,2,2
3737,10681,10682,2,3
3737,10682,10682,3,3
3737,10681,10683,2,4
3737,10682,10683,3,4
3737,10683,10683,4,4
3738,10684,10684,2,2
3738,10684,10685,2,3
3738,10685,10685,3,3
3738,10684,10686,2,4
3738,10685,10686,3,4
3738,10686,10686,4,4
3739,10687,10687,2,2
3739,10687,10688,2,3
3739,10688,10688,3,3
3739,10687,10689,2,4
3739,10688,10689,3,4
3739,10689,10689,4,4
3740,10690,10690,2,2
3740,10690,10691,2,3
3740,10691,10691,3,3
3740,10690,10692,2,4
3740,10691,10692,3,4
3740,10692,10692,4,4
3741,10693,10693,2,2
3741,10693,10694,2,3
3741,10694,10694,3,3
3741,10693,10695,2,4
3741,10694,10695,3,4
3741,10695,10695,4,4
3742,10696,10696,2,2
3742,10696,10697,2,3
