QtBid,ID,QPHPFrom,QPHPTo,QPHPSlope,QPHPOffset,QPHPConstr
2777,737,-1,-1,0.05,0,0
2777,738,-1,-1,0.05,0,0
2778,739,-1,-1,0.05,0,0
2778,740,-1,-1,0.05,0,0
2778,741,-1,-1,0.05,0,0
2779,742,-1,-1,0.05,0,0
2779,743,-1,-1,0.05,0,0
2779,744,-1,-1,0.05,0,0
2780,745,-1,-1,0.05,0,0
2780,746,-1,-1,0.05,0,0
2780,747,-1,-1,0.05,0,0
2781,748,-1,-1,0.05,0,0
2781,749,-1,-1,0.05,0,0
2781,750,-1,-1,0.05,0,0
2782,751,-1,-1,0.05,0,0
2782,752,-1,-1,0.05,0,0
2782,753,-1,-1,0.05,0,0
2783,754,-1,-1,0.05,0,0
2783,755,-1,-1,0.05,0,0
2783,756,-1,-1,0.05,0,0
2784,757,-1,-1,0.05,0,0
2784,758,-1,-1,0.05,0,0
2784,759,-1,-1,0.05,0,0
2785,760,-1,-1,0.05,0,0
2785,761,-1,-1,0.05,0,0
2785,762,-1,-1,0.05,0,0
2786,763,-1,-1,0.05,0,0
2786,764,-1,-1,0.05,0,0
2786,765,-1,-1,0.05,0,0
2787,766,-1,-1,0.05,0,0
2787,767,-1,-1,0.05,0,0
2787,768,-1,-1,0.05,0,0
2788,769,-1,-1,0.05,0,0
2788,770,-1,-1,0.05,0,0
2788,771,-1,-1,0.05,0,0
2789,772,-1,-1,0.05,0,0
2789,773,-1,-1,0.05,0,0
2789,774,-1,-1,0.05,0,0
2790,775,-1,-1,0.05,0,0
2790,776,-1,-1,0.05,0,0
2790,777,-1,-1,0.05,0,0
2791,778,-1,-1,0.05,0,0
2791,779,-1,-1,0.05,0,0
2791,780,-1,-1,0.05,0,0
2792,781,-1,-1,0.05,0,0
2792,782,-1,-1,0.05,0,0
2792,783,-1,-1,0.05,0,0
2793,784,-1,-1,0.05,0,0
2793,785,-1,-1,0.05,0,0
2793,786,-1,-1,0.05,0,0
2794,787,-1,-1,0.05,0,0
2794,788,-1,-1,0.05,0,0
2794,789,-1,-1,0.05,0,0
2795,790,-1,-1,0.05,0,0
2795,791,-1,-1,0.05,0,0
2795,792,-1,-1,0.05,0,0
2796,793,-1,-1,0.05,0,0
2796,794,-1,-1,0.05,0,0
2796,795,-1,-1,0.05,0,0
2797,796,-1,-1,0.05,0,0
2797,797,-1,-1,0.05,0,0
2797,798,-1,-1,0.05,0,0
2798,799,-1,-1,0.05,0,0
2798,800,-1,-1,0.05,0,0
2798,801,-1,-1,0.05,0,0
2799,802,-1,-1,0.05,0,0
2799,803,-1,-1,0.05,0,0
2799,804,-1,-1,0.05,0,0
2800,805,-1,-1,0.05,0,0
2800,806,-1,-1,0.05,0,0
2800,807,-1,-1,0.05,0,0
2801,808,-1,-1,0.05,0,0
2801,809,-1,-1,0.05,0,0
2801,810,-1,-1,0.05,0,0
2802,811,-1,-1,0.05,0,0
2802,812,-1,-1,0.05,0,0
2802,813,-1,-1,0.05,0,0
2803,814,-1,-1,0.05,0,0
2803,815,-1,-1,0.05,0,0
2803,816,-1,-1,0.05,0,0
2804,817,-1,-1,0.05,0,0
2804,818,-1,-1,0.05,0,0
2804,819,-1,-1,0.05,0,0
2805,820,-1,-1,0.05,0,0
2805,821,-1,-1,0.05,0,0
2805,822,-1,-1,0.05,0,0
2806,823,-1,-1,0.05,0,0
2806,824,-1,-1,0.05,0,0
2806,825,-1,-1,0.05,0,0
2807,826,-1,-1,0.05,0,0
2807,827,-1,-1,0.05,0,0
2807,828,-1,-1,0.05,0,0
2808,829,-1,-1,0.05,0,0
2808,830,-1,-1,0.05,0,0
2808,831,-1,-1,0.05,0,0
2809,832,-1,-1,0.05,0,0
2809,833,-1,-1,0.05,0,0
2809,834,-1,-1,0.05,0,0
2810,835,-1,-1,0.05,0,0
2810,836,-1,-1,0.05,0,0
2810,837,-1,-1,0.05,0,0
2811,838,-1,-1,0.05,0,0
2811,839,-1,-1,0.05,0,0
2811,840,-1,-1,0.05,0,0
2812,841,-1,-1,0.05,0,0
2812,842,-1,-1,0.05,0,0
2812,843,-1,-1,0.05,0,0
2813,844,-1,-1,0.05,0,0
2813,845,-1,-1,0.05,0,0
2813,846,-1,-1,0.05,0,0
2814,847,-1,-1,0.05,0,0
2814,848,-1,-1,0.05,0,0
2814,849,-1,-1,0.05,0,0
2815,850,-1,-1,0.05,0,0
2815,851,-1,-1,0.05,0,0
2815,852,-1,-1,0.05,0,0
2816,853,-1,-1,0.05,0,0
2816,854,-1,-1,0.05,0,0
2816,855,-1,-1,0.05,0,0
2817,856,-1,-1,0.05,0,0
2817,857,-1,-1,0.05,0,0
2817,858,-1,-1,0.05,0,0
2818,859,-1,-1,0.05,0,0
2818,860,-1,-1,0.05,0,0
2818,861,-1,-1,0.05,0,0
2819,862,-1,-1,0.05,0,0
2819,863,-1,-1,0.05,0,0
2819,864,-1,-1,0.05,0,0
2820,865,-1,-1,0.05,0,0
2820,866,-1,-1,0.05,0,0
2820,867,-1,-1,0.05,0,0
2821,868,-1,-1,0.05,0,0
2821,869,-1,-1,0.05,0,0
2821,870,-1,-1,0.05,0,0
2822,871,-1,-1,0.05,0,0
2822,872,-1,-1,0.05,0,0
2822,873,-1,-1,0.05,0,0
2823,874,-1,-1,0.05,0,0
2823,875,-1,-1,0.05,0,0
2823,876,-1,-1,0.05,0,0
2824,877,-1,-1,0.05,0,0
2824,878,-1,-1,0.05,0,0
2824,879,-1,-1,0.05,0,0
2825,880,-1,-1,0.05,0,0
2825,881,-1,-1,0.05,0,0
2825,882,-1,-1,0.05,0,0
2826,883,-1,-1,0.05,0,0
2826,884,-1,-1,0.05,0,0
2826,885,-1,-1,0.05,0,0
2827,886,-1,-1,0.05,0,0
2827,887,-1,-1,0.05,0,0
2827,888,-1,-1,0.05,0,0
2828,889,-1,-1,0.05,0,0
2828,890,-1,-1,0.05,0,0
2828,891,-1,-1,0.05,0,0
2829,892,-1,-1,0.05,0,0
2829,893,-1,-1,0.05,0,0
2829,894,-1,-1,0.05,0,0
2830,895,-1,-1,0.05,0,0
2830,896,-1,-1,0.05,0,0
2830,897,-1,-1,0.05,0,0
2831,898,-1,-1,0.05,0,0
2831,899,-1,-1,0.05,0,0
2831,900,-1,-1,0.05,0,0
2832,901,-1,-1,0.05,0,0
2832,902,-1,-1,0.05,0,0
2832,903,-1,-1,0.05,0,0
2833,904,-1,-1,0.05,0,0
2833,905,-1,-1,0.05,0,0
2833,906,-1,-1,0.05,0,0
2834,907,-1,-1,0.05,0,0
2834,908,-1,-1,0.05,0,0
2834,909,-1,-1,0.05,0,0
2835,910,-1,-1,0.05,0,0
2835,911,-1,-1,0.05,0,0
2835,912,-1,-1,0.05,0,0
2836,913,-1,-1,0.05,0,0
2836,914,-1,-1,0.05,0,0
2836,915,-1,-1,0.05,0,0
2837,916,-1,-1,0.05,0,0
2837,917,-1,-1,0.05,0,0
2837,918,-1,-1,0.05,0,0
2838,919,-1,-1,0.05,0,0
2838,920,-1,-1,0.05,0,0
2838,921,-1,-1,0.05,0,0
2839,922,-1,-1,0.05,0,0
2839,923,-1,-1,0.05,0,0
2839,924,-1,-1,0.05,0,0
2840,925,-1,-1,0.05,0,0
2840,926,-1,-1,0.05,0,0
2840,927,-1,-1,0.05,0,0
2841,928,-1,-1,0.05,0,0
2841,929,-1,-1,0.05,0,0
2841,930,-1,-1,0.05,0,0
2842,931,-1,-1,0.05,0,0
2842,932,-1,-1,0.05,0,0
2842,933,-1,-1,0.05,0,0
2843,934,-1,-1,0.05,0,0
2843,935,-1,-1,0.05,0,0
2843,936,-1,-1,0.05,0,0
2844,937,-1,-1,0.05,0,0
2844,938,-1,-1,0.05,0,0
2844,939,-1,-1,0.05,0,0
2845,940,-1,-1,0.05,0,0
2845,941,-1,-1,0.05,0,0
2845,942,-1,-1,0.05,0,0
2846,943,-1,-1,0.05,0,0
2846,944,-1,-1,0.05,0,0
2846,945,-1,-1,0.05,0,0
2847,946,-1,-1,0.05,0,0
2847,947,-1,-1,0.05,0,0
2847,948,-1,-1,0.05,0,0
2848,949,-1,-1,0.05,0,0
2848,950,-1,-1,0.05,0,0
2848,951,-1,-1,0.05,0,0
2849,952,-1,-1,0.05,0,0
2849,953,-1,-1,0.05,0,0
2849,954,-1,-1,0.05,0,0
2850,955,-1,-1,0.05,0,0
2850,956,-1,-1,0.05,0,0
2850,957,-1,-1,0.05,0,0
2851,958,-1,-1,0.05,0,0
2851,959,-1,-1,0.05,0,0
2851,960,-1,-1,0.05,0,0
2852,961,-1,-1,0.05,0,0
2852,962,-1,-1,0.05,0,0
2852,963,-1,-1,0.05,0,0
2853,964,-1,-1,0.05,0,0
2853,965,-1,-1,0.05,0,0
2853,966,-1,-1,0.05,0,0
2854,967,-1,-1,0.05,0,0
2854,968,-1,-1,0.05,0,0
2854,969,-1,-1,0.05,0,0
2855,970,-1,-1,0.05,0,0
2855,971,-1,-1,0.05,0,0
2855,972,-1,-1,0.05,0,0
2856,973,-1,-1,0.05,0,0
2856,974,-1,-1,0.05,0,0
2856,975,-1,-1,0.05,0,0
2857,976,-1,-1,0.05,0,0
2857,977,-1,-1,0.05,0,0
2857,978,-1,-1,0.05,0,0
2858,979,-1,-1,0.05,0,0
2858,980,-1,-1,0.05,0,0
2858,981,-1,-1,0.05,0,0
2859,982,-1,-1,0.05,0,0
2859,983,-1,-1,0.05,0,0
2859,984,-1,-1,0.05,0,0
2860,985,-1,-1,0.05,0,0
2860,986,-1,-1,0.05,0,0
2860,987,-1,-1,0.05,0,0
2861,988,-1,-1,0.05,0,0
2861,989,-1,-1,0.05,0,0
2861,990,-1,-1,0.05,0,0
2862,991,-1,-1,0.05,0,0
2862,992,-1,-1,0.05,0,0
2862,993,-1,-1,0.05,0,0
2863,994,-1,-1,0.05,0,0
2863,995,-1,-1,0.05,0,0
2863,996,-1,-1,0.05,0,0
2864,997,-1,-1,0.05,0,0
2864,998,-1,-1,0.05,0,0
2864,999,-1,-1,0.05,0,0
2865,1000,-1,-1,0.05,0,0
2865,1001,-1,-1,0.05,0,0
2865,1002,-1,-1,0.05,0,0
2866,1003,-1,-1,0.05,0,0
2866,1004,-1,-1,0.05,0,0
2866,1005,-1,-1,0.05,0,0
2867,1006,-1,-1,0.05,0,0
2867,1007,-1,-1,0.05,0,0
2867,1008,-1,-1,0.05,0,0
2868,1009,-1,-1,0.05,0,0
2868,1010,-1,-1,0.05,0,0
2868,1011,-1,-1,0.05,0,0
2869,1012,-1,-1,0.05,0,0
2869,1013,-1,-1,0.05,0,0
2869,1014,-1,-1,0.05,0,0
2870,1015,-1,-1,0.05,0,0
2870,1016,-1,-1,0.05,0,0
2870,1017,-1,-1,0.05,0,0
2871,1018,-1,-1,0.05,0,0
2871,1019,-1,-1,0.05,0,0
2871,1020,-1,-1,0.05,0,0
2872,1021,-1,-1,0.05,0,0
2872,1022,-1,-1,0.05,0,0
2872,1023,-1,-1,0.05,0,0
2873,1024,-1,-1,0.05,0,0
2873,1025,-1,-1,0.05,0,0
2873,1026,-1,-1,0.05,0,0
2874,1027,-1,-1,0.05,0,0
2874,1028,-1,-1,0.05,0,0
2874,1029,-1,-1,0.05,0,0
2875,1030,-1,-1,0.05,0,0
2875,1031,-1,-1,0.05,0,0
2875,1032,-1,-1,0.05,0,0
2876,1033,-1,-1,0.05,0,0
2876,1034,-1,-1,0.05,0,0
2876,1035,-1,-1,0.05,0,0
2877,1036,-1,-1,0.05,0,0
2877,1037,-1,-1,0.05,0,0
2877,1038,-1,-1,0.05,0,0
2878,1039,-1,-1,0.05,0,0
2878,1040,-1,-1,0.05,0,0
2878,1041,-1,-1,0.05,0,0
2879,1042,-1,-1,0.05,0,0
2879,1043,-1,-1,0.05,0,0
2879,1044,-1,-1,0.05,0,0
2880,1045,-1,-1,0.05,0,0
2880,1046,-1,-1,0.05,0,0
2880,1047,-1,-1,0.05,0,0
2881,1048,-1,-1,0.05,0,0
2881,1049,-1,-1,0.05,0,0
2881,1050,-1,-1,0.05,0,0
2882,1051,-1,-1,0.05,0,0
2882,1052,-1,-1,0.05,0,0
2882,1053,-1,-1,0.05,0,0
2883,1054,-1,-1,0.05,0,0
2883,1055,-1,-1,0.05,0,0
2883,1056,-1,-1,0.05,0,0
2884,1057,-1,-1,0.05,0,0
2884,1058,-1,-1,0.05,0,0
2884,1059,-1,-1,0.05,0,0
2885,1060,-1,-1,0.05,0,0
2885,1061,-1,-1,0.05,0,0
2885,1062,-1,-1,0.05,0,0
2886,1063,-1,-1,0.05,0,0
2886,1064,-1,-1,0.05,0,0
2886,1065,-1,-1,0.05,0,0
2887,1066,-1,-1,0.05,0,0
2887,1067,-1,-1,0.05,0,0
2887,1068,-1,-1,0.05,0,0
2888,1069,-1,-1,0.05,0,0
2888,1070,-1,-1,0.05,0,0
2888,1071,-1,-1,0.05,0,0
2889,1072,-1,-1,0.05,0,0
2889,1073,-1,-1,0.05,0,0
2889,1074,-1,-1,0.05,0,0
2890,1075,-1,-1,0.05,0,0
2890,1076,-1,-1,0.05,0,0
2890,1077,-1,-1,0.05,0,0
2891,1078,-1,-1,0.05,0,0
2891,1079,-1,-1,0.05,0,0
2891,1080,-1,-1,0.05,0,0
2892,1081,-1,-1,0.05,0,0
2892,1082,-1,-1,0.05,0,0
2892,1083,-1,-1,0.05,0,0
2893,1084,-1,-1,0.05,0,0
2893,1085,-1,-1,0.05,0,0
2893,1086,-1,-1,0.05,0,0
2894,1087,-1,-1,0.05,0,0
2894,1088,-1,-1,0.05,0,0
2894,1089,-1,-1,0.05,0,0
2895,1090,-1,-1,0.05,0,0
2895,1091,-1,-1,0.05,0,0
2895,1092,-1,-1,0.05,0,0
2896,1093,-1,-1,0.05,0,0
2896,1094,-1,-1,0.05,0,0
2896,1095,-1,-1,0.05,0,0
2897,1096,-1,-1,0.05,0,0
2897,1097,-1,-1,0.05,0,0
2897,1098,-1,-1,0.05,0,0
2898,1099,-1,-1,0.05,0,0
2898,1100,-1,-1,0.05,0,0
2898,1101,-1,-1,0.05,0,0
2899,1102,-1,-1,0.05,0,0
2899,1103,-1,-1,0.05,0,0
2899,1104,-1,-1,0.05,0,0
2900,1105,-1,-1,0.05,0,0
2900,1106,-1,-1,0.05,0,0
2900,1107,-1,-1,0.05,0,0
2901,1108,-1,-1,0.05,0,0
2901,1109,-1,-1,0.05,0,0
2901,1110,-1,-1,0.05,0,0
2902,1111,-1,-1,0.05,0,0
2902,1112,-1,-1,0.05,0,0
2902,1113,-1,-1,0.05,0,0
2903,1114,-1,-1,0.05,0,0
2903,1115,-1,-1,0.05,0,0
2903,1116,-1,-1,0.05,0,0
2904,1117,-1,-1,0.05,0,0
2904,1118,-1,-1,0.05,0,0
2904,1119,-1,-1,0.05,0,0
2905,1120,-1,-1,0.05,0,0
2905,1121,-1,-1,0.05,0,0
2905,1122,-1,-1,0.05,0,0
2906,1123,-1,-1,0.05,0,0
2906,1124,-1,-1,0.05,0,0
2906,1125,-1,-1,0.05,0,0
2907,1126,-1,-1,0.05,0,0
2907,1127,-1,-1,0.05,0,0
2907,1128,-1,-1,0.05,0,0
2908,1129,-1,-1,0.05,0,0
2908,1130,-1,-1,0.05,0,0
2908,1131,-1,-1,0.05,0,0
2909,1132,-1,-1,0.05,0,0
2909,1133,-1,-1,0.05,0,0
2909,1134,-1,-1,0.05,0,0
2910,1135,-1,-1,0.05,0,0
2910,1136,-1,-1,0.05,0,0
2910,1137,-1,-1,0.05,0,0
2911,1138,-1,-1,0.05,0,0
2911,1139,-1,-1,0.05,0,0
2911,1140,-1,-1,0.05,0,0
2912,1141,-1,-1,0.05,0,0
2912,1142,-1,-1,0.05,0,0
2912,1143,-1,-1,0.05,0,0
2913,1144,-1,-1,0.05,0,0
2913,1145,-1,-1,0.05,0,0
2913,1146,-1,-1,0.05,0,0
2914,1147,-1,-1,0.05,0,0
2914,1148,-1,-1,0.05,0,0
2914,1149,-1,-1,0.05,0,0
2915,1150,-1,-1,0.05,0,0
2915,1151,-1,-1,0.05,0,0
2915,1152,-1,-1,0.05,0,0
2916,1153,-1,-1,0.05,0,0
2916,1154,-1,-1,0.05,0,0
2916,1155,-1,-1,0.05,0,0
2917,1156,-1,-1,0.05,0,0
2917,1157,-1,-1,0.05,0,0
2917,1158,-1,-1,0.05,0,0
2918,1159,-1,-1,0.05,0,0
2918,1160,-1,-1,0.05,0,0
2918,1161,-1,-1,0.05,0,0
2919,1162,-1,-1,0.05,0,0
2919,1163,-1,-1,0.05,0,0
2919,1164,-1,-1,0.05,0,0
2920,1165,-1,-1,0.05,0,0
2920,1166,-1,-1,0.05,0,0
2920,1167,-1,-1,0.05,0,0
2921,1168,-1,-1,0.05,0,0
2921,1169,-1,-1,0.05,0,0
2921,1170,-1,-1,0.05,0,0
2922,1171,-1,-1,0.05,0,0
2922,1172,-1,-1,0.05,0,0
2922,1173,-1,-1,0.05,0,0
2923,1174,-1,-1,0.05,0,0
2923,1175,-1,-1,0.05,0,0
2923,1176,-1,-1,0.05,0,0
2924,1177,-1,-1,0.05,0,0
2924,1178,-1,-1,0.05,0,0
2924,1179,-1,-1,0.05,0,0
2925,1180,-1,-1,0.05,0,0
2925,1181,-1,-1,0.05,0,0
2925,1182,-1,-1,0.05,0,0
2926,1183,-1,-1,0.05,0,0
2926,1184,-1,-1,0.05,0,0
2926,1185,-1,-1,0.05,0,0
2927,1186,-1,-1,0.05,0,0
2927,1187,-1,-1,0.05,0,0
2927,1188,-1,-1,0.05,0,0
2928,1189,-1,-1,0.05,0,0
2928,1190,-1,-1,0.05,0,0
2928,1191,-1,-1,0.05,0,0
2929,1192,-1,-1,0.05,0,0
2929,1193,-1,-1,0.05,0,0
2929,1194,-1,-1,0.05,0,0
2930,1195,-1,-1,0.05,0,0
2930,1196,-1,-1,0.05,0,0
2930,1197,-1,-1,0.05,0,0
2931,1198,-1,-1,0.05,0,0
2931,1199,-1,-1,0.05,0,0
2931,1200,-1,-1,0.05,0,0
2932,1201,-1,-1,0.05,0,0
2932,1202,-1,-1,0.05,0,0
2932,1203,-1,-1,0.05,0,0
2933,1204,-1,-1,0.05,0,0
2933,1205,-1,-1,0.05,0,0
2933,1206,-1,-1,0.05,0,0
2934,1207,-1,-1,0.05,0,0
2934,1208,-1,-1,0.05,0,0
2934,1209,-1,-1,0.05,0,0
2935,1210,-1,-1,0.05,0,0
2935,1211,-1,-1,0.05,0,0
2935,1212,-1,-1,0.05,0,0
2936,1213,-1,-1,0.05,0,0
2936,1214,-1,-1,0.05,0,0
2936,1215,-1,-1,0.05,0,0
2937,1216,-1,-1,0.05,0,0
2937,1217,-1,-1,0.05,0,0
2937,1218,-1,-1,0.05,0,0
2938,1219,-1,-1,0.05,0,0
2938,1220,-1,-1,0.05,0,0
2938,1221,-1,-1,0.05,0,0
2939,1222,-1,-1,0.05,0,0
2939,1223,-1,-1,0.05,0,0
2939,1224,-1,-1,0.05,0,0
2940,1225,-1,-1,0.05,0,0
2940,1226,-1,-1,0.05,0,0
2940,1227,-1,-1,0.05,0,0
2941,1228,-1,-1,0.05,0,0
2941,1229,-1,-1,0.05,0,0
2941,1230,-1,-1,0.05,0,0
2942,1231,-1,-1,0.05,0,0
2942,1232,-1,-1,0.05,0,0
2942,1233,-1,-1,0.05,0,0
2943,1234,-1,-1,0.05,0,0
2943,1235,-1,-1,0.05,0,0
2943,1236,-1,-1,0.05,0,0
2944,1237,-1,-1,0.05,0,0
2944,1238,-1,-1,0.05,0,0
2944,1239,-1,-1,0.05,0,0
2945,1240,-1,-1,0.05,0,0
2945,1241,-1,-1,0.05,0,0
2945,1242,-1,-1,0.05,0,0
2946,1243,-1,-1,0.05,0,0
2946,1244,-1,-1,0.05,0,0
2946,1245,-1,-1,0.05,0,0
2947,1246,-1,-1,0.05,0,0
2947,1247,-1,-1,0.05,0,0
2947,1248,-1,-1,0.05,0,0
2948,1249,-1,-1,0.05,0,0
2948,1250,-1,-1,0.05,0,0
2948,1251,-1,-1,0.05,0,0
2949,1252,-1,-1,0.05,0,0
2949,1253,-1,-1,0.05,0,0
2949,1254,-1,-1,0.05,0,0
2950,1255,-1,-1,0.05,0,0
2950,1256,-1,-1,0.05,0,0
2950,1257,-1,-1,0.05,0,0
2951,1258,-1,-1,0.05,0,0
2951,1259,-1,-1,0.05,0,0
2951,1260,-1,-1,0.05,0,0
2952,1261,-1,-1,0.05,0,0
2952,1262,-1,-1,0.05,0,0
2952,1263,-1,-1,0.05,0,0
2953,1264,-1,-1,0.05,0,0
2953,1265,-1,-1,0.05,0,0
2953,1266,-1,-1,0.05,0,0
2954,1267,-1,-1,0.05,0,0
2954,1268,-1,-1,0.05,0,0
2954,1269,-1,-1,0.05,0,0
2955,1270,-1,-1,0.05,0,0
2955,1271,-1,-1,0.05,0,0
2955,1272,-1,-1,0.05,0,0
2956,1273,-1,-1,0.05,0,0
2956,1274,-1,-1,0.05,0,0
2956,1275,-1,-1,0.05,0,0
2957,1276,-1,-1,0.05,0,0
2957,1277,-1,-1,0.05,0,0
2957,1278,-1,-1,0.05,0,0
2958,1279,-1,-1,0.05,0,0
2958,1280,-1,-1,0.05,0,0
2958,1281,-1,-1,0.05,0,0
2959,1282,-1,-1,0.05,0,0
2959,1283,-1,-1,0.05,0,0
2959,1284,-1,-1,0.05,0,0
2960,1285,-1,-1,0.05,0,0
2960,1286,-1,-1,0.05,0,0
2960,1287,-1,-1,0.05,0,0
2961,1288,-1,-1,0.05,0,0
2961,1289,-1,-1,0.05,0,0
2961,1290,-1,-1,0.05,0,0
2962,1291,-1,-1,0.05,0,0
2962,1292,-1,-1,0.05,0,0
2962,1293,-1,-1,0.05,0,0
2963,1294,-1,-1,0.05,0,0
2963,1295,-1,-1,0.05,0,0
2963,1296,-1,-1,0.05,0,0
2964,1297,-1,-1,0.05,0,0
2964,1298,-1,-1,0.05,0,0
2964,1299,-1,-1,0.05,0,0
2965,1300,-1,-1,0.05,0,0
2965,1301,-1,-1,0.05,0,0
2965,1302,-1,-1,0.05,0,0
2966,1303,-1,-1,0.05,0,0
2966,1304,-1,-1,0.05,0,0
2966,1305,-1,-1,0.05,0,0
2967,1306,-1,-1,0.05,0,0
2967,1307,-1,-1,0.05,0,0
2967,1308,-1,-1,0.05,0,0
2968,1309,-1,-1,0.05,0,0
2968,1310,-1,-1,0.05,0,0
2968,1311,-1,-1,0.05,0,0
2969,1312,-1,-1,0.05,0,0
2969,1313,-1,-1,0.05,0,0
2969,1314,-1,-1,0.05,0,0
2970,1315,-1,-1,0.05,0,0
2970,1316,-1,-1,0.05,0,0
2970,1317,-1,-1,0.05,0,0
2971,1318,-1,-1,0.05,0,0
2971,1319,-1,-1,0.05,0,0
2971,1320,-1,-1,0.05,0,0
2972,1321,-1,-1,0.05,0,0
2972,1322,-1,-1,0.05,0,0
2972,1323,-1,-1,0.05,0,0
2973,1324,-1,-1,0.05,0,0
2973,1325,-1,-1,0.05,0,0
2973,1326,-1,-1,0.05,0,0
2974,1327,-1,-1,0.05,0,0
2974,1328,-1,-1,0.05,0,0
2974,1329,-1,-1,0.05,0,0
2975,1330,-1,-1,0.05,0,0
2975,1331,-1,-1,0.05,0,0
2975,1332,-1,-1,0.05,0,0
2976,1333,-1,-1,0.05,0,0
2976,1334,-1,-1,0.05,0,0
2976,1335,-1,-1,0.05,0,0
2977,1336,-1,-1,0.05,0,0
2977,1337,-1,-1,0.05,0,0
2977,1338,-1,-1,0.05,0,0
2978,1339,-1,-1,0.05,0,0
2978,1340,-1,-1,0.05,0,0
2978,1341,-1,-1,0.05,0,0
2979,1342,-1,-1,0.05,0,0
2979,1343,-1,-1,0.05,0,0
2979,1344,-1,-1,0.05,0,0
2980,1345,-1,-1,0.05,0,0
2980,1346,-1,-1,0.05,0,0
2980,1347,-1,-1,0.05,0,0
2981,1348,-1,-1,0.05,0,0
2981,1349,-1,-1,0.05,0,0
2981,1350,-1,-1,0.05,0,0
2982,1351,-1,-1,0.05,0,0
2982,1352,-1,-1,0.05,0,0
2982,1353,-1,-1,0.05,0,0
2983,1354,-1,-1,0.05,0,0
2983,1355,-1,-1,0.05,0,0
2983,1356,-1,-1,0.05,0,0
2984,1357,-1,-1,0.05,0,0
2984,1358,-1,-1,0.05,0,0
2984,1359,-1,-1,0.05,0,0
2985,1360,-1,-1,0.05,0,0
2985,1361,-1,-1,0.05,0,0
2985,1362,-1,-1,0.05,0,0
2986,1363,-1,-1,0.05,0,0
2986,1364,-1,-1,0.05,0,0
2986,1365,-1,-1,0.05,0,0
2987,1366,-1,-1,0.05,0,0
2987,1367,-1,-1,0.05,0,0
2987,1368,-1,-1,0.05,0,0
2988,1369,-1,-1,0.05,0,0
2988,1370,-1,-1,0.05,0,0
2988,1371,-1,-1,0.05,0,0
2989,1372,-1,-1,0.05,0,0
2989,1373,-1,-1,0.05,0,0
2989,1374,-1,-1,0.05,0,0
2990,1375,-1,-1,0.05,0,0
2990,1376,-1,-1,0.05,0,0
2990,1377,-1,-1,0.05,0,0
2991,1378,-1,-1,0.05,0,0
2991,1379,-1,-1,0.05,0,0
2991,1380,-1,-1,0.05,0,0
2992,1381,-1,-1,0.05,0,0
2992,1382,-1,-1,0.05,0,0
2992,1383,-1,-1,0.05,0,0
2993,1384,-1,-1,0.05,0,0
2993,1385,-1,-1,0.05,0,0
2993,1386,-1,-1,0.05,0,0
2994,1387,-1,-1,0.05,0,0
2994,1388,-1,-1,0.05,0,0
2994,1389,-1,-1,0.05,0,0
2995,1390,-1,-1,0.05,0,0
2995,1391,-1,-1,0.05,0,0
2995,1392,-1,-1,0.05,0,0
2996,1393,-1,-1,0.05,0,0
2996,1394,-1,-1,0.05,0,0
2996,1395,-1,-1,0.05,0,0
2997,1396,-1,-1,0.05,0,0
2997,1397,-1,-1,0.05,0,0
2997,1398,-1,-1,0.05,0,0
2998,1399,-1,-1,0.05,0,0
2998,1400,-1,-1,0.05,0,0
2998,1401,-1,-1,0.05,0,0
2999,1402,-1,-1,0.05,0,0
2999,1403,-1,-1,0.05,0,0
2999,1404,-1,-1,0.05,0,0
3000,1405,-1,-1,0.05,0,0
3000,1406,-1,-1,0.05,0,0
3000,1407,-1,-1,0.05,0,0
3001,1408,-1,-1,0.05,0,0
3001,1409,-1,-1,0.05,0,0
3001,1410,-1,-1,0.05,0,0
3002,1411,-1,-1,0.05,0,0
3002,1412,-1,-1,0.05,0,0
3002,1413,-1,-1,0.05,0,0
3003,1414,-1,-1,0.05,0,0
3003,1415,-1,-1,0.05,0,0
3003,1416,-1,-1,0.05,0,0
3004,1417,-1,-1,0.05,0,0
3004,1418,-1,-1,0.05,0,0
3004,1419,-1,-1,0.05,0,0
3005,1420,-1,-1,0.05,0,0
3005,1421,-1,-1,0.05,0,0
3005,1422,-1,-1,0.05,0,0
3006,1423,-1,-1,0.05,0,0
3006,1424,-1,-1,0.05,0,0
3006,1425,-1,-1,0.05,0,0
3007,1426,-1,-1,0.05,0,0
3007,1427,-1,-1,0.05,0,0
3007,1428,-1,-1,0.05,0,0
3008,1429,-1,-1,0.05,0,0
3008,1430,-1,-1,0.05,0,0
3008,1431,-1,-1,0.05,0,0
3009,1432,-1,-1,0.05,0,0
3009,1433,-1,-1,0.05,0,0
3009,1434,-1,-1,0.05,0,0
3010,1435,-1,-1,0.05,0,0
3010,1436,-1,-1,0.05,0,0
3010,1437,-1,-1,0.05,0,0
3011,1438,-1,-1,0.05,0,0
3011,1439,-1,-1,0.05,0,0
3011,1440,-1,-1,0.05,0,0
3012,1441,-1,-1,0.05,0,0
3012,1442,-1,-1,0.05,0,0
3012,1443,-1,-1,0.05,0,0
3013,1444,-1,-1,0.05,0,0
3013,1445,-1,-1,0.05,0,0
3013,1446,-1,-1,0.05,0,0
