Node,forT,P,Q,ValueP,ValueQ
2995,4,34.2,0,500,500
2996,2,0,0,500,500
2996,3,0,0,500,500
2996,4,0,0,500,500
2997,2,0,0,500,500
2997,3,0,0,500,500
2997,4,0,0,500,500
2998,2,0,0,500,500
2998,3,0,0,500,500
2998,4,0,0,500,500
2999,2,0,0,500,500
2999,3,0,0,500,500
2999,4,0,0,500,500
3000,2,0,0,500,500
3000,3,0,0,500,500
3000,4,0,0,500,500
3001,2,0,0,500,500
3001,3,0,0,500,500
3001,4,0,0,500,500
3002,2,0,0,500,500
3002,3,0,0,500,500
3002,4,0,0,500,500
3003,2,0,0,500,500
3003,3,0,0,500,500
3003,4,0,0,500,500
3004,2,0,0,500,500
3004,3,0,0,500,500
3004,4,0,0,500,500
3005,2,0,0,500,500
3005,3,0,0,500,500
3005,4,0,0,500,500
3006,2,0,0,500,500
3006,3,0,0,500,500
3006,4,0,0,500,500
3007,2,0,0,500,500
3007,3,0,0,500,500
3007,4,0,0,500,500
3008,2,0,0,500,500
3008,3,0,0,500,500
3008,4,0,0,500,500
3009,2,0,0,500,500
3009,3,0,0,500,500
3009,4,0,0,500,500
3010,2,1.031357744,0,500,500
3010,3,1.031357744,0,500,500
3010,4,1.031357744,0,500,500
3011,2,0,0,500,500
3011,3,0,0,500,500
3011,4,0,0,500,500
3012,2,0,0,500,500
3012,3,0,0,500,500
3012,4,0,0,500,500
3013,2,0,0,500,500
3013,3,0,0,500,500
3013,4,0,0,500,500
3014,2,0,0,500,500
3014,3,0,0,500,500
3014,4,0,0,500,500
3015,2,0,0,500,500
3015,3,0,0,500,500
3015,4,0,0,500,500
3016,2,0,0,500,500
3016,3,0,0,500,500
3016,4,0,0,500,500
3017,2,0,0,500,500
3017,3,0,0,500,500
3017,4,0,0,500,500
3018,2,-43.2860889,-0.27,500,500
3018,3,-43.25740589,-0.27,500,500
3018,4,-43.21124027,-0.27,500,500
3019,2,0,0,500,500
3019,3,0,0,500,500
3019,4,0,0,500,500
3020,2,0,0,500,500
3020,3,0,0,500,500
3020,4,0,0,500,500
3021,2,0,0,500,500
3021,3,0,0,500,500
3021,4,0,0,500,500
3022,2,0,0,500,500
3022,3,0,0,500,500
3022,4,0,0,500,500
3023,2,0,0,500,500
3023,3,0,0,500,500
3023,4,0,0,500,500
3024,2,0,0,500,500
3024,3,0,0,500,500
3024,4,0,0,500,500
3025,2,0,0,500,500
3025,3,0,0,500,500
3025,4,0,0,500,500
3026,2,0,0,500,500
3026,3,0,0,500,500
3026,4,0,0,500,500
3027,2,0,0,500,500
3027,3,0,0,500,500
3027,4,0,0,500,500
3028,2,0,0,500,500
3028,3,0,0,500,500
3028,4,0,0,500,500
3029,2,0,0,500,500
3029,3,0,0,500,500
3029,4,0,0,500,500
3030,2,0,0,500,500
3030,3,0,0,500,500
3030,4,0,0,500,500
3031,2,0,0,500,500
3031,3,0,0,500,500
3031,4,0,0,500,500
3032,2,0,0,500,500
3032,3,0,0,500,500
3032,4,0,0,500,500
3033,2,0,0,500,500
3033,3,0,0,500,500
3033,4,0,0,500,500
3034,2,0,0,500,500
3034,3,0,0,500,500
3034,4,0,0,500,500
3035,2,0,0,500,500
3035,3,0,0,500,500
3035,4,0,0,500,500
3036,2,0,0,500,500
3036,3,0,0,500,500
3036,4,0,0,500,500
3037,2,0.15,0,500,500
3037,3,0.15,0,500,500
3037,4,0.15,0,500,500
3038,2,0,0,500,500
3038,3,0,0,500,500
3038,4,0,0,500,500
3039,2,0,0,500,500
3039,3,0,0,500,500
3039,4,0,0,500,500
3040,2,0,0,500,500
3040,3,0,0,500,500
3040,4,0,0,500,500
3041,2,0,0,500,500
3041,3,0,0,500,500
3041,4,0,0,500,500
3042,2,0,0,500,500
3042,3,0,0,500,500
3042,4,0,0,500,500
3043,2,0,0,500,500
3043,3,0,0,500,500
3043,4,0,0,500,500
3044,2,0,0,500,500
3044,3,0,0,500,500
3044,4,0,0,500,500
3045,2,0,0,500,500
3045,3,0,0,500,500
3045,4,0,0,500,500
3046,2,0,0,500,500
3046,3,0,0,500,500
3046,4,0,0,500,500
3047,2,0,0,500,500
3047,3,0,0,500,500
3047,4,0,0,500,500
3048,2,0,0,500,500
3048,3,0,0,500,500
3048,4,0,0,500,500
3049,2,0,0,500,500
3049,3,0,0,500,500
3049,4,0,0,500,500
3050,2,0,0,500,500
3050,3,0,0,500,500
3050,4,0,0,500,500
3051,2,0,0,500,500
3051,3,0,0,500,500
3051,4,0,0,500,500
3052,2,0.706259137,0,500,500
3052,3,0.693103368,0,500,500
3052,4,0.677010835,0,500,500
3053,2,0,0,500,500
3053,3,0,0,500,500
3053,4,0,0,500,500
3054,2,0,0,500,500
3054,3,0,0,500,500
3054,4,0,0,500,500
3055,2,144,0,500,500
3055,3,144,0,500,500
3055,4,144,0,500,500
3056,2,0,0,500,500
3056,3,0,0,500,500
3056,4,0,0,500,500
3057,2,0,0,500,500
3057,3,0,0,500,500
3057,4,0,0,500,500
3058,2,0,0,500,500
3058,3,0,0,500,500
3058,4,0,0,500,500
3059,2,0,0,500,500
3059,3,0,0,500,500
3059,4,0,0,500,500
3060,2,0,0,500,500
3060,3,0,0,500,500
3060,4,0,0,500,500
3061,2,0,0,500,500
3061,3,0,0,500,500
3061,4,0,0,500,500
3062,2,0,0,500,500
3062,3,0,0,500,500
3062,4,0,0,500,500
3063,2,0,0,500,500
3063,3,0,0,500,500
3063,4,0,0,500,500
3064,2,0,0,500,500
3064,3,0,0,500,500
3064,4,0,0,500,500
3065,2,0,0,500,500
3065,3,0,0,500,500
3065,4,0,0,500,500
3066,2,0,0,500,500
3066,3,0,0,500,500
3066,4,0,0,500,500
3067,2,0,0,500,500
3067,3,0,0,500,500
3067,4,0,0,500,500
3068,2,0,0,500,500
3068,3,0,0,500,500
3068,4,0,0,500,500
3069,2,0,0,500,500
3069,3,0,0,500,500
3069,4,0,0,500,500
3070,2,18.2,0,500,500
3070,3,18.2,0,500,500
3070,4,18.2,0,500,500
3071,2,0,0,500,500
3071,3,0,0,500,500
3071,4,0,0,500,500
3072,2,0,0,500,500
3072,3,0,0,500,500
3072,4,0,0,500,500
3073,2,0,0,500,500
3073,3,0,0,500,500
3073,4,0,0,500,500
3074,2,0.3,0,500,500
3074,3,0.3,0,500,500
3074,4,0.3,0,500,500
3075,2,0,0,500,500
3075,3,0,0,500,500
3075,4,0,0,500,500
3076,2,0,0,500,500
3076,3,0,0,500,500
3076,4,0,0,500,500
3077,2,0,0,500,500
3077,3,0,0,500,500
3077,4,0,0,500,500
3078,2,0,0,500,500
3078,3,0,0,500,500
3078,4,0,0,500,500
3079,2,0,0,500,500
3079,3,0,0,500,500
3079,4,0,0,500,500
3080,2,0,0,500,500
3080,3,0,0,500,500
3080,4,0,0,500,500
3081,2,0,0,500,500
3081,3,0,0,500,500
3081,4,0,0,500,500
3082,2,0,0,500,500
3082,3,0,0,500,500
3082,4,0,0,500,500
3083,2,0,0,500,500
3083,3,0,0,500,500
3083,4,0,0,500,500
3084,2,0,0,500,500
3084,3,0,0,500,500
3084,4,0,0,500,500
3085,2,0,0,500,500
3085,3,0,0,500,500
3085,4,0,0,500,500
3086,2,0,0,500,500
3086,3,0,0,500,500
3086,4,0,0,500,500
3087,2,0,0,500,500
3087,3,0,0,500,500
3087,4,0,0,500,500
3088,2,0,0,500,500
3088,3,0,0,500,500
3088,4,0,0,500,500
3089,2,0,0,500,500
3089,3,0,0,500,500
3089,4,0,0,500,500
3090,2,0,0,500,500
3090,3,0,0,500,500
3090,4,0,0,500,500
3091,2,0,0,500,500
3091,3,0,0,500,500
3091,4,0,0,500,500
3092,2,0,0,500,500
3092,3,0,0,500,500
3092,4,0,0,500,500
3093,2,0,0,500,500
3093,3,0,0,500,500
3093,4,0,0,500,500
3094,2,0,0,500,500
3094,3,0,0,500,500
3094,4,0,0,500,500
3095,2,0,0,500,500
3095,3,0,0,500,500
3095,4,0,0,500,500
3096,2,-15.7603019,-0.078,500,500
3096,3,-15.74380554,-0.078,500,500
3096,4,-15.73112268,-0.078,500,500
3097,2,0,0,500,500
3097,3,0,0,500,500
3097,4,0,0,500,500
3098,2,0,0,500,500
3098,3,0,0,500,500
3098,4,0,0,500,500
3099,2,0,0,500,500
3099,3,0,0,500,500
3099,4,0,0,500,500
3100,2,-38.95277222,-0.1335,500,500
3100,3,-38.90121551,-0.1335,500,500
3100,4,-38.84563015,-0.1335,500,500
3101,2,0,0,500,500
3101,3,0,0,500,500
3101,4,0,0,500,500
3102,2,0,0,500,500
3102,3,0,0,500,500
3102,4,0,0,500,500
3103,2,0,0,500,500
3103,3,0,0,500,500
3103,4,0,0,500,500
3104,2,0,0,500,500
3104,3,0,0,500,500
3104,4,0,0,500,500
3105,2,0,0,500,500
3105,3,0,0,500,500
3105,4,0,0,500,500
3106,2,0,0,500,500
3106,3,0,0,500,500
3106,4,0,0,500,500
3107,2,0,0,500,500
3107,3,0,0,500,500
3107,4,0,0,500,500
3108,2,0.15,0,500,500
3108,3,0.15,0,500,500
3108,4,0.15,0,500,500
3109,2,0,0,500,500
3109,3,0,0,500,500
3109,4,0,0,500,500
3110,2,0,0,500,500
3110,3,0,0,500,500
3110,4,0,0,500,500
3111,2,0,0,500,500
3111,3,0,0,500,500
3111,4,0,0,500,500
3112,2,0,0,500,500
3112,3,0,0,500,500
3112,4,0,0,500,500
3113,2,0,0,500,500
3113,3,0,0,500,500
3113,4,0,0,500,500
3114,2,0,0,500,500
3114,3,0,0,500,500
3114,4,0,0,500,500
3115,2,0,0,500,500
3115,3,0,0,500,500
3115,4,0,0,500,500
3116,2,0,0,500,500
3116,3,0,0,500,500
3116,4,0,0,500,500
3117,2,0,0,500,500
3117,3,0,0,500,500
3117,4,0,0,500,500
3118,2,10,0,500,500
3118,3,10,0,500,500
3118,4,10,0,500,500
3119,2,0,0,500,500
3119,3,0,0,500,500
3119,4,0,0,500,500
3120,2,0,0,500,500
3120,3,0,0,500,500
3120,4,0,0,500,500
3121,2,0,0,500,500
3121,3,0,0,500,500
3121,4,0,0,500,500
3122,2,0,0,500,500
3122,3,0,0,500,500
3122,4,0,0,500,500
3123,2,0,0,500,500
3123,3,0,0,500,500
3123,4,0,0,500,500
3124,2,0,0,500,500
3124,3,0,0,500,500
3124,4,0,0,500,500
3125,2,0,0,500,500
3125,3,0,0,500,500
3125,4,0,0,500,500
3126,2,0,0,500,500
3126,3,0,0,500,500
3126,4,0,0,500,500
3127,2,0,0,500,500
3127,3,0,0,500,500
3127,4,0,0,500,500
3128,2,0,0,500,500
3128,3,0,0,500,500
3128,4,0,0,500,500
3129,2,0,0,500,500
3129,3,0,0,500,500
3129,4,0,0,500,500
3130,2,0,0,500,500
3130,3,0,0,500,500
3130,4,0,0,500,500
3131,2,0,0,500,500
3131,3,0,0,500,500
3131,4,0,0,500,500
3132,2,0,0,500,500
3132,3,0,0,500,500
3132,4,0,0,500,500
3133,2,0,0,500,500
3133,3,0,0,500,500
3133,4,0,0,500,500
3134,2,0,0,500,500
3134,3,0,0,500,500
3134,4,0,0,500,500
3135,2,0,0,500,500
3135,3,0,0,500,500
3135,4,0,0,500,500
3136,2,0,0,500,500
3136,3,0,0,500,500
3136,4,0,0,500,500
3137,2,-24.87169471,0,500,500
3137,3,-24.82856055,0,500,500
3137,4,-24.7854264,0,500,500
3138,2,0,0,500,500
3138,3,0,0,500,500
3138,4,0,0,500,500
3139,2,0,0,500,500
3139,3,0,0,500,500
3139,4,0,0,500,500
3140,2,0,0,500,500
3140,3,0,0,500,500
3140,4,0,0,500,500
3141,2,0,0,500,500
3141,3,0,0,500,500
3141,4,0,0,500,500
3142,2,0,0,500,500
3142,3,0,0,500,500
3142,4,0,0,500,500
3143,2,0,0,500,500
3143,3,0,0,500,500
3143,4,0,0,500,500
3144,2,0,0,500,500
3144,3,0,0,500,500
3144,4,0,0,500,500
3145,2,0,0,500,500
3145,3,0,0,500,500
3145,4,0,0,500,500
3146,2,0,0,500,500
3146,3,0,0,500,500
3146,4,0,0,500,500
3147,2,0,0,500,500
3147,3,0,0,500,500
3147,4,0,0,500,500
3148,2,0,0,500,500
3148,3,0,0,500,500
3148,4,0,0,500,500
3149,2,0,0,500,500
3149,3,0,0,500,500
3149,4,0,0,500,500
3150,2,0,0,500,500
3150,3,0,0,500,500
3150,4,0,0,500,500
3151,2,0,0,500,500
3151,3,0,0,500,500
3151,4,0,0,500,500
3152,2,0,0,500,500
3152,3,0,0,500,500
3152,4,0,0,500,500
3153,2,0,0,500,500
3153,3,0,0,500,500
3153,4,0,0,500,500
3154,2,0,0,500,500
3154,3,0,0,500,500
3154,4,0,0,500,500
3155,2,0,0,500,500
3155,3,0,0,500,500
3155,4,0,0,500,500
3156,2,0,0,500,500
3156,3,0,0,500,500
3156,4,0,0,500,500
3157,2,0,0,500,500
3157,3,0,0,500,500
3157,4,0,0,500,500
3158,2,0,0,500,500
3158,3,0,0,500,500
3158,4,0,0,500,500
3159,2,0,0,500,500
3159,3,0,0,500,500
3159,4,0,0,500,500
3160,2,0,0,500,500
3160,3,0,0,500,500
3160,4,0,0,500,500
3161,2,0,0,500,500
3161,3,0,0,500,500
3161,4,0,0,500,500
3162,2,0,0,500,500
3162,3,0,0,500,500
3162,4,0,0,500,500
3163,2,31.8,0,500,500
3163,3,31.8,0,500,500
3163,4,31.8,0,500,500
3164,2,0,0,500,500
3164,3,0,0,500,500
3164,4,0,0,500,500
3165,2,0,0,500,500
3165,3,0,0,500,500
3165,4,0,0,500,500
3166,2,0,0,500,500
3166,3,0,0,500,500
3166,4,0,0,500,500
3167,2,0,0,500,500
3167,3,0,0,500,500
3167,4,0,0,500,500
3168,2,0,0,500,500
3168,3,0,0,500,500
3168,4,0,0,500,500
3169,2,0,0,500,500
3169,3,0,0,500,500
3169,4,0,0,500,500
3170,2,0,0,500,500
3170,3,0,0,500,500
3170,4,0,0,500,500
3171,2,0,0,500,500
3171,3,0,0,500,500
3171,4,0,0,500,500
3172,2,0,0,500,500
3172,3,0,0,500,500
3172,4,0,0,500,500
3173,2,0,0,500,500
3173,3,0,0,500,500
3173,4,0,0,500,500
3174,2,0,0,500,500
3174,3,0,0,500,500
3174,4,0,0,500,500
3175,2,0,0,500,500
3175,3,0,0,500,500
3175,4,0,0,500,500
3176,2,0,0,500,500
3176,3,0,0,500,500
3176,4,0,0,500,500
3177,2,0,0,500,500
3177,3,0,0,500,500
3177,4,0,0,500,500
3178,2,0,0,500,500
3178,3,0,0,500,500
3178,4,0,0,500,500
3179,2,0,0,500,500
3179,3,0,0,500,500
3179,4,0,0,500,500
3727,2,0,0,500,500
3727,3,0,0,500,500
3727,4,0,0,500,500
4010,2,-23.53790191,-0.129,500,500
4010,3,-23.4547372,-0.129,500,500
4010,4,-23.37822883,-0.129,500,500
4013,2,0,0,500,500
4013,3,0,0,500,500
4013,4,0,0,500,500
4014,2,0,0,500,500
4014,3,0,0,500,500
4014,4,0,0,500,500
4015,2,0.342318533,0,500,500
4015,3,0.503913045,0,500,500
4015,4,0.656284199,0,500,500
4018,2,0,0,500,500
4018,3,0,0,500,500
4018,4,0,0,500,500
4025,2,0,0,500,500
4025,3,0,0,500,500
4025,4,0,0,500,500
4036,2,0,0,500,500
4036,3,0,0,500,500
4036,4,0,0,500,500
4059,2,0,0,500,500
4059,3,0,0,500,500
4059,4,0,0,500,500
4060,2,0,0,500,500
4060,3,0,0,500,500
4060,4,0,0,500,500
4061,2,0,0,500,500
4061,3,0,0,500,500
4061,4,0,0,500,500
4062,2,0,0,500,500
4062,3,0,0,500,500
4062,4,0,0,500,500
4063,2,0,0,500,500
4063,3,0,0,500,500
4063,4,0,0,500,500
4065,2,0,0,500,500
4065,3,0,0,500,500
4065,4,0,0,500,500
4066,2,0,0,500,500
4066,3,0,0,500,500
4066,4,0,0,500,500
4067,2,0,0,500,500
4067,3,0,0,500,500
4067,4,0,0,500,500
4068,2,0,0,500,500
4068,3,0,0,500,500
4068,4,0,0,500,500
4069,2,-36.45714109,-0.201,500,500
4069,3,-36.38655134,-0.201,500,500
4069,4,-36.31408956,-0.201,500,500
4078,2,0,0,500,500
4078,3,0,0,500,500
4078,4,0,0,500,500
4090,2,0,0,500,500
4090,3,0,0,500,500
4090,4,0,0,500,500
4092,2,0,0,500,500
4092,3,0,0,500,500
4092,4,0,0,500,500
4093,2,0,0,500,500
4093,3,0,0,500,500
4093,4,0,0,500,500
4095,2,-11.17150052,-0.0615,500,500
4095,3,-11.12618305,-0.0615,500,500
4095,4,-11.08277753,-0.0615,500,500
4097,2,0,0,500,500
4097,3,0,0,500,500
4097,4,0,0,500,500
4098,2,0,0,500,500
4098,3,0,0,500,500
4098,4,0,0,500,500
4099,2,-14.67141108,-0.0705,500,500
4099,3,-14.6386533,-0.0705,500,500
4099,4,-14.60798808,-0.0705,500,500
4100,2,0,0,500,500
4100,3,0,0,500,500
4100,4,0,0,500,500
4106,2,0,0,500,500
4106,3,0,0,500,500
4106,4,0,0,500,500
4107,2,0,0,500,500
4107,3,0,0,500,500
4107,4,0,0,500,500
4108,2,0,0,500,500
4108,3,0,0,500,500
4108,4,0,0,500,500
4109,2,0,0,500,500
4109,3,0,0,500,500
4109,4,0,0,500,500
4120,2,0,0,500,500
4120,3,0,0,500,500
4120,4,0,0,500,500
4123,2,0,0,500,500
4123,3,0,0,500,500
4123,4,0,0,500,500
4148,2,0,0,500,500
4148,3,0,0,500,500
4148,4,0,0,500,500
4153,2,-27.28576811,0,500,500
4153,3,-27.21410102,0,500,500
4153,4,-27.14243393,0,500,500
4154,2,0,0,500,500
4154,3,0,0,500,500
4154,4,0,0,500,500
4157,2,0,0,500,500
4157,3,0,0,500,500
4157,4,0,0,500,500
4162,2,0,0,500,500
4162,3,0,0,500,500
4162,4,0,0,500,500
4171,2,0,0,500,500
4171,3,0,0,500,500
4171,4,0,0,500,500
4172,2,0,0,500,500
4172,3,0,0,500,500
4172,4,0,0,500,500
4175,2,0,0,500,500
4175,3,0,0,500,500
4175,4,0,0,500,500
4176,2,96.49231909,0,500,500
4176,3,96.49231909,0,500,500
4176,4,96.49231909,0,500,500
4177,2,0,0,500,500
4177,3,0,0,500,500
4177,4,0,0,500,500
4178,2,0,0,500,500
4178,3,0,0,500,500
4178,4,0,0,500,500
4179,2,0,0,500,500
4179,3,0,0,500,500
4179,4,0,0,500,500
4180,2,0,0,500,500
4180,3,0,0,500,500
4180,4,0,0,500,500
4181,2,0,0,500,500
4181,3,0,0,500,500
4181,4,0,0,500,500
4182,2,-5.581721627,-0.033,500,500
4182,3,-5.566394247,-0.033,500,500
4182,4,-5.551436081,-0.033,500,500
4184,2,0,0,500,500
4184,3,0,0,500,500
4184,4,0,0,500,500
4185,2,0,0,500,500
4185,3,0,0,500,500
4185,4,0,0,500,500
4186,2,0,0,500,500
4186,3,0,0,500,500
4186,4,0,0,500,500
4195,2,0,0,500,500
4195,3,0,0,500,500
4195,4,0,0,500,500
4196,2,0,0,500,500
4196,3,0,0,500,500
4196,4,0,0,500,500
4197,2,0,0,500,500
4197,3,0,0,500,500
4197,4,0,0,500,500
4203,2,13,0,500,500
4203,3,13,0,500,500
4203,4,13,0,500,500
4204,2,0,0,500,500
4204,3,0,0,500,500
4204,4,0,0,500,500
4205,2,0,0,500,500
4205,3,0,0,500,500
4205,4,0,0,500,500
4217,2,14,0,500,500
4217,3,14,0,500,500
4217,4,14,0,500,500
4218,2,0,0,500,500
4218,3,0,0,500,500
4218,4,0,0,500,500
4221,2,0,0,500,500
4221,3,0,0,500,500
4221,4,0,0,500,500
4222,2,0,0,500,500
4222,3,0,0,500,500
4222,4,0,0,500,500
4225,2,0,0,500,500
4225,3,0,0,500,500
4225,4,0,0,500,500
4227,2,0,0,500,500
4227,3,0,0,500,500
4227,4,0,0,500,500
4246,2,0,0,500,500
4246,3,0,0,500,500
4246,4,0,0,500,500
4256,2,0,0,500,500
4256,3,0,0,500,500
4256,4,0,0,500,500
4257,2,0,0,500,500
4257,3,0,0,500,500
4257,4,0,0,500,500
4260,2,0,0,500,500
4260,3,0,0,500,500
4260,4,0,0,500,500
4262,2,0,0,500,500
4262,3,0,0,500,500
4262,4,0,0,500,500
4265,2,0,0,500,500
4265,3,0,0,500,500
4265,4,0,0,500,500
4266,2,0,0,500,500
4266,3,0,0,500,500
4266,4,0,0,500,500
4272,2,-6.170083466,-0.0285,500,500
4272,3,-6.153821987,-0.0285,500,500
4272,4,-6.140656929,-0.0285,500,500
4273,2,0,0,500,500
4273,3,0,0,500,500
4273,4,0,0,500,500
4310,2,0,0,500,500
4310,3,0,0,500,500
4310,4,0,0,500,500
4313,2,0,0,500,500
4313,3,0,0,500,500
4313,4,0,0,500,500
4315,2,0,0,500,500
4315,3,0,0,500,500
4315,4,0,0,500,500
4319,2,0,0,500,500
4319,3,0,0,500,500
4319,4,0,0,500,500
4320,2,0,0,500,500
4320,3,0,0,500,500
4320,4,0,0,500,500
4321,2,0,0,500,500
4321,3,0,0,500,500
4321,4,0,0,500,500
4330,2,0,0,500,500
4330,3,0,0,500,500
4330,4,0,0,500,500
4331,2,0,0,500,500
4331,3,0,0,500,500
4331,4,0,0,500,500
4332,2,0,0,500,500
4332,3,0,0,500,500
4332,4,0,0,500,500
4333,2,149.2613496,0,500,500
4333,3,149.2613496,0,500,500
4333,4,149.2613496,0,500,500
4334,2,0,0,500,500
4334,3,0,0,500,500
4334,4,0,0,500,500
4341,2,0,0,500,500
4341,3,0,0,500,500
4341,4,0,0,500,500
4353,2,13,0,500,500
4353,3,13,0,500,500
4353,4,13,0,500,500
4354,2,0,0,500,500
4354,3,0,0,500,500
4354,4,0,0,500,500
4355,2,0,0,500,500
4355,3,0,0,500,500
4355,4,0,0,500,500
4365,2,0,0,500,500
4365,3,0,0,500,500
4365,4,0,0,500,500
4372,2,0,0,500,500
4372,3,0,0,500,500
4372,4,0,0,500,500
4395,2,0,0,500,500
4395,3,0,0,500,500
4395,4,0,0,500,500
4396,2,0.132574807,0,500,500
4396,3,0.195157925,0,500,500
4396,4,0.254168975,0,500,500
4397,2,0,0,500,500
4397,3,0,0,500,500
4397,4,0,0,500,500
4398,2,26,0,500,500
4398,3,26,0,500,500
4398,4,26,0,500,500
4399,2,10.5,0,500,500
4399,3,10.5,0,500,500
4399,4,10.5,0,500,500
4401,2,0,0,500,500
4401,3,0,0,500,500
4401,4,0,0,500,500
4402,2,0,0,500,500
4402,3,0,0,500,500
4402,4,0,0,500,500
4403,2,0,0,500,500
4403,3,0,0,500,500
4403,4,0,0,500,500
4406,2,0,0,500,500
4406,3,0,0,500,500
4406,4,0,0,500,500
4409,2,0,0,500,500
4409,3,0,0,500,500
4409,4,0,0,500,500
4418,2,0,0,500,500
4418,3,0,0,500,500
4418,4,0,0,500,500
4419,2,0,0,500,500
4419,3,0,0,500,500
4419,4,0,0,500,500
4420,2,0,0,500,500
4420,3,0,0,500,500
4420,4,0,0,500,500
4421,2,0,0,500,500
4421,3,0,0,500,500
4421,4,0,0,500,500
4436,2,0,0,500,500
4436,3,0,0,500,500
4436,4,0,0,500,500
4437,2,0,0,500,500
4437,3,0,0,500,500
4437,4,0,0,500,500
4438,2,0,0,500,500
4438,3,0,0,500,500
4438,4,0,0,500,500
4440,2,-27.28576811,0,500,500
4440,3,-27.21410102,0,500,500
4440,4,-27.14243393,0,500,500
4441,2,0,0,500,500
4441,3,0,0,500,500
4441,4,0,0,500,500
4443,2,0,0,500,500
4443,3,0,0,500,500
4443,4,0,0,500,500
4444,2,0,0,500,500
4444,3,0,0,500,500
4444,4,0,0,500,500
4451,2,0,0,500,500
4451,3,0,0,500,500
4451,4,0,0,500,500
4458,2,0,0,500,500
4458,3,0,0,500,500
4458,4,0,0,500,500
4463,2,0,0,500,500
4463,3,0,0,500,500
4463,4,0,0,500,500
4487,2,0.663031102,0,500,500
4487,3,0.9776348,0,500,500
4487,4,1.282827446,0,500,500
4488,2,0,0,500,500
4488,3,0,0,500,500
4488,4,0,0,500,500
4491,2,0,0,500,500
4491,3,0,0,500,500
4491,4,0,0,500,500
4492,2,0,0,500,500
4492,3,0,0,500,500
4492,4,0,0,500,500
4493,2,0,0,500,500
4493,3,0,0,500,500
4493,4,0,0,500,500
4498,2,0,0,500,500
4498,3,0,0,500,500
4498,4,0,0,500,500
4499,2,7.2,0,500,500
4499,3,7.2,0,500,500
4499,4,7.2,0,500,500
4500,2,0,0,500,500
4500,3,0,0,500,500
4500,4,0,0,500,500
4501,2,0,0,500,500
4501,3,0,0,500,500
4501,4,0,0,500,500
4506,2,0,0,500,500
4506,3,0,0,500,500
4506,4,0,0,500,500
4513,2,28,0,500,500
4513,3,28,0,500,500
4513,4,28,0,500,500
4515,2,0,0,500,500
4515,3,0,0,500,500
4515,4,0,0,500,500
4524,2,0,0,500,500
4524,3,0,0,500,500
4524,4,0,0,500,500
4543,2,0,0,500,500
4543,3,0,0,500,500
4543,4,0,0,500,500
4551,2,0,0,500,500
4551,3,0,0,500,500
4551,4,0,0,500,500
4552,2,0,0,500,500
4552,3,0,0,500,500
4552,4,0,0,500,500
4553,2,0,0,500,500
4553,3,0,0,500,500
4553,4,0,0,500,500
4554,2,0,0,500,500
4554,3,0,0,500,500
4554,4,0,0,500,500
4556,2,0,0,500,500
4556,3,0,0,500,500
4556,4,0,0,500,500
4557,2,0,0,500,500
4557,3,0,0,500,500
4557,4,0,0,500,500
4558,2,0,0,500,500
4558,3,0,0,500,500
4558,4,0,0,500,500
4559,2,18,0,500,500
4559,3,18,0,500,500
4559,4,18,0,500,500
4560,2,0,0,500,500
4560,3,0,0,500,500
4560,4,0,0,500,500
4561,2,0,0,500,500
4561,3,0,0,500,500
4561,4,0,0,500,500
4562,2,0,0,500,500
4562,3,0,0,500,500
4562,4,0,0,500,500
4563,2,0,0,500,500
4563,3,0,0,500,500
4563,4,0,0,500,500
4564,2,0,0,500,500
4564,3,0,0,500,500
4564,4,0,0,500,500
4565,2,0,0,500,500
4565,3,0,0,500,500
4565,4,0,0,500,500
4566,2,0,0,500,500
4566,3,0,0,500,500
4566,4,0,0,500,500
4567,2,0,0,500,500
4567,3,0,0,500,500
4567,4,0,0,500,500
4568,2,0,0,500,500
4568,3,0,0,500,500
4568,4,0,0,500,500
4569,2,0,0,500,500
4569,3,0,0,500,500
4569,4,0,0,500,500
4570,2,0,0,500,500
4570,3,0,0,500,500
4570,4,0,0,500,500
4571,2,-6.018318323,-0.0345,500,500
4571,3,-6.011769967,-0.0345,500,500
4571,4,-6.004003736,-0.0345,500,500
4572,2,0,0,500,500
4572,3,0,0,500,500
4572,4,0,0,500,500
4573,2,0,0,500,500
4573,3,0,0,500,500
4573,4,0,0,500,500
4574,2,0,0,500,500
4574,3,0,0,500,500
4574,4,0,0,500,500
4575,2,65,0,500,500
4575,3,65,0,500,500
4575,4,65,0,500,500
4576,2,0,0,500,500
4576,3,0,0,500,500
4576,4,0,0,500,500
4577,2,0,0,500,500
4577,3,0,0,500,500
4577,4,0,0,500,500
4578,2,0,0,500,500
4578,3,0,0,500,500
4578,4,0,0,500,500
4579,2,0,0,500,500
4579,3,0,0,500,500
4579,4,0,0,500,500
4580,2,0,0,500,500
4580,3,0,0,500,500
4580,4,0,0,500,500
4581,2,0,0,500,500
4581,3,0,0,500,500
4581,4,0,0,500,500
4582,2,0,0,500,500
4582,3,0,0,500,500
4582,4,0,0,500,500
4583,2,0,0,500,500
4583,3,0,0,500,500
4583,4,0,0,500,500
4584,2,0,0,500,500
4584,3,0,0,500,500
4584,4,0,0,500,500
4585,2,126,0,500,500
4585,3,126,0,500,500
4585,4,126,0,500,500
4586,2,0,0,500,500
4586,3,0,0,500,500
4586,4,0,0,500,500
4587,2,0,0,500,500
4587,3,0,0,500,500
4587,4,0,0,500,500
