QtBids,QBid,forT
228629,761480,92
228630,761482,90
228631,761484,90
228631,761485,91
228631,761486,92
228632,761488,90
228633,761490,90
228633,761491,91
228633,761492,92
228634,761494,90
228635,761496,90
228635,761497,91
228635,761498,92
228636,761500,90
228636,761501,91
228636,761502,92
228637,761504,90
228637,761505,91
228637,761506,92
228638,761508,90
228639,761510,90
228639,761511,91
228639,761512,92
228640,761514,90
228640,761515,91
228640,761516,92
228641,761518,90
228641,761519,91
228641,761520,92
228642,761522,90
228642,761523,91
228642,761524,92
228643,761526,90
228644,761528,90
228644,761529,91
228645,761531,90
228645,761532,91
228646,761534,90
228646,761535,91
228646,761536,92
228647,761538,90
228647,761539,91
228647,761540,92
228648,761542,90
228649,761544,90
228649,761545,91
228649,761546,92
228650,761548,90
228651,761550,90
228651,761551,91
228651,761552,92
228652,761554,90
228653,761556,90
228653,761557,91
228653,761558,92
228654,761560,90
228654,761561,91
228654,761562,92
228655,761564,90
228655,761565,91
228655,761566,92
228656,761568,90
228656,761569,91
228656,761570,92
228657,761572,90
228657,761573,91
228658,761575,90
228658,761576,91
228658,761577,92
228659,761579,90
228659,761580,91
228659,761581,92
228660,761583,90
228660,761584,91
228660,761585,92
228661,761587,90
228661,761588,91
228661,761589,92
228662,761591,90
228662,761592,91
228662,761593,92
228663,761595,90
228663,761596,91
228663,761597,92
228664,761599,90
228664,761600,91
228664,761601,92
228665,761603,90
228666,761605,90
228667,761607,90
228667,761608,91
228667,761609,92
228668,761611,90
228668,761612,91
228668,761613,92
228533,761142,90
228533,761143,91
228533,761144,92
228534,761146,90
228534,761147,91
228534,761148,92
228535,761150,90
228535,761151,91
228535,761152,92
228536,761154,90
228536,761155,91
228673,761630,90
228673,761631,91
228675,761634,90
228675,761635,91
228675,761636,92
228676,761638,90
228677,761640,90
228677,761641,91
228678,761643,90
228678,761644,91
228678,761645,92
228679,761647,90
228680,761649,90
228681,761651,90
228681,761652,91
228681,761653,92
228682,761655,90
228682,761656,91
228682,761657,92
228683,761659,90
228683,761660,91
228683,761661,92
228684,761663,90
228684,761664,91
228684,761665,92
228685,761667,90
228685,761668,91
228686,761670,90
228686,761671,91
228686,761672,92
228687,761674,90
228687,761675,91
228687,761676,92
228688,761678,90
228688,761679,91
228688,761680,92
228689,761682,90
228689,761683,91
228690,761685,90
228691,761687,90
228691,761688,91
228691,761689,92
228692,761691,90
228693,761693,90
228693,761694,91
228694,761696,90
228694,761697,91
228694,761698,92
228696,761701,90
228697,761703,90
228697,761704,91
228698,761706,90
228698,761707,91
228698,761708,92
228699,761710,90
228699,761711,91
228700,761713,90
228700,761714,91
228700,761715,92
228701,761717,90
228701,761718,91
228701,761719,92
228702,761721,90
228703,761723,90
228704,761725,90
228704,761726,91
228704,761727,92
228705,761729,90
228705,761730,91
228705,761731,92
228706,761733,90
228706,761734,91
228706,761735,92
228707,761737,90
228707,761738,91
228708,761740,90
228708,761741,91
228708,761742,92
228709,761744,90
228709,761745,91
228710,761747,90
228710,761748,91
228710,761749,92
228711,761751,90
228711,761752,91
228711,761753,92
228712,761755,90
228669,761615,90
228669,761616,91
228669,761617,92
228670,761619,90
228670,761620,91
228670,761621,92
228671,761623,90
228671,761624,91
228671,761625,92
228672,761627,90
228672,761628,91
228713,761757,90
228713,761758,91
228713,761759,92
228714,761761,90
228714,761762,91
228714,761763,92
228715,761765,90
228715,761766,91
228715,761767,92
228716,761769,90
228716,761770,91
228721,761787,90
228721,761788,91
228721,761789,92
228722,761791,90
228723,761793,90
228723,761794,91
228723,761795,92
228724,761797,90
228724,761798,91
228725,761800,90
228725,761801,91
228725,761802,92
228726,761804,90
228726,761805,91
228727,761807,90
228728,761809,90
228728,761810,91
228728,761811,92
228729,761813,90
228729,761814,91
228729,761815,92
228730,761817,90
228731,761819,90
228731,761820,91
228731,761821,92
228732,761823,90
228733,761825,90
228733,761826,91
228733,761827,92
228734,761829,90
228734,761830,91
228735,761832,90
228735,761833,91
228735,761834,92
228736,761836,90
228736,761837,91
228737,761839,90
228737,761840,91
228737,761841,92
228738,761843,90
228738,761844,91
228738,761845,92
228739,761847,90
228740,761849,90
228740,761850,91
228741,761852,90
228742,761854,90
228742,761855,91
228742,761856,92
228743,761858,90
228743,761859,91
228743,761860,92
228744,761862,90
228744,761863,91
228745,761865,90
228745,761866,91
228745,761867,92
228746,761869,90
228747,761871,90
228747,761872,91
228747,761873,92
228748,761875,90
228748,761876,91
228748,761877,92
228749,761879,90
228750,761881,90
228750,761882,91
228752,761885,90
228752,761886,91
228752,761887,92
228753,761889,90
228753,761890,91
228754,761892,90
228754,761893,91
228754,761894,92
228755,761896,90
228756,761898,90
228757,761900,90
228757,761901,91
228757,761902,92
228758,761904,90
228758,761905,91
228758,761906,92
228759,761908,90
228759,761909,91
228759,761910,92
228760,761912,90
228760,761913,91
228761,761915,90
228761,761916,91
228761,761917,92
228762,761919,90
228762,761920,91
228763,761922,90
228763,761923,91
228763,761924,92
228764,761926,90
228764,761927,91
228764,761928,92
228717,761772,90
228717,761773,91
228717,761774,92
228718,761776,90
228718,761777,91
228719,761779,90
228719,761780,91
228719,761781,92
228720,761783,90
228720,761784,91
228720,761785,92
228769,761945,90
228769,761946,91
228770,761948,90
228770,761949,91
228770,761950,92
228771,761952,90
228772,761954,90
228772,761955,91
228772,761956,92
228773,761958,90
228773,761959,91
228773,761960,92
228775,761963,90
228776,761965,90
228776,761966,91
228777,761968,90
228777,761969,91
228778,761971,90
228778,761972,91
228778,761973,92
228779,761975,90
228780,761977,90
228780,761978,91
228780,761979,92
228781,761981,90
228781,761982,91
228781,761983,92
228782,761985,90
228782,761986,91
228783,761988,90
228784,761990,90
228784,761991,91
228784,761992,92
228785,761994,90
228786,761996,90
228786,761997,91
228786,761998,92
228788,762001,90
228788,762002,91
228789,762004,90
228789,762005,91
228790,762007,90
228790,762008,91
228790,762009,92
228791,762011,90
228794,762015,90
228794,762016,91
228795,762018,90
228796,762020,90
228796,762021,91
228796,762022,92
228797,762024,90
228797,762025,91
228797,762026,92
228798,762028,90
228798,762029,91
228798,762030,92
228799,762032,90
228800,762034,90
228800,762035,91
228801,762037,90
228801,762038,91
228802,762040,90
228802,762041,91
228802,762042,92
228803,762044,90
228804,762046,90
228804,762047,91
228804,762048,92
228805,762050,90
228805,762051,91
228806,762053,90
228808,762056,90
228808,762057,91
228808,762058,92
228810,762061,90
228810,762062,91
228810,762063,92
228811,762065,90
228811,762066,91
228812,762068,90
228813,762070,90
228814,762072,90
228814,762073,91
228814,762074,92
228815,762076,90
228815,762077,91
228816,762079,90
228816,762080,91
228816,762081,92
228818,762084,90
228818,762085,91
228818,762086,92
228819,762088,90
228820,762090,90
228820,762091,91
228821,762093,90
228821,762094,91
228822,762096,90
228823,762098,90
228823,762099,91
228823,762100,92
228825,762103,90
228825,762104,91
228825,762105,92
228826,762107,90
228826,762108,91
228827,762110,90
228827,762111,91
228827,762112,92
228828,762114,90
228829,762116,90
228829,762117,91
228830,762119,90
228830,762120,91
228830,762121,92
228831,762123,90
228833,762126,90
228833,762127,91
228833,762128,92
228834,762130,90
228834,762131,91
228835,762133,90
228835,762134,91
228835,762135,92
228836,762137,90
228765,761930,90
228765,761931,91
228765,761932,92
228766,761934,90
228766,761935,91
228766,761936,92
228767,761938,90
228767,761939,91
228767,761940,92
228768,761942,90
228768,761943,91
228841,762154,90
228841,762155,91
228842,762157,90
228843,762159,90
228843,762160,91
228843,762161,92
228844,762163,90
228844,762164,91
228844,762165,92
228845,762167,90
228845,762168,91
228845,762169,92
228846,762171,90
228847,762173,90
228847,762174,91
228847,762175,92
228848,762177,90
228848,762178,91
228849,762180,90
228849,762181,91
228851,762184,90
228851,762185,91
228851,762186,92
228852,762188,90
228852,762189,91
228852,762190,92
228853,762192,90
228853,762193,91
228853,762194,92
228854,762196,90
228854,762197,91
228854,762198,92
228855,762200,90
228856,762202,90
228856,762203,91
228857,762205,90
228857,762206,91
228858,762208,90
228859,762210,90
228859,762211,91
228860,762213,90
228860,762214,91
228860,762215,92
228861,762217,90
228862,762219,90
228862,762220,91
228862,762221,92
228863,762223,90
228863,762224,91
228863,762225,92
228864,762227,90
228864,762228,91
228864,762229,92
228865,762231,90
228865,762232,91
228865,762233,92
228866,762235,90
228867,762237,90
228867,762238,91
228867,762239,92
228868,762241,90
228868,762242,91
228868,762243,92
228869,762245,90
228870,762247,90
228870,762248,91
228871,762250,90
228871,762251,91
228871,762252,92
228872,762254,90
228872,762255,91
228872,762256,92
228873,762258,90
228873,762259,91
228873,762260,92
228874,762262,90
228874,762263,91
228875,762265,90
228875,762266,91
228875,762267,92
228876,762269,90
228876,762270,91
228876,762271,92
228877,762273,90
228878,762275,90
228878,762276,91
228878,762277,92
228879,762279,90
228879,762280,91
228879,762281,92
228880,762283,90
228880,762284,91
228881,762286,90
228881,762287,91
228882,762289,90
228883,762291,90
228883,762292,91
228883,762293,92
228884,762295,90
228884,762296,91
228884,762297,92
228885,762299,90
228886,762301,90
228886,762302,91
228886,762303,92
228887,762305,90
228887,762306,91
228887,762307,92
228888,762309,90
228888,762310,91
228888,762311,92
228889,762313,90
228889,762314,91
228890,762316,90
228890,762317,91
228890,762318,92
228891,762320,90
228891,762321,91
228892,762323,90
228893,762325,90
228894,762327,90
228894,762328,91
228894,762329,92
228895,762331,90
228895,762332,91
228895,762333,92
228896,762335,90
228897,762337,90
228897,762338,91
228897,762339,92
228898,762341,90
228898,762342,91
228899,762344,90
228899,762345,91
228899,762346,92
228900,762348,90
228900,762349,91
228900,762350,92
228901,762352,90
228901,762353,91
228901,762354,92
228902,762356,90
228902,762357,91
228903,762359,90
228904,762361,90
228904,762362,91
228904,762363,92
228905,762365,90
228905,762366,91
228905,762367,92
228906,762369,90
228906,762370,91
228906,762371,92
228907,762373,90
228907,762374,91
228907,762375,92
228908,762377,90
228909,762379,90
228909,762380,91
228909,762381,92
228910,762383,90
228910,762384,91
228911,762386,90
228911,762387,91
228911,762388,92
228912,762390,90
228913,762392,90
228913,762393,91
228913,762394,92
228914,762396,90
228914,762397,91
228914,762398,92
228915,762400,90
228916,762402,90
228916,762403,91
228917,762405,90
228917,762406,91
228917,762407,92
228918,762409,90
228918,762410,91
228918,762411,92
228919,762413,90
228920,762415,90
228920,762416,91
228921,762418,90
228921,762419,91
228921,762420,92
228922,762422,90
228922,762423,91
228923,762425,90
228923,762426,91
228923,762427,92
228924,762429,90
228924,762430,91
228924,762431,92
228837,762139,90
228837,762140,91
228838,762142,90
228838,762143,91
228838,762144,92
228839,762146,90
228839,762147,91
228839,762148,92
228840,762150,90
228840,762151,91
228840,762152,92
228929,762443,90
228931,762446,90
228931,762447,91
228931,762448,92
228932,762450,90
228932,762451,91
228933,762453,90
228933,762454,91
228934,762456,90
228935,762458,90
228935,762459,91
228935,762460,92
228937,762463,90
228937,762464,91
228937,762465,92
228938,762467,90
228938,762468,91
228940,762471,90
228941,762473,90
228941,762474,91
228941,762475,92
228942,762477,90
228944,762480,90
228944,762481,91
228945,762483,90
228946,762485,90
228946,762486,91
228946,762487,92
228947,762489,90
228947,762490,91
228949,762493,90
228949,762494,91
228950,762496,90
228952,762499,90
228952,762500,91
228952,762501,92
228954,762504,90
228954,762505,91
228955,762507,90
228955,762508,91
228955,762509,92
228956,762511,90
228957,762513,90
228957,762514,91
228958,762516,90
228958,762517,91
228958,762518,92
228959,762520,90
228961,762523,90
228961,762524,91
228961,762525,92
228962,762527,90
228964,762530,90
228964,762531,91
228965,762533,90
228967,762536,90
228967,762537,91
228967,762538,92
228968,762540,90
228968,762541,91
228969,762543,90
228970,762545,90
228970,762546,91
228972,762549,90
228972,762550,91
228972,762551,92
228973,762553,90
228973,762554,91
228973,762555,92
228974,762557,90
228975,762559,90
228975,762560,91
228978,762564,90
228978,762565,91
228978,762566,92
228979,762568,90
228980,762570,90
228980,762571,91
228981,762573,90
228981,762574,91
228981,762575,92
228983,762578,90
228983,762579,91
228984,762581,90
228985,762583,90
228985,762584,91
228985,762585,92
228986,762587,90
228987,762589,90
228987,762590,91
228989,762593,90
228989,762594,91
228990,762596,90
228990,762597,91
228990,762598,92
228991,762600,90
228994,762604,90
228994,762605,91
228995,762607,90
228996,762609,90
228996,762610,91
228996,762611,92
228997,762613,90
228997,762614,91
228998,762616,90
228999,762618,90
228999,762619,91
228999,762620,92
229002,762624,90
229003,762626,90
229003,762627,91
229004,762629,90
229004,762630,91
229004,762631,92
229006,762634,90
229006,762635,91
229007,762637,90
229008,762639,90
229008,762640,91
229008,762641,92
229010,762644,90
229011,762646,90
229011,762647,91
229012,762649,90
229012,762650,91
229012,762651,92
229013,762653,90
229013,762654,91
229013,762655,92
229014,762657,90
229016,762660,90
229016,762661,91
229017,762663,90
229017,762664,91
229019,762667,90
229020,762669,90
229020,762670,91
229020,762671,92
229021,762673,90
229021,762674,91
229021,762675,92
229022,762677,90
229022,762678,91
229024,762681,90
229025,762683,90
229025,762684,91
229025,762685,92
229026,762687,90
229028,762690,90
229028,762691,91
229030,762694,90
229030,762695,91
229031,762697,90
229031,762698,91
229031,762699,92
229032,762701,90
229033,762703,90
229033,762704,91
229033,762705,92
229034,762707,90
229036,762710,90
229036,762711,91
229037,762713,90
229037,762714,91
229039,762717,90
229040,762719,90
229040,762720,91
229040,762721,92
229042,762724,90
229042,762725,91
229042,762726,92
229043,762728,90
229044,762730,90
229044,762731,91
229046,762734,90
229046,762735,91
229047,762737,90
229048,762739,90
229048,762740,91
229048,762741,92
229049,762743,90
229051,762746,90
229051,762747,91
229051,762748,92
229052,762750,90
229052,762751,91
229053,762753,90
229055,762756,90
229055,762757,91
229056,762759,90
229056,762760,91
229056,762761,92
229057,762763,90
229059,762766,90
229059,762767,91
229059,762768,92
229060,762770,90
229060,762771,91
229062,762774,90
229062,762775,91
229062,762776,92
229063,762778,90
229064,762780,90
229064,762781,91
229065,762783,90
229065,762784,91
229066,762786,90
229068,762789,90
229068,762790,91
229068,762791,92
229070,762794,90
229070,762795,91
229070,762796,92
229071,762798,90
229071,762799,91
229072,762801,90
229074,762804,90
229074,762805,91
229075,762807,90
229075,762808,91
229075,762809,92
229076,762811,90
229077,762813,90
229077,762814,91
229077,762815,92
229078,762817,90
229078,762818,91
229080,762821,90
229081,762823,90
229081,762824,91
229083,762827,90
229083,762828,91
229083,762829,92
229084,762831,90
229085,762833,90
229085,762834,91
229086,762836,90
229086,762837,91
229086,762838,92
229088,762841,90
229089,762843,90
229089,762844,91
229090,762846,90
229091,762848,90
229091,762849,91
229091,762850,92
229093,762853,90
229093,762854,91
229095,762857,90
229096,762859,90
229096,762860,91
229096,762861,92
229097,762863,90
229097,762864,91
229099,762867,90
229099,762868,91
229099,762869,92
229100,762871,90
229102,762874,90
229102,762875,91
229103,762877,90
229103,762878,91
229103,762879,92
229104,762881,90
229105,762883,90
229106,762885,90
229106,762886,91
229106,762887,92
229108,762890,90
229108,762891,91
229109,762893,90
229109,762894,91
229110,762896,90
229110,762897,91
229110,762898,92
229112,762901,90
229113,762903,90
229114,762905,90
229114,762906,91
229114,762907,92
229116,762910,90
229116,762911,91
229117,762913,90
229118,762915,90
229118,762916,91
229118,762917,92
229119,762919,90
229119,762920,91
229122,762924,90
229123,762926,90
229123,762927,91
229123,762928,92
229124,762930,90
229124,762931,91
228925,762433,90
228925,762434,91
228926,762436,90
228928,762439,90
228928,762440,91
228928,762441,92
229129,762948,90
229130,762950,90
229130,762951,91
229130,762952,92
229131,762954,90
229131,762955,91
229134,762959,90
229134,762960,91
229134,762961,92
229135,762963,90
229136,762965,90
229136,762966,91
229138,762969,90
229138,762970,91
229139,762972,90
229139,762973,91
229139,762974,92
229140,762976,90
229140,762977,91
229140,762978,92
229141,762980,90
229141,762981,91
229142,762983,90
229142,762984,91
229142,762985,92
229143,762987,90
229143,762988,91
229143,762989,92
229144,762991,90
229145,762993,90
229146,762995,90
229146,762996,91
229146,762997,92
229148,763000,90
229148,763001,91
229149,763003,90
229149,763004,91
229151,763007,90
229151,763008,91
229151,763009,92
229152,763011,90
229153,763013,90
229153,763014,91
229153,763015,92
229155,763018,90
229155,763019,91
229156,763021,90
229157,763023,90
229157,763024,91
229158,763026,90
229158,763027,91
229158,763028,92
229159,763030,90
229161,763033,90
229162,763035,90
229162,763036,91
229162,763037,92
229163,763039,90
229163,763040,91
229166,763044,90
229166,763045,91
229166,763046,92
229167,763048,90
229168,763050,90
229168,763051,91
229169,763053,90
229169,763054,91
229169,763055,92
229170,763057,90
229170,763058,91
229171,763060,90
229171,763061,91
229171,763062,92
229172,763064,90
229172,763065,91
229172,763066,92
229173,763068,90
229173,763069,91
229174,763071,90
229174,763072,91
229174,763073,92
229175,763075,90
229125,762933,90
229125,762934,91
229125,762935,92
229126,762937,90
229126,762938,91
229126,762939,92
229127,762941,90
229127,762942,91
229128,762944,90
229128,762945,91
229128,762946,92
229181,763093,90
229181,763094,91
229181,763095,92
229182,763097,90
229182,763098,91
229182,763099,92
229183,763101,90
229183,763102,91
229184,763104,90
229185,763106,90
229186,763108,90
229186,763109,91
229186,763110,92
229187,763112,90
229187,763113,91
229187,763114,92
229188,763116,90
229188,763117,91
229190,763120,90
229190,763121,91
229190,763122,92
229191,763124,90
229191,763125,91
229192,763127,90
229193,763129,90
229193,763130,91
229194,763132,90
229195,763134,90
229195,763135,91
229195,763136,92
229196,763138,90
229196,763139,91
229196,763140,92
229197,763142,90
229197,763143,91
229197,763144,92
229199,763147,90
229200,763149,90
229200,763150,91
229201,763152,90
229201,763153,91
229201,763154,92
229202,763156,90
229202,763157,91
229203,763159,90
229205,763162,90
229205,763163,91
229205,763164,92
229207,763167,90
229207,763168,91
229207,763169,92
229208,763171,90
229208,763172,91
229209,763174,90
229209,763175,91
229209,763176,92
229211,763179,90
229211,763180,91
229212,763182,90
229213,763184,90
229213,763185,91
229214,763187,90
229215,763189,90
229215,763190,91
229215,763191,92
229217,763194,90
229217,763195,91
229217,763196,92
229218,763198,90
229219,763200,90
229219,763201,91
229220,763203,90
229220,763204,91
229220,763205,92
229221,763207,90
229221,763208,91
229221,763209,92
229222,763211,90
229222,763212,91
229222,763213,92
229223,763215,90
229223,763216,91
229224,763218,90
229224,763219,91
229224,763220,92
229177,763078,90
229177,763079,91
229178,763081,90
229178,763082,91
229178,763083,92
229179,763085,90
229179,763086,91
229179,763087,92
229180,763089,90
229180,763090,91
229180,763091,92
229233,763254,90
229233,763255,91
229233,763256,92
229234,763258,90
229234,763259,91
229234,763260,92
229235,763262,90
229236,763264,90
229237,763266,90
229237,763267,91
229237,763268,92
229238,763270,90
229238,763271,91
229239,763273,90
229239,763274,91
229239,763275,92
229240,763277,90
229240,763278,91
229240,763279,92
229241,763281,90
229241,763282,91
229241,763283,92
229242,763285,90
229242,763286,91
229242,763287,92
229243,763289,90
229243,763290,91
229243,763291,92
229244,763293,90
229244,763294,91
229244,763295,92
229245,763297,90
229246,763299,90
229246,763300,91
229246,763301,92
229247,763303,90
229248,763305,90
229248,763306,91
229248,763307,92
229249,763309,90
229249,763310,91
229249,763311,92
229250,763313,90
229250,763314,91
229250,763315,92
229251,763317,90
229251,763318,91
229253,763321,90
229253,763322,91
229253,763323,92
229254,763325,90
229254,763326,91
229254,763327,92
229255,763329,90
229256,763331,90
229256,763332,91
229257,763334,90
229257,763335,91
229257,763336,92
229258,763338,90
229258,763339,91
229258,763340,92
229259,763342,90
229259,763343,91
229259,763344,92
229260,763346,90
229260,763347,91
229260,763348,92
229261,763350,90
229261,763351,91
229262,763353,90
229263,763355,90
229263,763356,91
229264,763358,90
229265,763360,90
229265,763361,91
229266,763363,90
229266,763364,91
229267,763366,90
229267,763367,91
229267,763368,92
229268,763370,90
229269,763372,90
229269,763373,91
229269,763374,92
229271,763377,90
229271,763378,91
229271,763379,92
229272,763381,90
229272,763382,91
229272,763383,92
229273,763385,90
229273,763386,91
229273,763387,92
229274,763389,90
229274,763390,91
229274,763391,92
229275,763393,90
229275,763394,91
229275,763395,92
229276,763397,90
229276,763398,91
229276,763399,92
229277,763401,90
229278,763403,90
229278,763404,91
229278,763405,92
229279,763407,90
229279,763408,91
229279,763409,92
229280,763411,90
229281,763413,90
229282,763415,90
229283,763417,90
229283,763418,91
229283,763419,92
229284,763421,90
229284,763422,91
229284,763423,92
229285,763425,90
229285,763426,91
229286,763428,90
229286,763429,91
229286,763430,92
229287,763432,90
229287,763433,91
229287,763434,92
229288,763436,90
229288,763437,91
229289,763439,90
229290,763441,90
229290,763442,91
229290,763443,92
229291,763445,90
229291,763446,91
229291,763447,92
229292,763449,90
229292,763450,91
229293,763452,90
229293,763453,91
229293,763454,92
229294,763456,90
229295,763458,90
229295,763459,91
229296,763461,90
229296,763462,91
229296,763463,92
229297,763465,90
229297,763466,91
229297,763467,92
229298,763469,90
229299,763471,90
229299,763472,91
229299,763473,92
229300,763475,90
229300,763476,91
229300,763477,92
229301,763479,90
229301,763480,91
229301,763481,92
229302,763483,90
229302,763484,91
229302,763485,92
229303,763487,90
229304,763489,90
229304,763490,91
229304,763491,92
229305,763493,90
229305,763494,91
229305,763495,92
229306,763497,90
229306,763498,91
229306,763499,92
229307,763501,90
229307,763502,91
229307,763503,92
229308,763505,90
229309,763507,90
229309,763508,91
229309,763509,92
229310,763511,90
229310,763512,91
229311,763514,90
229312,763516,90
229312,763517,91
229312,763518,92
229313,763520,90
229313,763521,91
229314,763523,90
229314,763524,91
229314,763525,92
229315,763527,90
229316,763529,90
229316,763530,91
229316,763531,92
229317,763533,90
229317,763534,91
229319,763537,90
229319,763538,91
229319,763539,92
229320,763541,90
229320,763542,91
229320,763543,92
229321,763545,90
229321,763546,91
229321,763547,92
229322,763549,90
229322,763550,91
229322,763551,92
229323,763553,90
229323,763554,91
229323,763555,92
229324,763557,90
229325,763559,90
229326,763561,90
229326,763562,91
229326,763563,92
229327,763565,90
229327,763566,91
229327,763567,92
229328,763569,90
229328,763570,91
229328,763571,92
229329,763573,90
229330,763575,90
229330,763576,91
229330,763577,92
229331,763579,90
229331,763580,91
229331,763581,92
229332,763583,90
229332,763584,91
229332,763585,92
229333,763587,90
229333,763588,91
229333,763589,92
229334,763591,90
229334,763592,91
229334,763593,92
229335,763595,90
229336,763597,90
229336,763598,91
229336,763599,92
229337,763601,90
229337,763602,91
229337,763603,92
229338,763605,90
229338,763606,91
229338,763607,92
229339,763609,90
229339,763610,91
229339,763611,92
229340,763613,90
229340,763614,91
229340,763615,92
229341,763617,90
229341,763618,91
229341,763619,92
229342,763621,90
229342,763622,91
229342,763623,92
229343,763625,90
229343,763626,91
229343,763627,92
229344,763629,90
229344,763630,91
229344,763631,92
229225,763222,90
229225,763223,91
229225,763224,92
229226,763226,90
229226,763227,91
229226,763228,92
229227,763230,90
229227,763231,91
229227,763232,92
229228,763234,90
229228,763235,91
229228,763236,92
229229,763238,90
229229,763239,91
229229,763240,92
229230,763242,90
229230,763243,91
229230,763244,92
229231,763246,90
229231,763247,91
229231,763248,92
229232,763250,90
229232,763251,91
229232,763252,92
229353,763665,90
229354,763667,90
229354,763668,91
229354,763669,92
229355,763671,90
229355,763672,91
229355,763673,92
229356,763675,90
229356,763676,91
229356,763677,92
229357,763679,90
229357,763680,91
229357,763681,92
229358,763683,90
229359,763685,90
229359,763686,91
229359,763687,92
229360,763689,90
229360,763690,91
229360,763691,92
229361,763693,90
229362,763695,90
229362,763696,91
229362,763697,92
229363,763699,90
229363,763700,91
229364,763702,90
229364,763703,91
229364,763704,92
229365,763706,90
229365,763707,91
229365,763708,92
229366,763710,90
229366,763711,91
229366,763712,92
229367,763714,90
229367,763715,91
229367,763716,92
229368,763718,90
229368,763719,91
229368,763720,92
229369,763722,90
229369,763723,91
229369,763724,92
229370,763726,90
229370,763727,91
229370,763728,92
229371,763730,90
229372,763732,90
229373,763734,90
229373,763735,91
229373,763736,92
229374,763738,90
229374,763739,91
229374,763740,92
229375,763742,90
229375,763743,91
229375,763744,92
229376,763746,90
229376,763747,91
229376,763748,92
229377,763750,90
229378,763752,90
229379,763754,90
229379,763755,91
229379,763756,92
229380,763758,90
229380,763759,91
229380,763760,92
229381,763762,90
229381,763763,91
229381,763764,92
229382,763766,90
229382,763767,91
229382,763768,92
229383,763770,90
229383,763771,91
229383,763772,92
229384,763774,90
229384,763775,91
229384,763776,92
229385,763778,90
229385,763779,91
229385,763780,92
229386,763782,90
229386,763783,91
229386,763784,92
229387,763786,90
229387,763787,91
229387,763788,92
229388,763790,90
229389,763792,90
229390,763794,90
229390,763795,91
229390,763796,92
229391,763798,90
229391,763799,91
229391,763800,92
229392,763802,90
229392,763803,91
229392,763804,92
229393,763806,90
229393,763807,91
229393,763808,92
229394,763810,90
229394,763811,91
229394,763812,92
229395,763814,90
229395,763815,91
229395,763816,92
229396,763818,90
229396,763819,91
229396,763820,92
229397,763822,90
229398,763824,90
229398,763825,91
229398,763826,92
229399,763828,90
229399,763829,91
229399,763830,92
229400,763832,90
229401,763834,90
229401,763835,91
229401,763836,92
229402,763838,90
229402,763839,91
229402,763840,92
229403,763842,90
229403,763843,91
229403,763844,92
229404,763846,90
229404,763847,91
229404,763848,92
229405,763850,90
229405,763851,91
229406,763853,90
229406,763854,91
229406,763855,92
229407,763857,90
229407,763858,91
229407,763859,92
229408,763861,90
229409,763863,90
229409,763864,91
229409,763865,92
229410,763867,90
229410,763868,91
229410,763869,92
229411,763871,90
229411,763872,91
229411,763873,92
229412,763875,90
229412,763876,91
229412,763877,92
229413,763879,90
229413,763880,91
229414,763882,90
229414,763883,91
229414,763884,92
229415,763886,90
229416,763888,90
229416,763889,91
229416,763890,92
229417,763892,90
229417,763893,91
229417,763894,92
229418,763896,90
229418,763897,91
229418,763898,92
229419,763900,90
229419,763901,91
229419,763902,92
229420,763904,90
229420,763905,91
229420,763906,92
229421,763908,90
229421,763909,91
229421,763910,92
229422,763912,90
229422,763913,91
229422,763914,92
229423,763916,90
229423,763917,91
229423,763918,92
229424,763920,90
229424,763921,91
229424,763922,92
229425,763924,90
229425,763925,91
229425,763926,92
229426,763928,90
229426,763929,91
229426,763930,92
229427,763932,90
229427,763933,91
229427,763934,92
229428,763936,90
229428,763937,91
229428,763938,92
229429,763940,90
229429,763941,91
229429,763942,92
229430,763944,90
229430,763945,91
229430,763946,92
229431,763948,90
229431,763949,91
229431,763950,92
229432,763952,90
229432,763953,91
229432,763954,92
229433,763956,90
229433,763957,91
229433,763958,92
229434,763960,90
229435,763962,90
229435,763963,91
229435,763964,92
229436,763966,90
229436,763967,91
229436,763968,92
229437,763970,90
229438,763972,90
229438,763973,91
229438,763974,92
229439,763976,90
229439,763977,91
229439,763978,92
229440,763980,90
229440,763981,91
229440,763982,92
229441,763984,90
229441,763985,91
229441,763986,92
229442,763988,90
229442,763989,91
229442,763990,92
229443,763992,90
229444,763994,90
229444,763995,91
229444,763996,92
229445,763998,90
229445,763999,91
229445,764000,92
229446,764002,90
229446,764003,91
229446,764004,92
229447,764006,90
229448,764008,90
229448,764009,91
229448,764010,92
229449,764012,90
229450,764014,90
229450,764015,91
229450,764016,92
229451,764018,90
229452,764020,90
229452,764021,91
229452,764022,92
229453,764024,90
229453,764025,91
229453,764026,92
229454,764028,90
229454,764029,91
229454,764030,92
229455,764032,90
229455,764033,91
229455,764034,92
229456,764036,90
229456,764037,91
229456,764038,92
229457,764040,90
229457,764041,91
229457,764042,92
229458,764044,90
229458,764045,91
229458,764046,92
229459,764048,90
229460,764050,90
229460,764051,91
229460,764052,92
229461,764054,90
229461,764055,91
229461,764056,92
229462,764058,90
229463,764060,90
229463,764061,91
229463,764062,92
229464,764064,90
229464,764065,91
229464,764066,92
229465,764068,90
229465,764069,91
229465,764070,92
229466,764072,90
229467,764074,90
229468,764076,90
229468,764077,91
229468,764078,92
229469,764080,90
