Node,QtBids,QBid,QBidSeg,forT,QuantityLoQ,PriceLoQ,QuantityHiQ,PriceHiQ,Xlb,Xub,status
22840035,226890,755725,841752,92,0,10.7582,0,10.7582,0,1,1
22840040,226891,755726,841753,89,0,9.24224,-0.206583,9.24224,0,1,1
22840040,226891,755726,841754,89,0,10.7578,0,10.7578,0,1,1
22840040,226891,755727,841755,90,0,9.24182,-0.206583,9.24182,0,1,1
22840040,226891,755727,841756,90,0,10.7582,0,10.7582,0,1,1
22840040,226891,755728,841757,91,0,9.24182,-0.206583,9.24182,0,1,1
22840040,226891,755728,841758,91,0,10.7582,0,10.7582,0,1,1
22840040,226891,755729,841759,92,0,9.24182,-0.244419,9.24182,0,1,1
22840040,226891,755729,841760,92,0,10.7582,0.0187875,10.7582,0,1,1
22840041,226892,755730,841761,89,0,9.24224,-6.77258,9.24224,0,1,1
22840041,226892,755730,841762,89,0,10.7578,7.77058,10.7578,0,1,1
22840041,226892,755731,841763,90,0,9.24182,-6.77258,9.24182,0,1,1
22840041,226892,755731,841764,90,0,10.7582,7.77058,10.7582,0,1,1
22840041,226892,755732,841765,91,0,9.24182,-6.77258,9.24182,0,1,1
22840041,226892,755732,841766,91,0,10.7582,7.77058,10.7582,0,1,1
22840041,226892,755733,841767,92,0,9.24182,-3.29618,9.24182,0,1,1
22840041,226892,755733,841768,92,0,10.7582,7.87705,10.7582,0,1,1
22850002,226893,755734,841769,89,0,9.24224,-0.01675,9.24224,0,1,1
22850002,226893,755734,841770,89,0,10.7578,0,10.7578,0,1,1
22850002,226893,755735,841771,90,0,9.24182,-0.01675,9.24182,0,1,1
22850002,226893,755735,841772,90,0,10.7582,0,10.7582,0,1,1
22850002,226893,755736,841773,91,0,9.24182,-0.01675,9.24182,0,1,1
22850002,226893,755736,841774,91,0,10.7582,0,10.7582,0,1,1
22850002,226893,755737,841775,92,0,9.24182,-0.01675,9.24182,0,1,1
22850002,226893,755737,841776,92,0,10.7582,0,10.7582,0,1,1
22850004,226894,755738,841777,89,0,9.24224,-0.0279167,9.24224,0,1,1
22850004,226894,755738,841778,89,0,10.7578,0,10.7578,0,1,1
22850004,226894,755739,841779,90,0,9.24182,-0.0279167,9.24182,0,1,1
22850004,226894,755739,841780,90,0,10.7582,0,10.7582,0,1,1
22850004,226894,755740,841781,91,0,9.24182,-0.0279167,9.24182,0,1,1
22850004,226894,755740,841782,91,0,10.7582,0,10.7582,0,1,1
22850004,226894,755741,841783,92,0,9.24182,-0.0279167,9.24182,0,1,1
22850004,226894,755741,841784,92,0,10.7582,0,10.7582,0,1,1
22850010,226895,755742,841785,89,0,9.24224,-0.0279167,9.24224,0,1,1
22850010,226895,755742,841786,89,0,10.7578,0,10.7578,0,1,1
22850010,226895,755743,841787,90,0,9.24182,-0.0279167,9.24182,0,1,1
22850010,226895,755743,841788,90,0,10.7582,0,10.7582,0,1,1
22850010,226895,755744,841789,91,0,9.24182,-0.0279167,9.24182,0,1,1
22850010,226895,755744,841790,91,0,10.7582,0,10.7582,0,1,1
22850010,226895,755745,841791,92,0,9.24182,-0.0279167,9.24182,0,1,1
22850010,226895,755745,841792,92,0,10.7582,0,10.7582,0,1,1
22850013,226896,755746,841793,89,0,9.24224,-0.0390833,9.24224,0,1,1
22850013,226896,755746,841794,89,0,10.7578,0,10.7578,0,1,1
22850013,226896,755747,841795,90,0,9.24182,-0.0390833,9.24182,0,1,1
22850013,226896,755747,841796,90,0,10.7582,0,10.7582,0,1,1
22850013,226896,755748,841797,91,0,9.24182,-0.0390833,9.24182,0,1,1
22850013,226896,755748,841798,91,0,10.7582,0,10.7582,0,1,1
22850013,226896,755749,841799,92,0,9.24182,-0.0390833,9.24182,0,1,1
22850013,226896,755749,841800,92,0,10.7582,0,10.7582,0,1,1
22850016,226897,755750,841801,89,0,9.24224,-0.0893333,9.24224,0,1,1
22850016,226897,755750,841802,89,0,10.7578,0,10.7578,0,1,1
22850016,226897,755751,841803,90,0,9.24182,-0.0893333,9.24182,0,1,1
22850016,226897,755751,841804,90,0,10.7582,0,10.7582,0,1,1
22850016,226897,755752,841805,91,0,9.24182,-0.0893333,9.24182,0,1,1
22850016,226897,755752,841806,91,0,10.7582,0,10.7582,0,1,1
22850016,226897,755753,841807,92,0,9.24182,-0.0893333,9.24182,0,1,1
22850016,226897,755753,841808,92,0,10.7582,0,10.7582,0,1,1
22850023,226898,755754,841809,89,0,9.24224,-0.0335,9.24224,0,1,1
22850023,226898,755754,841810,89,0,10.7578,0,10.7578,0,1,1
22850023,226898,755755,841811,90,0,9.24182,-0.0335,9.24182,0,1,1
22850023,226898,755755,841812,90,0,10.7582,0,10.7582,0,1,1
22850023,226898,755756,841813,91,0,9.24182,-0.0335,9.24182,0,1,1
22850023,226898,755756,841814,91,0,10.7582,0,10.7582,0,1,1
22850023,226898,755757,841815,92,0,9.24182,-0.0409429,9.24182,0,1,1
22850023,226898,755757,841816,92,0,10.7582,0,10.7582,0,1,1
22850026,226899,755758,841817,89,0,9.24224,-0.0390833,9.24224,0,1,1
22850026,226899,755758,841818,89,0,10.7578,0,10.7578,0,1,1
22850026,226899,755759,841819,90,0,9.24182,-0.0390833,9.24182,0,1,1
22850026,226899,755759,841820,90,0,10.7582,0,10.7582,0,1,1
22850026,226899,755760,841821,91,0,9.24182,-0.0390833,9.24182,0,1,1
22850026,226899,755760,841822,91,0,10.7582,0,10.7582,0,1,1
22850026,226899,755761,841823,92,0,9.24182,-0.0390833,9.24182,0,1,1
22850026,226899,755761,841824,92,0,10.7582,0,10.7582,0,1,1
22850030,226900,755762,841825,89,0,9.24224,-0.0223333,9.24224,0,1,1
22850030,226900,755762,841826,89,0,10.7578,0,10.7578,0,1,1
22850030,226900,755763,841827,90,0,9.24182,-0.0223333,9.24182,0,1,1
22850030,226900,755763,841828,90,0,10.7582,0,10.7582,0,1,1
22850030,226900,755764,841829,91,0,9.24182,-0.0223333,9.24182,0,1,1
22850030,226900,755764,841830,91,0,10.7582,0,10.7582,0,1,1
22850030,226900,755765,841831,92,0,9.24182,-0.0223333,9.24182,0,1,1
22850030,226900,755765,841832,92,0,10.7582,0,10.7582,0,1,1
22850036,226901,755766,841833,89,0,9.24224,-0.0335,9.24224,0,1,1
22850036,226901,755766,841834,89,0,10.7578,0,10.7578,0,1,1
22850036,226901,755767,841835,90,0,9.24182,-0.0335,9.24182,0,1,1
22850036,226901,755767,841836,90,0,10.7582,0,10.7582,0,1,1
22850036,226901,755768,841837,91,0,9.24182,-0.0335,9.24182,0,1,1
22850036,226901,755768,841838,91,0,10.7582,0,10.7582,0,1,1
22850036,226901,755769,841839,92,0,9.24182,-0.0335,9.24182,0,1,1
22850036,226901,755769,841840,92,0,10.7582,0,10.7582,0,1,1
22850042,226902,755770,841841,89,0,9.24224,-0.642083,9.24224,0,1,1
22850042,226902,755770,841842,89,0,10.7578,0,10.7578,0,1,1
22850042,226902,755771,841843,90,0,9.24182,-0.642083,9.24182,0,1,1
22850042,226902,755771,841844,90,0,10.7582,0,10.7582,0,1,1
22850042,226902,755772,841845,91,0,9.24182,-0.642083,9.24182,0,1,1
22850042,226902,755772,841846,91,0,10.7582,0,10.7582,0,1,1
22850042,226902,755773,841847,92,0,9.24182,-0.720544,9.24182,0,1,1
22850042,226902,755773,841848,92,0,10.7582,0,10.7582,0,1,1
22850043,226903,755774,841849,89,0,9.24224,-12.5011,9.24224,0,1,1
22850043,226903,755774,841850,89,0,10.7578,0,10.7578,0,1,1
22850043,226903,755775,841851,90,0,9.24182,-12.5011,9.24182,0,1,1
22850043,226903,755775,841852,90,0,10.7582,0,10.7582,0,1,1
22850043,226903,755776,841853,91,0,9.24182,-12.5011,9.24182,0,1,1
22850043,226903,755776,841854,91,0,10.7582,0,10.7582,0,1,1
22850043,226903,755777,841855,92,0,9.24182,-13.5147,9.24182,0,1,1
22850043,226903,755777,841856,92,0,10.7582,0,10.7582,0,1,1
22860000,226904,755778,841857,89,0,9.24224,-0.01675,9.24224,0,1,1
22860000,226904,755778,841858,89,0,10.7578,0.01925,10.7578,0,1,1
22860000,226904,755779,841859,90,0,9.24182,-0.01675,9.24182,0,1,1
22860000,226904,755779,841860,90,0,10.7582,0.01925,10.7582,0,1,1
22860000,226904,755780,841861,91,0,9.24182,-0.01675,9.24182,0,1,1
22860000,226904,755780,841862,91,0,10.7582,0.01925,10.7582,0,1,1
22860000,226904,755781,841863,92,0,9.24182,-0.01675,9.24182,0,1,1
22860000,226904,755781,841864,92,0,10.7582,0.01925,10.7582,0,1,1
22860006,226905,755782,841865,89,0,9.24224,-0.01675,9.24224,0,1,1
22860006,226905,755782,841866,89,0,10.7578,0.01925,10.7578,0,1,1
22860006,226905,755783,841867,90,0,9.24182,-0.00737305,9.24182,0,1,1
22860006,226905,755783,841868,90,0,10.7582,0.01925,10.7582,0,1,1
22860006,226905,755784,841869,91,0,9.24182,-0.01675,9.24182,0,1,1
22860006,226905,755784,841870,91,0,10.7582,0.01925,10.7582,0,1,1
22860006,226905,755785,841871,92,0,9.24182,-0.01675,9.24182,0,1,1
22860006,226905,755785,841872,92,0,10.7582,0.01925,10.7582,0,1,1
22860007,226906,755786,841873,89,0,9.24224,-0.0223333,9.24224,0,1,1
22860007,226906,755786,841874,89,0,10.7578,0.0256667,10.7578,0,1,1
22860007,226906,755787,841875,90,0,9.24182,-0.0223333,9.24182,0,1,1
22860007,226906,755787,841876,90,0,10.7582,0.0256667,10.7582,0,1,1
22860007,226906,755788,841877,91,0,9.24182,-0.0223333,9.24182,0,1,1
22860007,226906,755788,841878,91,0,10.7582,0.0256667,10.7582,0,1,1
22860007,226906,755789,841879,92,0,9.24182,-0.0176449,9.24182,0,1,1
22860007,226906,755789,841880,92,0,10.7582,0.0256667,10.7582,0,1,1
22860009,226907,755790,841881,89,0,9.24224,-0.00558333,9.24224,0,1,1
22860009,226907,755790,841882,89,0,10.7578,0.00641667,10.7578,0,1,1
22860009,226907,755791,841883,90,0,9.24182,-0.00558333,9.24182,0,1,1
22860009,226907,755791,841884,90,0,10.7582,0.00641667,10.7582,0,1,1
22860009,226907,755792,841885,91,0,9.24182,-0.00558333,9.24182,0,1,1
22860009,226907,755792,841886,91,0,10.7582,0.00641667,10.7582,0,1,1
22860009,226907,755793,841887,92,0,9.24182,-0.00558333,9.24182,0,1,1
22860009,226907,755793,841888,92,0,10.7582,0.00641667,10.7582,0,1,1
22860011,226908,755794,841889,89,0,9.24224,-0.00558333,9.24224,0,1,1
22860011,226908,755794,841890,89,0,10.7578,0.00641667,10.7578,0,1,1
22860011,226908,755795,841891,90,0,9.24182,-0.00558333,9.24182,0,1,1
22860011,226908,755795,841892,90,0,10.7582,0.00641667,10.7582,0,1,1
22860011,226908,755796,841893,91,0,9.24182,-0.00558333,9.24182,0,1,1
22860011,226908,755796,841894,91,0,10.7582,0.00641667,10.7582,0,1,1
22860011,226908,755797,841895,92,0,9.24182,-0.00558333,9.24182,0,1,1
22860011,226908,755797,841896,92,0,10.7582,0.00641667,10.7582,0,1,1
22860013,226909,755798,841897,89,0,9.24224,-0.0111667,9.24224,0,1,1
22860013,226909,755798,841898,89,0,10.7578,0.0128333,10.7578,0,1,1
22860013,226909,755799,841899,90,0,9.24182,-0.00345639,9.24182,0,1,1
22860013,226909,755799,841900,90,0,10.7582,0.0128333,10.7582,0,1,1
22860013,226909,755800,841901,91,0,9.24182,-0.0111667,9.24182,0,1,1
22860013,226909,755800,841902,91,0,10.7582,0.0128333,10.7582,0,1,1
22860013,226909,755801,841903,92,0,9.24182,-0.0111667,9.24182,0,1,1
22860013,226909,755801,841904,92,0,10.7582,0.0128333,10.7582,0,1,1
22860015,226910,755802,841905,89,0,9.24224,-0.0111667,9.24224,0,1,1
22860015,226910,755802,841906,89,0,10.7578,0.0128333,10.7578,0,1,1
22860015,226910,755803,841907,90,0,9.24182,-0.00178972,9.24182,0,1,1
22860015,226910,755803,841908,90,0,10.7582,0.0128333,10.7582,0,1,1
22860015,226910,755804,841909,91,0,9.24182,-0.0111667,9.24182,0,1,1
22860015,226910,755804,841910,91,0,10.7582,0.0128333,10.7582,0,1,1
22860015,226910,755805,841911,92,0,9.24182,-0.0111667,9.24182,0,1,1
22860015,226910,755805,841912,92,0,10.7582,0.0128333,10.7582,0,1,1
22860019,226911,755806,841913,89,0,9.24224,-0.201,9.24224,0,1,1
22860019,226911,755806,841914,89,0,10.7578,0.218167,10.7578,0,1,1
22860019,226911,755807,841915,90,0,9.24182,-0.201,9.24182,0,1,1
22860019,226911,755807,841916,90,0,10.7582,0.218167,10.7582,0,1,1
22860019,226911,755808,841917,91,0,9.24182,-0.201,9.24182,0,1,1
22860019,226911,755808,841918,91,0,10.7582,0.218167,10.7582,0,1,1
22860019,226911,755809,841919,92,0,9.24182,-0.221623,9.24182,0,1,1
22860019,226911,755809,841920,92,0,10.7582,0.218167,10.7582,0,1,1
22860020,226912,755810,841921,89,0,9.24224,-5.90158,9.24224,0,1,1
22860020,226912,755810,841922,89,0,10.7578,5.37075,10.7578,0,1,1
22860020,226912,755811,841923,90,0,9.24182,-5.90158,9.24182,0,1,1
22860020,226912,755811,841924,90,0,10.7582,5.37717,10.7582,0,1,1
22860020,226912,755812,841925,91,0,9.24182,-5.90158,9.24182,0,1,1
22860020,226912,755812,841926,91,0,10.7582,5.38358,10.7582,0,1,1
22860020,226912,755813,841927,92,0,9.24182,-6.30319,9.24182,0,1,1
22860020,226912,755813,841928,92,0,10.7582,5.45889,10.7582,0,1,1
22870000,226913,755814,841929,89,0,9.24224,-0.0335,9.24224,0,1,1
22870000,226913,755814,841930,89,0,10.7578,0,10.7578,0,1,1
22870000,226913,755815,841931,90,0,9.24182,-0.0335,9.24182,0,1,1
22870000,226913,755815,841932,90,0,10.7582,0,10.7582,0,1,1
22870000,226913,755816,841933,91,0,9.24182,-0.0335,9.24182,0,1,1
22870000,226913,755816,841934,91,0,10.7582,0,10.7582,0,1,1
22870000,226913,755817,841935,92,0,9.24182,-0.0335,9.24182,0,1,1
22870000,226913,755817,841936,92,0,10.7582,0,10.7582,0,1,1
22870006,226914,755818,841937,89,0,9.24224,-0.0446667,9.24224,0,1,1
22870006,226914,755818,841938,89,0,10.7578,0,10.7578,0,1,1
22870006,226914,755819,841939,90,0,9.24182,-0.0446667,9.24182,0,1,1
22870006,226914,755819,841940,90,0,10.7582,0,10.7582,0,1,1
22870006,226914,755820,841941,91,0,9.24182,-0.0446667,9.24182,0,1,1
22870006,226914,755820,841942,91,0,10.7582,0,10.7582,0,1,1
22870006,226914,755821,841943,92,0,9.24182,-0.0446667,9.24182,0,1,1
22870006,226914,755821,841944,92,0,10.7582,0,10.7582,0,1,1
22870011,226915,755822,841945,89,0,9.24224,-0.0335,9.24224,0,1,1
22870011,226915,755822,841946,89,0,10.7578,0,10.7578,0,1,1
22870011,226915,755823,841947,90,0,9.24182,-0.0335,9.24182,0,1,1
22870011,226915,755823,841948,90,0,10.7582,0,10.7582,0,1,1
22870011,226915,755824,841949,91,0,9.24182,-0.0335,9.24182,0,1,1
22870011,226915,755824,841950,91,0,10.7582,0,10.7582,0,1,1
22870011,226915,755825,841951,92,0,9.24182,-0.0331231,9.24182,0,1,1
22870011,226915,755825,841952,92,0,10.7582,0,10.7582,0,1,1
22870019,226916,755826,841953,89,0,9.24224,-0.05025,9.24224,0,1,1
22870019,226916,755826,841954,89,0,10.7578,0,10.7578,0,1,1
22870019,226916,755827,841955,90,0,9.24182,-0.05025,9.24182,0,1,1
22870019,226916,755827,841956,90,0,10.7582,0,10.7582,0,1,1
22870019,226916,755828,841957,91,0,9.24182,-0.05025,9.24182,0,1,1
22870019,226916,755828,841958,91,0,10.7582,0,10.7582,0,1,1
22870019,226916,755829,841959,92,0,9.24182,-0.0634304,9.24182,0,1,1
22870019,226916,755829,841960,92,0,10.7582,0,10.7582,0,1,1
22870023,226917,755830,841961,89,0,9.24224,-0.0446667,9.24224,0,1,1
22870023,226917,755830,841962,89,0,10.7578,0,10.7578,0,1,1
22870023,226917,755831,841963,90,0,9.24182,-0.0446667,9.24182,0,1,1
22870023,226917,755831,841964,90,0,10.7582,0,10.7582,0,1,1
22870023,226917,755832,841965,91,0,9.24182,-0.0446667,9.24182,0,1,1
22870023,226917,755832,841966,91,0,10.7582,0,10.7582,0,1,1
22870023,226917,755833,841967,92,0,9.24182,-0.0446667,9.24182,0,1,1
22870023,226917,755833,841968,92,0,10.7582,0,10.7582,0,1,1
22870029,226918,755834,841969,89,0,9.24224,-0.0614167,9.24224,0,1,1
22870029,226918,755834,841970,89,0,10.7578,0,10.7578,0,1,1
22870029,226918,755835,841971,90,0,9.24182,-0.0614167,9.24182,0,1,1
22870029,226918,755835,841972,90,0,10.7582,0,10.7582,0,1,1
22870029,226918,755836,841973,91,0,9.24182,-0.0614167,9.24182,0,1,1
22870029,226918,755836,841974,91,0,10.7582,0,10.7582,0,1,1
22870029,226918,755837,841975,92,0,9.24182,-0.0614167,9.24182,0,1,1
22870029,226918,755837,841976,92,0,10.7582,0,10.7582,0,1,1
22870031,226919,755838,841977,89,0,9.24224,-0.0335,9.24224,0,1,1
22870031,226919,755838,841978,89,0,10.7578,0,10.7578,0,1,1
22870031,226919,755839,841979,90,0,9.24182,-0.0335,9.24182,0,1,1
22870031,226919,755839,841980,90,0,10.7582,0,10.7582,0,1,1
22870031,226919,755840,841981,91,0,9.24182,-0.0335,9.24182,0,1,1
22870031,226919,755840,841982,91,0,10.7582,0,10.7582,0,1,1
22870031,226919,755841,841983,92,0,9.24182,-0.0392375,9.24182,0,1,1
22870031,226919,755841,841984,92,0,10.7582,0,10.7582,0,1,1
22870038,226920,755842,841985,89,0,9.24224,-0.0390833,9.24224,0,1,1
22870038,226920,755842,841986,89,0,10.7578,0,10.7578,0,1,1
22870038,226920,755843,841987,90,0,9.24182,-0.0390833,9.24182,0,1,1
22870038,226920,755843,841988,90,0,10.7582,0,10.7582,0,1,1
22870038,226920,755844,841989,91,0,9.24182,-0.0390833,9.24182,0,1,1
22870038,226920,755844,841990,91,0,10.7582,0,10.7582,0,1,1
22870038,226920,755845,841991,92,0,9.24182,-0.0387064,9.24182,0,1,1
22870038,226920,755845,841992,92,0,10.7582,0,10.7582,0,1,1
22870045,226921,755846,841993,89,0,9.24224,-0.0223333,9.24224,0,1,1
22870045,226921,755846,841994,89,0,10.7578,0.00641667,10.7578,0,1,1
22870045,226921,755847,841995,90,0,9.24182,-0.0223333,9.24182,0,1,1
22870045,226921,755847,841996,90,0,10.7582,0.00641667,10.7582,0,1,1
22870045,226921,755848,841997,91,0,9.24182,-0.0223333,9.24182,0,1,1
22870045,226921,755848,841998,91,0,10.7582,0.00641667,10.7582,0,1,1
22870045,226921,755849,841999,92,0,9.24182,-0.0219564,9.24182,0,1,1
22870045,226921,755849,842000,92,0,10.7582,0.00641667,10.7582,0,1,1
22870051,226922,755850,842001,89,0,9.24224,-0.273583,9.24224,0,1,1
22870051,226922,755850,842002,89,0,10.7578,0.0128333,10.7578,0,1,1
22870051,226922,755851,842003,90,0,9.24182,-0.273583,9.24182,0,1,1
22870051,226922,755851,842004,90,0,10.7582,0.0128333,10.7582,0,1,1
22870051,226922,755852,842005,91,0,9.24182,-0.273583,9.24182,0,1,1
22870051,226922,755852,842006,91,0,10.7582,0.0128333,10.7582,0,1,1
22870051,226922,755853,842007,92,0,9.24182,-0.298773,9.24182,0,1,1
22870051,226922,755853,842008,92,0,10.7582,0.0128333,10.7582,0,1,1
22870052,226923,755854,842009,89,0,9.24224,-9.70383,9.24224,0,1,1
22870052,226923,755854,842010,89,0,10.7578,0.13475,10.7578,0,1,1
22870052,226923,755855,842011,90,0,9.24182,-9.70383,9.24182,0,1,1
22870052,226923,755855,842012,90,0,10.7582,0.13475,10.7582,0,1,1
22870052,226923,755856,842013,91,0,9.24182,-9.70383,9.24182,0,1,1
22870052,226923,755856,842014,91,0,10.7582,0.13475,10.7582,0,1,1
22870052,226923,755857,842015,92,0,9.24182,-10.4501,9.24182,0,1,1
22870052,226923,755857,842016,92,0,10.7582,0.147275,10.7582,0,1,1
22880000,226924,755858,842017,89,0,9.24224,-0.0223333,9.24224,0,1,1
22880000,226924,755858,842018,89,0,10.7578,0,10.7578,0,1,1
22880000,226924,755859,842019,90,0,9.24182,-0.0223333,9.24182,0,1,1
22880000,226924,755859,842020,90,0,10.7582,0,10.7582,0,1,1
22880000,226924,755860,842021,91,0,9.24182,-0.0223333,9.24182,0,1,1
22880000,226924,755860,842022,91,0,10.7582,0,10.7582,0,1,1
22880000,226924,755861,842023,92,0,9.24182,-0.0223333,9.24182,0,1,1
22880000,226924,755861,842024,92,0,10.7582,0,10.7582,0,1,1
22880012,226925,755862,842025,89,0,9.24224,-0.0893333,9.24224,0,1,1
22880012,226925,755862,842026,89,0,10.7578,0,10.7578,0,1,1
22880012,226925,755863,842027,90,0,9.24182,-0.0893333,9.24182,0,1,1
22880012,226925,755863,842028,90,0,10.7582,0,10.7582,0,1,1
22880012,226925,755864,842029,91,0,9.24182,-0.0893333,9.24182,0,1,1
22880012,226925,755864,842030,91,0,10.7582,0,10.7582,0,1,1
22880012,226925,755865,842031,92,0,9.24182,-0.0950708,9.24182,0,1,1
22880012,226925,755865,842032,92,0,10.7582,0,10.7582,0,1,1
22880017,226926,755866,842033,89,0,9.24224,-0.0893333,9.24224,0,1,1
22880017,226926,755866,842034,89,0,10.7578,0,10.7578,0,1,1
22880017,226926,755867,842035,90,0,9.24182,-0.0893333,9.24182,0,1,1
22880017,226926,755867,842036,90,0,10.7582,0,10.7582,0,1,1
22880017,226926,755868,842037,91,0,9.24182,-0.0893333,9.24182,0,1,1
22880017,226926,755868,842038,91,0,10.7582,0,10.7582,0,1,1
22880017,226926,755869,842039,92,0,9.24182,-0.0893333,9.24182,0,1,1
22880017,226926,755869,842040,92,0,10.7582,0,10.7582,0,1,1
22880031,226927,755870,842041,89,0,9.24224,-0.0725833,9.24224,0,1,1
22880031,226927,755870,842042,89,0,10.7578,0,10.7578,0,1,1
22880031,226927,755871,842043,90,0,9.24182,-0.0725833,9.24182,0,1,1
22880031,226927,755871,842044,90,0,10.7582,0,10.7582,0,1,1
22880031,226927,755872,842045,91,0,9.24182,-0.0725833,9.24182,0,1,1
22880031,226927,755872,842046,91,0,10.7582,0,10.7582,0,1,1
22880031,226927,755873,842047,92,0,9.24182,-0.0783208,9.24182,0,1,1
22880031,226927,755873,842048,92,0,10.7582,0,10.7582,0,1,1
22880037,226928,755874,842049,89,0,9.24224,-0.0781667,9.24224,0,1,1
22880037,226928,755874,842050,89,0,10.7578,0,10.7578,0,1,1
22880037,226928,755875,842051,90,0,9.24182,-0.0781667,9.24182,0,1,1
22880037,226928,755875,842052,90,0,10.7582,0,10.7582,0,1,1
22880037,226928,755876,842053,91,0,9.24182,-0.0781667,9.24182,0,1,1
22880037,226928,755876,842054,91,0,10.7582,0,10.7582,0,1,1
22880037,226928,755877,842055,92,0,9.24182,-0.0781667,9.24182,0,1,1
22880037,226928,755877,842056,92,0,10.7582,0,10.7582,0,1,1
22880046,226929,755878,842057,89,0,9.24224,-0.0781667,9.24224,0,1,1
22880046,226929,755878,842058,89,0,10.7578,0,10.7578,0,1,1
22880046,226929,755879,842059,90,0,9.24182,-0.0781667,9.24182,0,1,1
22880046,226929,755879,842060,90,0,10.7582,0,10.7582,0,1,1
22880046,226929,755880,842061,91,0,9.24182,-0.0781667,9.24182,0,1,1
22880046,226929,755880,842062,91,0,10.7582,0,10.7582,0,1,1
22880046,226929,755881,842063,92,0,9.24182,-0.0839042,9.24182,0,1,1
22880046,226929,755881,842064,92,0,10.7582,0,10.7582,0,1,1
22880057,226930,755882,842065,89,0,9.24224,-0.0949167,9.24224,0,1,1
22880057,226930,755882,842066,89,0,10.7578,0,10.7578,0,1,1
22880057,226930,755883,842067,90,0,9.24182,-0.0949167,9.24182,0,1,1
22880057,226930,755883,842068,90,0,10.7582,0,10.7582,0,1,1
22880057,226930,755884,842069,91,0,9.24182,-0.0949167,9.24182,0,1,1
22880057,226930,755884,842070,91,0,10.7582,0,10.7582,0,1,1
22880057,226930,755885,842071,92,0,9.24182,-0.100654,9.24182,0,1,1
22880057,226930,755885,842072,92,0,10.7582,0,10.7582,0,1,1
22880065,226931,755886,842073,89,0,9.24224,-0.0558333,9.24224,0,1,1
22880065,226931,755886,842074,89,0,10.7578,0,10.7578,0,1,1
22880065,226931,755887,842075,90,0,9.24182,-0.0558333,9.24182,0,1,1
22880065,226931,755887,842076,90,0,10.7582,0,10.7582,0,1,1
22880065,226931,755888,842077,91,0,9.24182,-0.0558333,9.24182,0,1,1
22880065,226931,755888,842078,91,0,10.7582,0,10.7582,0,1,1
22880065,226931,755889,842079,92,0,9.24182,-0.0632762,9.24182,0,1,1
22880065,226931,755889,842080,92,0,10.7582,0,10.7582,0,1,1
22880074,226932,755890,842081,89,0,9.24224,-0.106083,9.24224,0,1,1
22880074,226932,755890,842082,89,0,10.7578,0,10.7578,0,1,1
22880074,226932,755891,842083,90,0,9.24182,-0.106083,9.24182,0,1,1
22880074,226932,755891,842084,90,0,10.7582,0,10.7582,0,1,1
22880074,226932,755892,842085,91,0,9.24182,-0.106083,9.24182,0,1,1
22880074,226932,755892,842086,91,0,10.7582,0,10.7582,0,1,1
22880074,226932,755893,842087,92,0,9.24182,-0.113526,9.24182,0,1,1
22880074,226932,755893,842088,92,0,10.7582,0,10.7582,0,1,1
22880092,226933,755894,842089,89,0,9.24224,-0.0725833,9.24224,0,1,1
22880092,226933,755894,842090,89,0,10.7578,0,10.7578,0,1,1
22880092,226933,755895,842091,90,0,9.24182,-0.0725833,9.24182,0,1,1
22880092,226933,755895,842092,90,0,10.7582,0,10.7582,0,1,1
22880092,226933,755896,842093,91,0,9.24182,-0.0725833,9.24182,0,1,1
22880092,226933,755896,842094,91,0,10.7582,0,10.7582,0,1,1
22880092,226933,755897,842095,92,0,9.24182,-0.0725833,9.24182,0,1,1
22880092,226933,755897,842096,92,0,10.7582,0,10.7582,0,1,1
22880093,226934,755898,842097,89,0,9.24224,-12.7133,9.24224,0,1,1
22880093,226934,755898,842098,89,0,10.7578,5.42208,10.7578,0,1,1
22880093,226934,755899,842099,90,0,9.24182,-12.7133,9.24182,0,1,1
22880093,226934,755899,842100,90,0,10.7582,5.42208,10.7582,0,1,1
22880093,226934,755900,842101,91,0,9.24182,-12.7133,9.24182,0,1,1
22880093,226934,755900,842102,91,0,10.7582,5.42208,10.7582,0,1,1
22880093,226934,755901,842103,92,0,9.24182,-13.6963,9.24182,0,1,1
22880093,226934,755901,842104,92,0,10.7582,5.47845,10.7582,0,1,1
22890000,226935,755902,842105,89,0,9.24224,-0.0111667,9.24224,0,1,1
22890000,226935,755902,842106,89,0,10.7578,0,10.7578,0,1,1
22890000,226935,755903,842107,90,0,9.24182,-0.0111667,9.24182,0,1,1
22890000,226935,755903,842108,90,0,10.7582,0,10.7582,0,1,1
22890000,226935,755904,842109,91,0,9.24182,-0.0111667,9.24182,0,1,1
22890000,226935,755904,842110,91,0,10.7582,0,10.7582,0,1,1
22890000,226935,755905,842111,92,0,9.24182,-0.0111667,9.24182,0,1,1
22890000,226935,755905,842112,92,0,10.7582,0,10.7582,0,1,1
22890007,226936,755906,842113,89,0,9.24224,-0.0446667,9.24224,0,1,1
22890007,226936,755906,842114,89,0,10.7578,0,10.7578,0,1,1
22890007,226936,755907,842115,90,0,9.24182,-0.0446667,9.24182,0,1,1
22890007,226936,755907,842116,90,0,10.7582,0,10.7582,0,1,1
22890007,226936,755908,842117,91,0,9.24182,-0.0446667,9.24182,0,1,1
22890007,226936,755908,842118,91,0,10.7582,0,10.7582,0,1,1
22890007,226936,755909,842119,92,0,9.24182,-0.0446667,9.24182,0,1,1
