QtBids,QBid,forT
228457,760886,92
228458,760887,89
228458,760888,90
228458,760889,91
228458,760890,92
228459,760891,89
228459,760892,90
228459,760893,91
228460,760894,89
228460,760895,90
228460,760896,91
228460,760897,92
228461,760898,89
228461,760899,90
228462,760900,89
228462,760901,90
228462,760902,91
228463,760903,89
228463,760904,90
228463,760905,91
228463,760906,92
228464,760907,89
228464,760908,90
228464,760909,91
228464,760910,92
228465,760911,89
228465,760912,90
228466,760913,89
228466,760914,90
228466,760915,91
228466,760916,92
228467,760917,89
228467,760918,90
228467,760919,91
228468,760920,89
228468,760921,90
228468,760922,91
228468,760923,92
228469,760924,89
228469,760925,90
228469,760926,91
228470,760927,89
228470,760928,90
228471,760929,89
228471,760930,90
228471,760931,91
228471,760932,92
228472,760933,89
228472,760934,90
228472,760935,91
228472,760936,92
228473,760937,89
228473,760938,90
228473,760939,91
228473,760940,92
228474,760941,89
228474,760942,90
228475,760943,89
228475,760944,90
228475,760945,91
228475,760946,92
228476,760947,89
228476,760948,90
228476,760949,91
228476,760950,92
228477,760951,89
228477,760952,90
228478,760953,89
228478,760954,90
228478,760955,91
228478,760956,92
228479,760957,89
228479,760958,90
228479,760959,91
228479,760960,92
228480,760961,89
228480,760962,90
228481,760963,89
228481,760964,90
228481,760965,91
228481,760966,92
228482,760967,89
228482,760968,90
228482,760969,91
228482,760970,92
228483,760971,89
228483,760972,90
228483,760973,91
228483,760974,92
228484,760975,89
228484,760976,90
228484,760977,91
228484,760978,92
228485,760979,89
228485,760980,90
228485,760981,91
228486,760982,89
228486,760983,90
228486,760984,91
228486,760985,92
228487,760986,89
228487,760987,90
228487,760988,91
228488,760989,89
228488,760990,90
228488,760991,91
228488,760992,92
228489,760993,89
228489,760994,90
228489,760995,91
228489,760996,92
228490,760997,89
228490,760998,90
228491,760999,89
228491,761000,90
228492,761001,89
228492,761002,90
228492,761003,91
228492,761004,92
228493,761005,89
228493,761006,90
228493,761007,91
228493,761008,92
228494,761009,89
228494,761010,90
228494,761011,91
228495,761012,89
228495,761013,90
228495,761014,91
228496,761015,89
228496,761016,90
228496,761017,91
228496,761018,92
228497,761019,89
228497,761020,90
228498,761021,89
228498,761022,90
228499,761023,89
228499,761024,90
228499,761025,91
228499,761026,92
228500,761027,89
228500,761028,90
228500,761029,91
228500,761030,92
228501,761031,89
228501,761032,90
228501,761033,91
228501,761034,92
228502,761035,89
228502,761036,90
228502,761037,91
228502,761038,92
228504,761040,89
228504,761041,90
228504,761042,91
228505,761043,89
228505,761044,90
228505,761045,91
228505,761046,92
228506,761047,89
228506,761048,90
228506,761049,91
228507,761050,89
228507,761051,90
228508,761052,89
228508,761053,90
228508,761054,91
228508,761055,92
228509,761056,89
228509,761057,90
228509,761058,91
228509,761059,92
228510,761060,89
228510,761061,90
228511,761062,89
228511,761063,90
228511,761064,91
228511,761065,92
228512,761066,89
228512,761067,90
228512,761068,91
228512,761069,92
228513,761070,89
228513,761071,90
228513,761072,91
228514,761073,89
228514,761074,90
228515,761075,89
228515,761076,90
228515,761077,91
228516,761078,89
228516,761079,90
228516,761080,91
228516,761081,92
228517,761082,89
228517,761083,90
228517,761084,91
228517,761085,92
228518,761086,89
228518,761087,90
228518,761088,91
228518,761089,92
228519,761090,89
228519,761091,90
228520,761092,89
228520,761093,90
228520,761094,91
228520,761095,92
228521,761096,89
228521,761097,90
228521,761098,91
228521,761099,92
228522,761100,89
228522,761101,90
228522,761102,91
228523,761103,89
228523,761104,90
228524,761105,89
228524,761106,90
228524,761107,91
228524,761108,92
228525,761109,89
228525,761110,90
228525,761111,91
228525,761112,92
228526,761113,89
228526,761114,90
228526,761115,91
228526,761116,92
228527,761117,89
228527,761118,90
228527,761119,91
228527,761120,92
228528,761121,89
228528,761122,90
228528,761123,91
228528,761124,92
228529,761125,89
228529,761126,90
228529,761127,91
228529,761128,92
228530,761129,89
228530,761130,90
228530,761131,91
228530,761132,92
228531,761133,89
228531,761134,90
228531,761135,91
228531,761136,92
228532,761137,89
228532,761138,90
228532,761139,91
228532,761140,92
228413,760740,89
228413,760741,90
228413,760742,91
228414,760743,89
228414,760744,90
228415,760745,89
228415,760746,90
228415,760747,91
228415,760748,92
228417,760750,89
228417,760751,90
228417,760752,91
228417,760753,92
228418,760754,89
228418,760755,90
228418,760756,91
228418,760757,92
228419,760758,89
228419,760759,90
228419,760760,91
228419,760761,92
228420,760762,89
228420,760763,90
228420,760764,91
228420,760765,92
228537,761156,89
228537,761157,90
228537,761158,91
228537,761159,92
228538,761160,89
228538,761161,90
228539,761162,89
228539,761163,90
228539,761164,91
228539,761165,92
228540,761166,89
228540,761167,90
228540,761168,91
228540,761169,92
228541,761170,89
228541,761171,90
228541,761172,91
228541,761173,92
228542,761174,89
228542,761175,90
228542,761176,91
228542,761177,92
228543,761178,89
228543,761179,90
228544,761180,89
228544,761181,90
228544,761182,91
228544,761183,92
228545,761184,89
228545,761185,90
228545,761186,91
228545,761187,92
228546,761188,89
228546,761189,90
228547,761190,89
228547,761191,90
228547,761192,91
228547,761193,92
228548,761194,89
228548,761195,90
228548,761196,91
228548,761197,92
228549,761198,89
228549,761199,90
228549,761200,91
228549,761201,92
228550,761202,89
228550,761203,90
228551,761204,89
228551,761205,90
228551,761206,91
228551,761207,92
228552,761208,89
228552,761209,90
228552,761210,91
228552,761211,92
228553,761212,89
228553,761213,90
228553,761214,91
228553,761215,92
228554,761216,89
228554,761217,90
228554,761218,91
228554,761219,92
228555,761220,89
228555,761221,90
228555,761222,91
228555,761223,92
228556,761224,89
228556,761225,90
228556,761226,91
228556,761227,92
228557,761228,89
228557,761229,90
228558,761230,89
228558,761231,90
228558,761232,91
228558,761233,92
228559,761234,89
228559,761235,90
228559,761236,91
228559,761237,92
228560,761238,89
228560,761239,90
228561,761240,89
228561,761241,90
228561,761242,91
228562,761243,89
228562,761244,90
228563,761245,89
228563,761246,90
228563,761247,91
228563,761248,92
228564,761249,89
228564,761250,90
228564,761251,91
228564,761252,92
228565,761253,89
228565,761254,90
228565,761255,91
228565,761256,92
228566,761257,89
228566,761258,90
228566,761259,91
228566,761260,92
228567,761261,89
228567,761262,90
228567,761263,91
228567,761264,92
228568,761265,89
228568,761266,90
228569,761267,89
228569,761268,90
228569,761269,91
228569,761270,92
228570,761271,89
228570,761272,90
228570,761273,91
228570,761274,92
228571,761275,89
228571,761276,90
228571,761277,91
228572,761278,89
228572,761279,90
228573,761280,89
228573,761281,90
228573,761282,91
228573,761283,92
228574,761284,89
228574,761285,90
228575,761286,89
228575,761287,90
228575,761288,91
228575,761289,92
228576,761290,89
228576,761291,90
228576,761292,91
228576,761293,92
228577,761294,89
228577,761295,90
228578,761296,89
228578,761297,90
228579,761298,89
228579,761299,90
228579,761300,91
228579,761301,92
228580,761302,89
228580,761303,90
228580,761304,91
228580,761305,92
228581,761306,89
228581,761307,90
228581,761308,91
228581,761309,92
228582,761310,89
228582,761311,90
228582,761312,91
228582,761313,92
228583,761314,89
228583,761315,90
228583,761316,91
228583,761317,92
228584,761318,89
228584,761319,90
228584,761320,91
228584,761321,92
228585,761322,89
228585,761323,90
228585,761324,91
228585,761325,92
228586,761326,89
228586,761327,90
228586,761328,91
228586,761329,92
228587,761330,89
228587,761331,90
228587,761332,91
228587,761333,92
228588,761334,89
228588,761335,90
228589,761336,89
228589,761337,90
228590,761338,89
228590,761339,90
228590,761340,91
228590,761341,92
228591,761342,89
228591,761343,90
228591,761344,91
228591,761345,92
228592,761346,89
228592,761347,90
228592,761348,91
228592,761349,92
228593,761350,89
228593,761351,90
228593,761352,91
228593,761353,92
228594,761354,89
228594,761355,90
228594,761356,91
228594,761357,92
228595,761358,89
228595,761359,90
228595,761360,91
228595,761361,92
228596,761362,89
228596,761363,90
228596,761364,91
228596,761365,92
228597,761366,89
228597,761367,90
228598,761368,89
228598,761369,90
228599,761370,89
228599,761371,90
228599,761372,91
228599,761373,92
228600,761374,89
228600,761375,90
228600,761376,91
228600,761377,92
228601,761378,89
228601,761379,90
228601,761380,91
228601,761381,92
228602,761382,89
228602,761383,90
228602,761384,91
228602,761385,92
228603,761386,89
228603,761387,90
228603,761388,91
228603,761389,92
228604,761390,89
228604,761391,90
228604,761392,91
228604,761393,92
228605,761394,89
228605,761395,90
228606,761396,89
228606,761397,90
228606,761398,91
228606,761399,92
228607,761400,89
228607,761401,90
228607,761402,91
228607,761403,92
228608,761404,89
228608,761405,90
228609,761406,89
228609,761407,90
228609,761408,91
228609,761409,92
228610,761410,89
228610,761411,90
228611,761412,89
228611,761413,90
228611,761414,91
228611,761415,92
228612,761416,89
228612,761417,90
228612,761418,91
228612,761419,92
228613,761420,89
228613,761421,90
228613,761422,91
228613,761423,92
228614,761424,89
228614,761425,90
228614,761426,91
228614,761427,92
228615,761428,89
228615,761429,90
228615,761430,91
228615,761431,92
228616,761432,89
228616,761433,90
228617,761434,89
228617,761435,90
228617,761436,91
228617,761437,92
228618,761438,89
228618,761439,90
228618,761440,91
228618,761441,92
228619,761442,89
228619,761443,90
228619,761444,91
228619,761445,92
228620,761446,89
228620,761447,90
228620,761448,91
228620,761449,92
228621,761450,89
228621,761451,90
228622,761452,89
228622,761453,90
228622,761454,91
228622,761455,92
228623,761456,89
228623,761457,90
228623,761458,91
228623,761459,92
228624,761460,89
228624,761461,90
228625,761462,89
228625,761463,90
228625,761464,91
228625,761465,92
228626,761466,89
228626,761467,90
228626,761468,91
228626,761469,92
228627,761470,89
228627,761471,90
228627,761472,91
228627,761473,92
228628,761474,89
228628,761475,90
228628,761476,91
228629,761477,89
228629,761478,90
228629,761479,91
228629,761480,92
228630,761481,89
228630,761482,90
228631,761483,89
228631,761484,90
228631,761485,91
228631,761486,92
228632,761487,89
228632,761488,90
228633,761489,89
228633,761490,90
228633,761491,91
228633,761492,92
228634,761493,89
228634,761494,90
228635,761495,89
228635,761496,90
228635,761497,91
228635,761498,92
228636,761499,89
228636,761500,90
228636,761501,91
228636,761502,92
228637,761503,89
228637,761504,90
228637,761505,91
228637,761506,92
228638,761507,89
228638,761508,90
228639,761509,89
228639,761510,90
228639,761511,91
228639,761512,92
228640,761513,89
228640,761514,90
228640,761515,91
228640,761516,92
228641,761517,89
228641,761518,90
228641,761519,91
228641,761520,92
228642,761521,89
228642,761522,90
228642,761523,91
228642,761524,92
228643,761525,89
228643,761526,90
228644,761527,89
228644,761528,90
228644,761529,91
228645,761530,89
228645,761531,90
228645,761532,91
228646,761533,89
228646,761534,90
228646,761535,91
228646,761536,92
228647,761537,89
228647,761538,90
228647,761539,91
228647,761540,92
228648,761541,89
228648,761542,90
228649,761543,89
228649,761544,90
228649,761545,91
228649,761546,92
228650,761547,89
228650,761548,90
228651,761549,89
228651,761550,90
228651,761551,91
228651,761552,92
228652,761553,89
228652,761554,90
228653,761555,89
228653,761556,90
228653,761557,91
228653,761558,92
228654,761559,89
228654,761560,90
228654,761561,91
228654,761562,92
228655,761563,89
228655,761564,90
228655,761565,91
228655,761566,92
228656,761567,89
228656,761568,90
228656,761569,91
228656,761570,92
228657,761571,89
228657,761572,90
228657,761573,91
228658,761574,89
228658,761575,90
228658,761576,91
228658,761577,92
228659,761578,89
228659,761579,90
228659,761580,91
228659,761581,92
228660,761582,89
228660,761583,90
228660,761584,91
228660,761585,92
228661,761586,89
228661,761587,90
228661,761588,91
228661,761589,92
228662,761590,89
228662,761591,90
228662,761592,91
228662,761593,92
228663,761594,89
228663,761595,90
228663,761596,91
228663,761597,92
228664,761598,89
228664,761599,90
228664,761600,91
228664,761601,92
228665,761602,89
228665,761603,90
228666,761604,89
228666,761605,90
228667,761606,89
228667,761607,90
228667,761608,91
228667,761609,92
228668,761610,89
228668,761611,90
228668,761612,91
228668,761613,92
228533,761141,89
228533,761142,90
228533,761143,91
228533,761144,92
228534,761145,89
228534,761146,90
228534,761147,91
228534,761148,92
228535,761149,89
228535,761150,90
228535,761151,91
228535,761152,92
228536,761153,89
228536,761154,90
228536,761155,91
228673,761629,89
228673,761630,90
228673,761631,91
228675,761633,89
228675,761634,90
228675,761635,91
228675,761636,92
228676,761637,89
228676,761638,90
228677,761639,89
228677,761640,90
228677,761641,91
228678,761642,89
228678,761643,90
228678,761644,91
228678,761645,92
228679,761646,89
228679,761647,90
228680,761648,89
228680,761649,90
228681,761650,89
228681,761651,90
228681,761652,91
228681,761653,92
228682,761654,89
228682,761655,90
228682,761656,91
228682,761657,92
228683,761658,89
228683,761659,90
228683,761660,91
228683,761661,92
228684,761662,89
228684,761663,90
228684,761664,91
228684,761665,92
228685,761666,89
228685,761667,90
228685,761668,91
228686,761669,89
228686,761670,90
228686,761671,91
228686,761672,92
228687,761673,89
228687,761674,90
228687,761675,91
228687,761676,92
228688,761677,89
228688,761678,90
228688,761679,91
228688,761680,92
228689,761681,89
228689,761682,90
228689,761683,91
228690,761684,89
228690,761685,90
228691,761686,89
228691,761687,90
228691,761688,91
228691,761689,92
228692,761690,89
228692,761691,90
228693,761692,89
228693,761693,90
228693,761694,91
228694,761695,89
228694,761696,90
228694,761697,91
228694,761698,92
228696,761700,89
228696,761701,90
228697,761702,89
228697,761703,90
228697,761704,91
228698,761705,89
228698,761706,90
228698,761707,91
228698,761708,92
228699,761709,89
228699,761710,90
228699,761711,91
228700,761712,89
228700,761713,90
228700,761714,91
228700,761715,92
228701,761716,89
228701,761717,90
228701,761718,91
228701,761719,92
228702,761720,89
228702,761721,90
228703,761722,89
228703,761723,90
228704,761724,89
228704,761725,90
228704,761726,91
228704,761727,92
228705,761728,89
228705,761729,90
228705,761730,91
228705,761731,92
228706,761732,89
228706,761733,90
228706,761734,91
228706,761735,92
228707,761736,89
228707,761737,90
228707,761738,91
228708,761739,89
228708,761740,90
228708,761741,91
228708,761742,92
228709,761743,89
228709,761744,90
228709,761745,91
228710,761746,89
228710,761747,90
228710,761748,91
228710,761749,92
228711,761750,89
228711,761751,90
228711,761752,91
228711,761753,92
228712,761754,89
228712,761755,90
228669,761614,89
228669,761615,90
228669,761616,91
228669,761617,92
228670,761618,89
228670,761619,90
228670,761620,91
228670,761621,92
228671,761622,89
228671,761623,90
228671,761624,91
228671,761625,92
228672,761626,89
228672,761627,90
228672,761628,91
228713,761756,89
228713,761757,90
228713,761758,91
228713,761759,92
228714,761760,89
228714,761761,90
228714,761762,91
228714,761763,92
228715,761764,89
228715,761765,90
228715,761766,91
228715,761767,92
228716,761768,89
228716,761769,90
228716,761770,91
228721,761786,89
228721,761787,90
228721,761788,91
228721,761789,92
228722,761790,89
228722,761791,90
228723,761792,89
228723,761793,90
228723,761794,91
228723,761795,92
228724,761796,89
228724,761797,90
228724,761798,91
228725,761799,89
228725,761800,90
228725,761801,91
228725,761802,92
228726,761803,89
228726,761804,90
228726,761805,91
228727,761806,89
228727,761807,90
228728,761808,89
228728,761809,90
228728,761810,91
228728,761811,92
228729,761812,89
228729,761813,90
228729,761814,91
228729,761815,92
228730,761816,89
228730,761817,90
228731,761818,89
228731,761819,90
228731,761820,91
228731,761821,92
228732,761822,89
228732,761823,90
228733,761824,89
228733,761825,90
228733,761826,91
228733,761827,92
228734,761828,89
228734,761829,90
228734,761830,91
228735,761831,89
228735,761832,90
228735,761833,91
228735,761834,92
228736,761835,89
228736,761836,90
228736,761837,91
228737,761838,89
228737,761839,90
228737,761840,91
228737,761841,92
228738,761842,89
228738,761843,90
228738,761844,91
228738,761845,92
228739,761846,89
228739,761847,90
228740,761848,89
228740,761849,90
228740,761850,91
228741,761851,89
228741,761852,90
228742,761853,89
228742,761854,90
228742,761855,91
228742,761856,92
228743,761857,89
228743,761858,90
228743,761859,91
228743,761860,92
228744,761861,89
228744,761862,90
228744,761863,91
228745,761864,89
228745,761865,90
228745,761866,91
228745,761867,92
228746,761868,89
228746,761869,90
228747,761870,89
228747,761871,90
228747,761872,91
228747,761873,92
228748,761874,89
228748,761875,90
228748,761876,91
228748,761877,92
228749,761878,89
228749,761879,90
228750,761880,89
228750,761881,90
228750,761882,91
228752,761884,89
228752,761885,90
228752,761886,91
228752,761887,92
228753,761888,89
228753,761889,90
228753,761890,91
228754,761891,89
228754,761892,90
228754,761893,91
228754,761894,92
228755,761895,89
228755,761896,90
228756,761897,89
228756,761898,90
228757,761899,89
228757,761900,90
228757,761901,91
228757,761902,92
228758,761903,89
228758,761904,90
228758,761905,91
228758,761906,92
228759,761907,89
228759,761908,90
228759,761909,91
228759,761910,92
228760,761911,89
228760,761912,90
228760,761913,91
228761,761914,89
228761,761915,90
228761,761916,91
228761,761917,92
228762,761918,89
228762,761919,90
228762,761920,91
228763,761921,89
228763,761922,90
228763,761923,91
228763,761924,92
228764,761925,89
228764,761926,90
228764,761927,91
228764,761928,92
228717,761771,89
228717,761772,90
228717,761773,91
228717,761774,92
228718,761775,89
228718,761776,90
228718,761777,91
228719,761778,89
228719,761779,90
228719,761780,91
228719,761781,92
228720,761782,89
228720,761783,90
228720,761784,91
228720,761785,92
228769,761944,89
228769,761945,90
228769,761946,91
228770,761947,89
228770,761948,90
228770,761949,91
228770,761950,92
228771,761951,89
228771,761952,90
228772,761953,89
228772,761954,90
228772,761955,91
228772,761956,92
228773,761957,89
228773,761958,90
228773,761959,91
228773,761960,92
228775,761962,89
228775,761963,90
228776,761964,89
228776,761965,90
228776,761966,91
228777,761967,89
228777,761968,90
228777,761969,91
228778,761970,89
228778,761971,90
228778,761972,91
228778,761973,92
228779,761974,89
228779,761975,90
228780,761976,89
228780,761977,90
228780,761978,91
228780,761979,92
228781,761980,89
228781,761981,90
228781,761982,91
228781,761983,92
228782,761984,89
228782,761985,90
228782,761986,91
228783,761987,89
228783,761988,90
228784,761989,89
228784,761990,90
228784,761991,91
228784,761992,92
228785,761993,89
228785,761994,90
228786,761995,89
228786,761996,90
228786,761997,91
228786,761998,92
228788,762000,89
228788,762001,90
228788,762002,91
228789,762003,89
228789,762004,90
228789,762005,91
228790,762006,89
228790,762007,90
228790,762008,91
228790,762009,92
228791,762010,89
228791,762011,90
228794,762014,89
228794,762015,90
228794,762016,91
228795,762017,89
228795,762018,90
228796,762019,89
228796,762020,90
228796,762021,91
228796,762022,92
228797,762023,89
228797,762024,90
228797,762025,91
228797,762026,92
228798,762027,89
228798,762028,90
228798,762029,91
228798,762030,92
228799,762031,89
228799,762032,90
228800,762033,89
228800,762034,90
228800,762035,91
228801,762036,89
228801,762037,90
228801,762038,91
228802,762039,89
228802,762040,90
228802,762041,91
228802,762042,92
228803,762043,89
228803,762044,90
228804,762045,89
228804,762046,90
228804,762047,91
228804,762048,92
228805,762049,89
228805,762050,90
228805,762051,91
228806,762052,89
228806,762053,90
228808,762055,89
228808,762056,90
228808,762057,91
228808,762058,92
228810,762060,89
228810,762061,90
228810,762062,91
228810,762063,92
228811,762064,89
228811,762065,90
228811,762066,91
228812,762067,89
228812,762068,90
228813,762069,89
228813,762070,90
228814,762071,89
228814,762072,90
228814,762073,91
228814,762074,92
228815,762075,89
228815,762076,90
228815,762077,91
228816,762078,89
228816,762079,90
228816,762080,91
228816,762081,92
228818,762083,89
228818,762084,90
228818,762085,91
228818,762086,92
228819,762087,89
228819,762088,90
228820,762089,89
228820,762090,90
228820,762091,91
228821,762092,89
228821,762093,90
228821,762094,91
228822,762095,89
228822,762096,90
228823,762097,89
228823,762098,90
228823,762099,91
228823,762100,92
228825,762102,89
228825,762103,90
228825,762104,91
228825,762105,92
228826,762106,89
228826,762107,90
228826,762108,91
228827,762109,89
228827,762110,90
228827,762111,91
228827,762112,92
228828,762113,89
228828,762114,90
228829,762115,89
228829,762116,90
228829,762117,91
228830,762118,89
228830,762119,90
228830,762120,91
228830,762121,92
228831,762122,89
228831,762123,90
228833,762125,89
228833,762126,90
228833,762127,91
228833,762128,92
228834,762129,89
228834,762130,90
228834,762131,91
228835,762132,89
228835,762133,90
228835,762134,91
228835,762135,92
228836,762136,89
228836,762137,90
228765,761929,89
228765,761930,90
228765,761931,91
228765,761932,92
228766,761933,89
228766,761934,90
228766,761935,91
228766,761936,92
228767,761937,89
228767,761938,90
228767,761939,91
228767,761940,92
228768,761941,89
228768,761942,90
228768,761943,91
228841,762153,89
228841,762154,90
228841,762155,91
228842,762156,89
228842,762157,90
228843,762158,89
228843,762159,90
228843,762160,91
228843,762161,92
228844,762162,89
228844,762163,90
228844,762164,91
228844,762165,92
228845,762166,89
228845,762167,90
228845,762168,91
228845,762169,92
228846,762170,89
228846,762171,90
228847,762172,89
228847,762173,90
228847,762174,91
228847,762175,92
228848,762176,89
228848,762177,90
228848,762178,91
228849,762179,89
228849,762180,90
228849,762181,91
228851,762183,89
228851,762184,90
228851,762185,91
228851,762186,92
228852,762187,89
228852,762188,90
228852,762189,91
228852,762190,92
228853,762191,89
228853,762192,90
228853,762193,91
228853,762194,92
228854,762195,89
228854,762196,90
228854,762197,91
228854,762198,92
228855,762199,89
228855,762200,90
228856,762201,89
228856,762202,90
228856,762203,91
228857,762204,89
228857,762205,90
228857,762206,91
228858,762207,89
228858,762208,90
228859,762209,89
228859,762210,90
228859,762211,91
228860,762212,89
228860,762213,90
228860,762214,91
228860,762215,92
228861,762216,89
228861,762217,90
228862,762218,89
228862,762219,90
228862,762220,91
228862,762221,92
228863,762222,89
228863,762223,90
228863,762224,91
228863,762225,92
228864,762226,89
228864,762227,90
228864,762228,91
228864,762229,92
228865,762230,89
228865,762231,90
228865,762232,91
228865,762233,92
228866,762234,89
228866,762235,90
228867,762236,89
228867,762237,90
228867,762238,91
228867,762239,92
228868,762240,89
228868,762241,90
228868,762242,91
228868,762243,92
228869,762244,89
228869,762245,90
228870,762246,89
228870,762247,90
228870,762248,91
228871,762249,89
228871,762250,90
228871,762251,91
228871,762252,92
228872,762253,89
228872,762254,90
228872,762255,91
228872,762256,92
228873,762257,89
228873,762258,90
228873,762259,91
228873,762260,92
228874,762261,89
228874,762262,90
228874,762263,91
228875,762264,89
228875,762265,90
228875,762266,91
228875,762267,92
228876,762268,89
228876,762269,90
228876,762270,91
228876,762271,92
228877,762272,89
228877,762273,90
228878,762274,89
228878,762275,90
228878,762276,91
228878,762277,92
228879,762278,89
228879,762279,90
228879,762280,91
228879,762281,92
228880,762282,89
228880,762283,90
228880,762284,91
228881,762285,89
228881,762286,90
228881,762287,91
228882,762288,89
228882,762289,90
228883,762290,89
228883,762291,90
228883,762292,91
228883,762293,92
228884,762294,89
228884,762295,90
228884,762296,91
228884,762297,92
228885,762298,89
228885,762299,90
228886,762300,89
228886,762301,90
228886,762302,91
228886,762303,92
228887,762304,89
228887,762305,90
228887,762306,91
228887,762307,92
228888,762308,89
228888,762309,90
228888,762310,91
228888,762311,92
228889,762312,89
228889,762313,90
228889,762314,91
228890,762315,89
228890,762316,90
228890,762317,91
228890,762318,92
228891,762319,89
228891,762320,90
228891,762321,91
228892,762322,89
228892,762323,90
228893,762324,89
228893,762325,90
228894,762326,89
228894,762327,90
228894,762328,91
228894,762329,92
228895,762330,89
228895,762331,90
228895,762332,91
228895,762333,92
228896,762334,89
228896,762335,90
228897,762336,89
228897,762337,90
228897,762338,91
228897,762339,92
228898,762340,89
228898,762341,90
228898,762342,91
228899,762343,89
228899,762344,90
228899,762345,91
228899,762346,92
228900,762347,89
228900,762348,90
228900,762349,91
228900,762350,92
228901,762351,89
228901,762352,90
228901,762353,91
228901,762354,92
228902,762355,89
228902,762356,90
228902,762357,91
228903,762358,89
228903,762359,90
228904,762360,89
228904,762361,90
228904,762362,91
228904,762363,92
228905,762364,89
228905,762365,90
228905,762366,91
228905,762367,92
228906,762368,89
228906,762369,90
228906,762370,91
228906,762371,92
228907,762372,89
228907,762373,90
228907,762374,91
228907,762375,92
228908,762376,89
228908,762377,90
228909,762378,89
228909,762379,90
228909,762380,91
228909,762381,92
228910,762382,89
228910,762383,90
228910,762384,91
228911,762385,89
228911,762386,90
228911,762387,91
228911,762388,92
228912,762389,89
228912,762390,90
228913,762391,89
228913,762392,90
228913,762393,91
228913,762394,92
228914,762395,89
228914,762396,90
228914,762397,91
228914,762398,92
228915,762399,89
228915,762400,90
228916,762401,89
228916,762402,90
228916,762403,91
228917,762404,89
228917,762405,90
228917,762406,91
228917,762407,92
228918,762408,89
228918,762409,90
228918,762410,91
228918,762411,92
228919,762412,89
228919,762413,90
228920,762414,89
228920,762415,90
228920,762416,91
228921,762417,89
228921,762418,90
228921,762419,91
228921,762420,92
228922,762421,89
228922,762422,90
228922,762423,91
228923,762424,89
228923,762425,90
228923,762426,91
228923,762427,92
228924,762428,89
228924,762429,90
228924,762430,91
228924,762431,92
228837,762138,89
228837,762139,90
228837,762140,91
228838,762141,89
228838,762142,90
228838,762143,91
228838,762144,92
228839,762145,89
228839,762146,90
228839,762147,91
228839,762148,92
228840,762149,89
228840,762150,90
228840,762151,91
228840,762152,92
228929,762442,89
228929,762443,90
228931,762445,89
228931,762446,90
228931,762447,91
228931,762448,92
228932,762449,89
228932,762450,90
228932,762451,91
228933,762452,89
228933,762453,90
228933,762454,91
228934,762455,89
228934,762456,90
228935,762457,89
228935,762458,90
228935,762459,91
228935,762460,92
228937,762462,89
228937,762463,90
228937,762464,91
228937,762465,92
228938,762466,89
228938,762467,90
228938,762468,91
228940,762470,89
228940,762471,90
228941,762472,89
228941,762473,90
228941,762474,91
228941,762475,92
228942,762476,89
228942,762477,90
228944,762479,89
228944,762480,90
228944,762481,91
228945,762482,89
228945,762483,90
228946,762484,89
228946,762485,90
228946,762486,91
228946,762487,92
228947,762488,89
228947,762489,90
228947,762490,91
228949,762492,89
228949,762493,90
228949,762494,91
228950,762495,89
228950,762496,90
228952,762498,89
228952,762499,90
228952,762500,91
228952,762501,92
228954,762503,89
228954,762504,90
228954,762505,91
228955,762506,89
228955,762507,90
228955,762508,91
228955,762509,92
228956,762510,89
228956,762511,90
228957,762512,89
228957,762513,90
228957,762514,91
228958,762515,89
228958,762516,90
228958,762517,91
228958,762518,92
228959,762519,89
228959,762520,90
228961,762522,89
228961,762523,90
228961,762524,91
228961,762525,92
228962,762526,89
228962,762527,90
228964,762529,89
228964,762530,90
228964,762531,91
228965,762532,89
228965,762533,90
228967,762535,89
228967,762536,90
228967,762537,91
228967,762538,92
228968,762539,89
228968,762540,90
228968,762541,91
228969,762542,89
228969,762543,90
228970,762544,89
228970,762545,90
228970,762546,91
228972,762548,89
228972,762549,90
228972,762550,91
228972,762551,92
228973,762552,89
228973,762553,90
228973,762554,91
228973,762555,92
228974,762556,89
228974,762557,90
228975,762558,89
228975,762559,90
228975,762560,91
228978,762563,89
228978,762564,90
228978,762565,91
228978,762566,92
228979,762567,89
228979,762568,90
228980,762569,89
228980,762570,90
228980,762571,91
228981,762572,89
228981,762573,90
228981,762574,91
228981,762575,92
228983,762577,89
228983,762578,90
228983,762579,91
228984,762580,89
228984,762581,90
228985,762582,89
228985,762583,90
228985,762584,91
228985,762585,92
228986,762586,89
228986,762587,90
228987,762588,89
228987,762589,90
228987,762590,91
228989,762592,89
228989,762593,90
228989,762594,91
228990,762595,89
228990,762596,90
228990,762597,91
228990,762598,92
228991,762599,89
228991,762600,90
228994,762603,89
228994,762604,90
228994,762605,91
228995,762606,89
228995,762607,90
228996,762608,89
228996,762609,90
228996,762610,91
228996,762611,92
228997,762612,89
228997,762613,90
228997,762614,91
228998,762615,89
228998,762616,90
228999,762617,89
228999,762618,90
228999,762619,91
228999,762620,92
229002,762623,89
229002,762624,90
229003,762625,89
229003,762626,90
229003,762627,91
229004,762628,89
229004,762629,90
229004,762630,91
229004,762631,92
229006,762633,89
229006,762634,90
229006,762635,91
229007,762636,89
229007,762637,90
229008,762638,89
229008,762639,90
229008,762640,91
229008,762641,92
229010,762643,89
229010,762644,90
229011,762645,89
229011,762646,90
229011,762647,91
229012,762648,89
229012,762649,90
229012,762650,91
229012,762651,92
229013,762652,89
229013,762653,90
