ID,NodeFrom,NodeTo,R,G,X,B,Pmin,Pmax,Qmin,Qmax,S,Charge,Tap,Shift
22730019,22730011,22730002,0.00334,0,0.00102,0,0,0,0,0,4.383,0,1,0
22730020,22730038,22730012,0.0064,0,0.00107,0,0,0,0,0,3.1099,0,1,0
22730021,22730064,22730029,0.00399,0,0.00122,0,0,0,0,0,4.383,0,1,0
22730022,22730015,22730020,0.01508,0,0.003,0,0,0,0,0,3.1099,0,1,0
22730023,22730018,22730025,0.00143,0,0.00044,0,0,0,0,0,4.383,0,1,0
22730024,22730020,22730026,0.00526,0,0.00161,0,0,0,0,0,4.383,0,1,0
22730025,22730012,22730021,0.00127,0,0.00039,0,0,0,0,0,4.383,0,1,0
22730026,22730062,22730060,0.000009,0,0.000009,0,0,0,0,0,7.2928,0,1,0
22730027,22730025,22730001,0.00226,0,0.00069,0,0,0,0,0,4.383,0,1,0
22730028,22730026,22730057,0.00152,0,0.00047,0,0,0,0,0,4.383,0,1,0
22730029,22730029,22730003,0.00161,0,0.00049,0,0,0,0,0,4.383,0,1,0
22730030,22730033,22730030,0.00218,0,0.00067,0,0,0,0,0,4.383,0,1,0
22730031,22730031,22730018,0.0029,0,0.00089,0,0,0,0,0,4.383,0,1,0
22730032,22730021,22730033,0.00181,0,0.00055,0,0,0,0,0,4.383,0,1,0
22730033,22730035,22730029,0.00124,0,0.00038,0,0,0,0,0,4.383,0,1,0
22730034,22730006,22730039,0.0019,0,0.00058,0,0,0,0,0,4.383,0,1,0
22730035,22730000,22730061,0.00464,0,0.00142,0,0,0,0,0,4.383,0,1,0
22730036,22730039,22730000,0.00393,0,0.0012,0,0,0,0,0,4.383,0,1,0
22730037,22730002,22730031,0.00191,0,0.00058,0,0,0,0,0,4.383,0,1,0
22730038,22730003,22730030,0.00269,0,0.00082,0,0,0,0,0,4.383,0,1,0
22730039,22730057,22730033,0.00298,0,0.00091,0,0,0,0,0,4.383,0,1,0
22730040,22730001,22730057,0.0014,0,0.00061,0,0,0,0,0,5.656,0,1,0
22730041,22730030,22730006,0.00723,0,0.00221,0,0,0,0,0,4.383,0,1,0
22730042,22730036,22730007,0.00138,0,0.00042,0,0,0,0,0,4.383,0,1,0
22730043,22730046,22730007,0.00567,0,0.00245,0,0,0,0,0,5.656,0,1,0
22730044,22730014,22730008,0.00214,0,0.00066,0,0,0,0,0,4.383,0,1,0
22730045,22730008,22730017,0.00369,0,0.00113,0,0,0,0,0,4.383,0,1,0
22730046,22730027,22730008,0.00101,0,0.00029,0,0,0,0,0,3.7464,0,1,0
22730047,22730023,22730010,0.002,0,0.00061,0,0,0,0,0,4.383,0,1,0
22730048,22730028,22730014,0.00417,0,0.00128,0,0,0,0,0,4.383,0,1,0
22730049,22730013,22730016,0.00137,0,0.00042,0,0,0,0,0,4.383,0,1,0
22730050,22730063,22730046,0.00044,0,0.00013,0,0,0,0,0,4.383,0,1,0
22730051,22730017,22730036,0.00162,0,0.0005,0,0,0,0,0,4.383,0,1,0
22730052,22730045,22730022,0.00461,0,0.00077,0,0,0,0,0,3.1099,0,1,0
22730053,22730022,22730056,0.00147,0,0.00045,0,0,0,0,0,4.383,0,1,0
22730054,22730007,22730024,0.00593,0,0.00256,0,0,0,0,0,5.656,0,1,0
22730055,22730004,22730028,0.00412,0,0.00126,0,0,0,0,0,4.383,0,1,0
22730056,22730005,22730028,0.00376,0,0.00115,0,0,0,0,0,4.383,0,1,0
22730057,22730034,22730028,0.00283,0,0.00087,0,0,0,0,0,4.383,0,1,0
22730058,22730056,22730036,0.00125,0,0.00038,0,0,0,0,0,4.383,0,1,0
22730059,22730037,22730056,0.00238,0,0.0004,0,0,0,0,0,3.1099,0,1,0
22730060,22730024,22730042,0.00085,0,0.00037,0,0,0,0,0,5.656,0,1,0
22730061,22730055,22730061,0.00248,0,0.00107,0,0,0,0,0,5.656,0,1,0
22730062,22730019,22730055,0.00348,0,0.00058,0,0,0,0,0,3.1099,0,1,0
22730063,22730042,22730055,0.00402,0,0.00174,0,0,0,0,0,5.656,0,1,0
22730064,22730010,22730004,0.00502,0,0.00154,0,0,0,0,0,4.383,0,1,0
22730065,22730016,22730005,0.00119,0,0.00036,0,0,0,0,0,4.383,0,1,0
22730066,22730065,1273,0.00003,0,0.000095,0,0,0,0,0,500,0,1,0
22740001,22740020,1274,0.000302,0,0.001511,0,0,0,0,0,16.968,0,1,0
22740002,22740013,22740020,0.00123,0,0.00045,0,0,0,0,0,4.7467,0,1,0
22740003,22740005,22740020,0.00075,0,0.00028,0,0,0,0,0,4.7467,0,1,0
22740004,22740010,22740020,0.0033,0,0.00143,0,0,0,0,0,5.656,0,1,0
22740005,22740012,22740000,0.01238,0,0.00207,0,0,0,0,0,3.1099,0,1,0
22740006,22740018,22740000,0.00849,0,0.00142,0,0,0,0,0,3.1099,0,1,0
22740007,22740000,22740002,0.00575,0,0.00185,0,0,0,0,0,4.383,0,1,0
22740008,22740006,22740000,0.00588,0,0.0018,0,0,0,0,0,4.383,0,1,0
22740009,22740015,22740001,0.01287,0,0.00134,0,0,0,0,0,2.1096,0,1,0
22740010,22740016,22740001,0.01524,0,0.00159,0,0,0,0,0,2.1096,0,1,0
22740011,22740001,22740017,0.00782,0,0.00131,0,0,0,0,0,3.1099,0,1,0
22740012,22740019,22740006,0.00544,0,0.00167,0,0,0,0,0,4.383,0,1,0
22740013,22740002,22740011,0.00885,0,0.00271,0,0,0,0,0,4.383,0,1,0
22740014,22740003,22740014,0.00338,0,0.00074,0,0,0,0,0,2.4734,0,1,0
22740015,22740011,22740003,0.00033,0,0.00008,0,0,0,0,0,3.7464,0,1,0
22740016,22740004,22740012,0.00674,0,0.00113,0,0,0,0,0,3.1099,0,1,0
22740017,22740007,22740018,0.0048,0,0.0008,0,0,0,0,0,3.1099,0,1,0
22740018,22740008,22740017,0.00555,0,0.00093,0,0,0,0,0,3.1099,0,1,0
22740019,22740014,22740010,0.00245,0,0.00106,0,0,0,0,0,5.656,0,1,0
22740020,22740017,22740011,0.00244,0,0.00041,0,0,0,0,0,3.1099,0,1,0
22740021,22740009,22740020,0.00164,0,0.00056,0,0,0,0,0,4.7467,0,1,0
22740022,22740041,1274,0.000302,0,0.001511,0,0,0,0,0,16.968,0,1,0
22740023,22740034,22740041,0.00123,0,0.00045,0,0,0,0,0,4.7467,0,1,0
22740024,22740026,22740041,0.00075,0,0.00028,0,0,0,0,0,4.7467,0,1,0
22740025,22740031,22740041,0.0033,0,0.00143,0,0,0,0,0,5.656,0,1,0
22740026,22740033,22740021,0.01238,0,0.00207,0,0,0,0,0,3.1099,0,1,0
22740027,22740039,22740021,0.00849,0,0.00142,0,0,0,0,0,3.1099,0,1,0
22740028,22740021,22740023,0.00575,0,0.00185,0,0,0,0,0,4.383,0,1,0
22740029,22740027,22740021,0.00588,0,0.0018,0,0,0,0,0,4.383,0,1,0
22740030,22740036,22740022,0.01287,0,0.00134,0,0,0,0,0,2.1096,0,1,0
22740031,22740037,22740022,0.01524,0,0.00159,0,0,0,0,0,2.1096,0,1,0
22740032,22740022,22740038,0.00782,0,0.00131,0,0,0,0,0,3.1099,0,1,0
22740033,22740040,22740027,0.00544,0,0.00167,0,0,0,0,0,4.383,0,1,0
22740034,22740023,22740032,0.00885,0,0.00271,0,0,0,0,0,4.383,0,1,0
22740035,22740024,22740035,0.00338,0,0.00074,0,0,0,0,0,2.4734,0,1,0
22740036,22740032,22740024,0.00033,0,0.00008,0,0,0,0,0,3.7464,0,1,0
22740037,22740025,22740033,0.00674,0,0.00113,0,0,0,0,0,3.1099,0,1,0
22740038,22740028,22740039,0.0048,0,0.0008,0,0,0,0,0,3.1099,0,1,0
22740039,22740029,22740038,0.00555,0,0.00093,0,0,0,0,0,3.1099,0,1,0
22740040,22740035,22740031,0.00245,0,0.00106,0,0,0,0,0,5.656,0,1,0
22740041,22740038,22740032,0.00244,0,0.00041,0,0,0,0,0,3.1099,0,1,0
22740042,22740030,22740041,0.00164,0,0.00056,0,0,0,0,0,4.7467,0,1,0
22740043,22740042,1274,0.00003,0,0.000095,0,0,0,0,0,500,0,1,0
22760001,22760061,1276,0.000302,0,0.001511,0,0,0,0,0,21.8784,0,1,0
22760002,22760012,22760000,0.00282,0,0.00086,0,0,0,0,0,4.383,0,1,0
22760003,22760000,22760066,0.00406,0,0.00124,0,0,0,0,0,4.383,0,1,0
22760004,22760029,22760011,0.00446,0,0.00074,0,0,0,0,0,3.1099,0,1,0
22760005,22760011,22760004,0.00308,0,0.00094,0,0,0,0,0,4.383,0,1,0
22760006,22760060,22760014,0.00375,0,0.00115,0,0,0,0,0,4.383,0,1,0
22760007,22760022,22760060,0.0032,0,0.00098,0,0,0,0,0,4.383,0,1,0
22760008,22760020,22760012,0.00274,0,0.00084,0,0,0,0,0,4.383,0,1,0
22760009,22760015,22760013,0.00324,0,0.00099,0,0,0,0,0,4.383,0,1,0
22760010,22760014,22760033,0.0015,0,0.00065,0,0,0,0,0,5.656,0,1,0
22760011,22760025,22760015,0.00475,0,0.00146,0,0,0,0,0,4.383,0,1,0
22760012,22760066,22760018,0.00253,0,0.00077,0,0,0,0,0,4.383,0,1,0
22760013,22760018,22760025,0.00283,0,0.00087,0,0,0,0,0,4.383,0,1,0
22760014,22760001,22760060,0.00251,0,0.00077,0,0,0,0,0,4.383,0,1,0
22760015,22760030,22760001,0.00234,0,0.00072,0,0,0,0,0,4.383,0,1,0
22760016,22760023,22760003,0.00409,0,0.00068,0,0,0,0,0,3.1099,0,1,0
22760017,22760017,22760024,0.00286,0,0.00087,0,0,0,0,0,4.383,0,1,0
22760018,22760039,22760024,0.00501,0,0.00084,0,0,0,0,0,3.1099,0,1,0
22760019,22760019,22760002,0.00842,0,0.00141,0,0,0,0,0,3.1099,0,1,0
22760020,22760002,22760022,0.00392,0,0.0012,0,0,0,0,0,4.383,0,1,0
22760021,22760024,22760002,0.00213,0,0.00065,0,0,0,0,0,4.383,0,1,0
22760022,22760003,22760025,0.00833,0,0.00139,0,0,0,0,0,3.1099,0,1,0
22760023,22760013,22760029,0.00296,0,0.00091,0,0,0,0,0,4.383,0,1,0
22760024,22760033,22760061,0.00026,0,0.00011,0,0,0,0,0,5.656,0,1,0
22760025,22760004,22760017,0.0017,0,0.00052,0,0,0,0,0,4.383,0,1,0
22760026,22760026,22760004,0.00166,0,0.00051,0,0,0,0,0,4.383,0,1,0
22760027,22760059,22760012,0.00208,0,0.00064,0,0,0,0,0,4.383,0,1,0
22760028,22760062,22760017,0.00208,0,0.00064,0,0,0,0,0,4.383,0,1,0
22760029,22760037,22760036,0.00118,0,0.00051,0,0,0,0,0,5.656,0,1,0
22760030,22760056,22760036,0.00255,0,0.0011,0,0,0,0,0,5.656,0,1,0
22760031,22760063,22760037,0.00318,0,0.00097,0,0,0,0,0,4.383,0,1,0
22760032,22760038,22760061,0.00457,0,0.003,0,0,0,0,0,7.2928,0,1,0
22760033,22760036,22760038,0.0026,0,0.00171,0,0,0,0,0,7.2928,0,1,0
22760034,22760040,22760037,0.00168,0,0.00073,0,0,0,0,0,5.656,0,1,0
22760035,22760041,22760040,0.00024,0,0.0001,0,0,0,0,0,5.656,0,1,0
22760036,22760042,22760041,0.00023,0,0.0001,0,0,0,0,0,5.656,0,1,0
22760037,22760053,22760056,0.00171,0,0.00052,0,0,0,0,0,4.383,0,1,0
22760038,22760043,22760044,0.00099,0,0.00017,0,0,0,0,0,3.1099,0,1,0
22760039,22760044,22760045,0.00097,0,0.00016,0,0,0,0,0,3.1099,0,1,0
22760040,22760046,22760047,0.00073,0,0.00022,0,0,0,0,0,4.383,0,1,0
22760041,22760047,22760048,0.00074,0,0.00023,0,0,0,0,0,4.383,0,1,0
22760042,22760048,22760049,0.00057,0,0.00018,0,0,0,0,0,4.383,0,1,0
22760043,22760049,22760050,0.00057,0,0.00017,0,0,0,0,0,4.383,0,1,0
22760044,22760052,22760051,0.0012,0,0.0002,0,0,0,0,0,3.1099,0,1,0
22760045,22760054,22760061,0.00276,0,0.00119,0,0,0,0,0,5.656,0,1,0
22760046,22760045,22760054,0.01586,0,0.00265,0,0,0,0,0,3.1099,0,1,0
22760047,22760050,22760054,0.00281,0,0.00086,0,0,0,0,0,4.383,0,1,0
22760048,22760051,22760054,0.0061,0,0.00102,0,0,0,0,0,3.1099,0,1,0
22760049,22760021,22760016,0.00049,0,0.00021,0,0,0,0,0,5.656,0,1,0
22760050,22760031,22760021,0.00111,0,0.00034,0,0,0,0,0,4.383,0,1,0
22760051,22760032,22760021,0.00052,0,0.00022,0,0,0,0,0,5.656,0,1,0
22760052,22760035,22760032,0.00002,0,0.00001,0,0,0,0,0,4.383,0,1,0
22760053,22760055,22760061,0.00082,0,0.00036,0,0,0,0,0,5.656,0,1,0
22760054,22760016,22760055,0.00042,0,0.00018,0,0,0,0,0,5.656,0,1,0
22760055,22760058,22760061,0.00003,0,0.00001,0,0,0,0,0,4.383,0,1,0
22760056,22760057,22760027,0.00047,0,0.0002,0,0,0,0,0,5.656,0,1,0
22760057,22760005,22760061,0.00151,0,0.00065,0,0,0,0,0,5.656,0,1,0
22760058,22760034,22760005,0.00091,0,0.00019,0,0,0,0,0,3.1826,0,1,0
22760059,22760067,22760005,0.00293,0,0.00062,0,0,0,0,0,3.1826,0,1,0
22760060,22760006,22760034,0.00152,0,0.00032,0,0,0,0,0,3.1826,0,1,0
22760061,22760007,22760006,0.00229,0,0.00048,0,0,0,0,0,3.1826,0,1,0
22760062,22760010,22760007,0.00137,0,0.00047,0,0,0,0,0,4.7467,0,1,0
22760063,22760064,22760008,0.00171,0,0.00052,0,0,0,0,0,4.383,0,1,0
22760064,22760008,22760009,0.00235,0,0.00056,0,0,0,0,0,3.7464,0,1,0
22760065,22760065,22760009,0.00173,0,0.00059,0,0,0,0,0,4.7467,0,1,0
22760066,22760009,22760010,0.00092,0,0.00022,0,0,0,0,0,3.7464,0,1,0
22760067,22760027,22760010,0.00097,0,0.00042,0,0,0,0,0,5.656,0,1,0
22760068,22760028,22760010,0.00156,0,0.00048,0,0,0,0,0,4.383,0,1,0
22760069,22760068,1276,0.00003,0,0.000095,0,0,0,0,0,500,0,1,0
22770001,22770024,1277,0.000302,0,0.001511,0,0,0,0,0,21.8784,0,1,0
22770002,22770017,22770024,0.00266,0,0.00174,0,0,0,0,0,7.2928,0,1,0
22770003,22770018,22770024,0.00567,0,0.00432,0,0,0,0,0,3.7464,0,1,0
22770004,22770003,22770024,0.00205,0,0.0007,0,0,0,0,0,4.7467,0,1,0
22770005,22770002,22770000,0.0036,0,0.00048,0,0,0,0,0,2.1824,0,1,0
22770006,22770000,22770010,0.00278,0,0.00037,0,0,0,0,0,2.1824,0,1,0
22770007,22770015,22770000,0.001,0,0.00034,0,0,0,0,0,4.7467,0,1,0
22770008,22770001,22770003,0.00258,0,0.00088,0,0,0,0,0,4.7467,0,1,0
22770009,22770016,22770001,0.00161,0,0.0007,0,0,0,0,0,5.656,0,1,0
22770010,22770020,22770002,0.0024,0,0.00032,0,0,0,0,0,2.1824,0,1,0
22770011,22770019,22770003,0.00775,0,0.00081,0,0,0,0,0,2.1096,0,1,0
22770012,22770004,22770020,0.00345,0,0.0005,0,0,0,0,0,2.1824,0,1,0
22770013,22770007,22770004,0.00423,0,0.00058,0,0,0,0,0,2.1824,0,1,0
22770014,22770010,22770005,0.00376,0,0.0005,0,0,0,0,0,2.1824,0,1,0
22770015,22770005,22770013,0.00151,0,0.00019,0,0,0,0,0,2.4734,0,1,0
22770016,22770023,22770006,0.00186,0,0.00057,0,0,0,0,0,4.383,0,1,0
22770017,22770006,22770016,0.00303,0,0.00093,0,0,0,0,0,4.383,0,1,0
22770018,22770022,22770007,0.00349,0,0.00058,0,0,0,0,0,3.1099,0,1,0
22770019,22770011,22770007,0.0036,0,0.00046,0,0,0,0,0,2.4734,0,1,0
22770020,22770026,22770007,0.00331,0,0.00042,0,0,0,0,0,2.4734,0,1,0
22770021,22770009,22770021,0.00263,0,0.00051,0,0,0,0,0,2.4734,0,1,0
22770022,22770025,22770023,0.003,0,0.00092,0,0,0,0,0,4.383,0,1,0
22770023,22770013,22770021,0.00191,0,0.00045,0,0,0,0,0,3.7464,0,1,0
22770024,22770021,22770016,0.00308,0,0.00133,0,0,0,0,0,5.656,0,1,0
22770025,22770008,22770024,0.00168,0,0.0004,0,0,0,0,0,3.7464,0,1,0
22770026,22770012,22770024,0.0017,0,0.00058,0,0,0,0,0,4.7467,0,1,0
22770027,22770014,22770024,0.00072,0,0.00024,0,0,0,0,0,4.7467,0,1,0
22770028,22770027,1277,0.00003,0,0.000095,0,0,0,0,0,500,0,1,0
22780001,22780020,1278,0.000302,0,0.001511,0,0,0,0,0,21.8784,0,1,0
22780002,22780015,22780020,0.00134,0,0.00088,0,0,0,0,0,7.2928,0,1,0
22780003,22780018,22780020,0.000009,0,0.000009,0,0,0,0,0,7.2928,0,1,0
22780004,22780019,22780020,0.00639,0,0.00419,0,0,0,0,0,7.2928,0,1,0
22780005,22780011,22780012,0.00157,0,0.00068,0,0,0,0,0,5.656,0,1,0
22780006,22780014,22780003,0.00289,0,0.00125,0,0,0,0,0,5.656,0,1,0
22780007,22780001,22780020,0.00138,0,0.00047,0,0,0,0,0,4.7467,0,1,0
22780008,22780000,22780002,0.00715,0,0.00099,0,0,0,0,0,2.4734,0,1,0
22780009,22780012,22780001,0.00214,0,0.00071,0,0,0,0,0,3.7464,0,1,0
22780010,22780008,22780001,0.00277,0,0.00085,0,0,0,0,0,4.383,0,1,0
22780011,22780016,22780002,0.00335,0,0.00103,0,0,0,0,0,4.383,0,1,0
22780012,22780002,22780009,0.00234,0,0.0017,0,0,0,0,0,6.1834,0,1,0
22780013,22780003,22780017,0.00196,0,0.00079,0,0,0,0,0,4.383,0,1,0
22780014,22780004,22780011,0.00221,0,0.00051,0,0,0,0,0,2.4734,0,1,0
22780015,22780017,22780004,0.00201,0,0.00033,0,0,0,0,0,2.4734,0,1,0
22780016,22780005,22780016,0.00067,0,0.0002,0,0,0,0,0,4.383,0,1,0
22780017,22780013,22780008,0.00435,0,0.00103,0,0,0,0,0,3.7464,0,1,0
22780018,22780009,22780014,0.002,0,0.00087,0,0,0,0,0,5.656,0,1,0
22780019,22780006,22780020,0.00077,0,0.00026,0,0,0,0,0,4.7467,0,1,0
22780020,22780007,22780020,0.0032,0,0.0011,0,0,0,0,0,3.7464,0,1,0
22780021,22780010,22780020,0.00332,0,0.00113,0,0,0,0,0,4.7467,0,1,0
22780022,22780021,1278,0.00003,0,0.000095,0,0,0,0,0,500,0,1,0
22790001,22790029,1279,0.000302,0,0.001511,0,0,0,0,0,21.8784,0,1,0
22790002,22790023,22790029,0.00134,0,0.00088,0,0,0,0,0,7.2928,0,1,0
22790003,22790021,22790018,0.00112,0,0.00027,0,0,0,0,0,3.7464,0,1,0
22790004,22790005,22790026,0.00136,0,0.00046,0,0,0,0,0,4.7467,0,1,0
22790005,22790012,22790026,0.00397,0,0.0011,0,0,0,0,0,3.7464,0,1,0
22790006,22790026,22790029,0.000009,0,0.000009,0,0,0,0,0,7.2928,0,1,0
22790007,22790028,22790000,0.00234,0,0.00101,0,0,0,0,0,5.656,0,1,0
22790008,22790000,22790013,0.0022,0,0.00052,0,0,0,0,0,3.7464,0,1,0
22790009,22790019,22790001,0.00005,0,0.00002,0,0,0,0,0,5.656,0,1,0
22790010,22790001,22790006,0.00123,0,0.00026,0,0,0,0,0,3.1826,0,1,0
22790011,22790025,22790001,0.00118,0,0.00051,0,0,0,0,0,5.656,0,1,0
22790012,22790003,22790024,0.00296,0,0.00128,0,0,0,0,0,5.656,0,1,0
22790013,22790009,22790003,0.00167,0,0.00072,0,0,0,0,0,5.656,0,1,0
22790014,22790024,22790004,0.00124,0,0.00053,0,0,0,0,0,5.656,0,1,0
22790015,22790004,22790015,0.00116,0,0.0005,0,0,0,0,0,5.656,0,1,0
22790016,22790006,22790005,0.00126,0,0.00055,0,0,0,0,0,5.656,0,1,0
22790017,22790007,22790020,0.00878,0,0.00147,0,0,0,0,0,3.1099,0,1,0
22790018,22790013,22790009,0.00326,0,0.00042,0,0,0,0,0,2.4734,0,1,0
22790019,22790011,22790015,0.00274,0,0.00084,0,0,0,0,0,4.383,0,1,0
22790020,22790017,22790012,0.00183,0,0.00043,0,0,0,0,0,3.7464,0,1,0
22790021,22790014,22790013,0.00057,0,0.00013,0,0,0,0,0,3.7464,0,1,0
22790022,22790020,22790014,0.01241,0,0.00207,0,0,0,0,0,3.1099,0,1,0
22790023,22790015,22790021,0.00207,0,0.00089,0,0,0,0,0,5.656,0,1,0
22790024,22790022,22790019,0.0003,0,0.00013,0,0,0,0,0,5.656,0,1,0
22790025,22790018,22790017,0.00197,0,0.00047,0,0,0,0,0,3.7464,0,1,0
22790026,22790027,22790029,0.00639,0,0.00419,0,0,0,0,0,7.2928,0,1,0
22790027,22790002,22790029,0.00138,0,0.00047,0,0,0,0,0,4.7467,0,1,0
22790028,22790008,22790029,0.00077,0,0.00026,0,0,0,0,0,4.7467,0,1,0
22790029,22790010,22790029,0.0032,0,0.0011,0,0,0,0,0,3.7464,0,1,0
22790030,22790016,22790029,0.00332,0,0.00113,0,0,0,0,0,4.7467,0,1,0
22790031,22790030,1279,0.00003,0,0.000095,0,0,0,0,0,500,0,1,0
22800001,22800065,1280,0.000302,0,0.001511,0,0,0,0,0,21.8784,0,1,0
22800002,22800046,22800016,0.00212,0,0.00065,0,0,0,0,0,4.383,0,1,0
22800003,22800064,22800065,0.000009,0,0.000009,0,0,0,0,0,7.2928,0,1,0
22800004,22800060,22800064,0.00498,0,0.00153,0,0,0,0,0,4.383,0,1,0
22800005,22800039,22800017,0.0031,0,0.00095,0,0,0,0,0,4.383,0,1,0
22800006,22800001,22800018,0.00466,0,0.00143,0,0,0,0,0,4.383,0,1,0
22800007,22800053,22800019,0.00625,0,0.00104,0,0,0,0,0,3.1099,0,1,0
22800008,22800014,22800022,0.00338,0,0.00103,0,0,0,0,0,4.383,0,1,0
22800009,22800019,22800000,0.00737,0,0.00126,0,0,0,0,0,3.1099,0,1,0
22800010,22800025,22800027,0.00463,0,0.00142,0,0,0,0,0,4.383,0,1,0
22800011,22800027,22800042,0.00286,0,0.00088,0,0,0,0,0,4.383,0,1,0
22800012,22800000,22800030,0.00248,0,0.00076,0,0,0,0,0,4.383,0,1,0
22800013,22800030,22800041,0.00433,0,0.00133,0,0,0,0,0,4.383,0,1,0
22800014,22800037,22800064,0.00164,0,0.00027,0,0,0,0,0,3.1099,0,1,0
22800015,22800016,22800001,0.00394,0,0.00121,0,0,0,0,0,4.383,0,1,0
22800016,22800035,22800041,0.00298,0,0.00091,0,0,0,0,0,4.383,0,1,0
22800017,22800042,22800030,0.00332,0,0.00102,0,0,0,0,0,4.383,0,1,0
22800018,22800041,22800046,0.00354,0,0.00108,0,0,0,0,0,4.383,0,1,0
22800019,22800012,22800046,0.00293,0,0.0009,0,0,0,0,0,4.383,0,1,0
22800020,22800018,22800047,0.00326,0,0.001,0,0,0,0,0,4.383,0,1,0
22800021,22800049,22800022,0.00352,0,0.00108,0,0,0,0,0,4.383,0,1,0
22800022,22800069,22800049,0.00421,0,0.00129,0,0,0,0,0,4.383,0,1,0
22800023,22800017,22800002,0.00242,0,0.00074,0,0,0,0,0,4.383,0,1,0
22800024,22800056,22800001,0.00366,0,0.00112,0,0,0,0,0,4.383,0,1,0
22800025,22800047,22800060,0.00413,0,0.00127,0,0,0,0,0,4.383,0,1,0
22800026,22800002,22800060,0.00242,0,0.00074,0,0,0,0,0,4.383,0,1,0
22800027,22800022,22800013,0.00383,0,0.00117,0,0,0,0,0,4.383,0,1,0
22800028,22800013,22800053,0.00695,0,0.00213,0,0,0,0,0,4.383,0,1,0
22800029,22800028,22800063,0.00356,0,0.00109,0,0,0,0,0,4.383,0,1,0
22800030,22800003,22800063,0.000009,0,0.000009,0,0,0,0,0,7.2928,0,1,0
22800031,22800024,22800065,0.00227,0,0.00098,0,0,0,0,0,5.656,0,1,0
22800032,22800059,22800020,0.00198,0,0.00061,0,0,0,0,0,4.383,0,1,0
22800033,22800052,22800023,0.00695,0,0.00116,0,0,0,0,0,3.1099,0,1,0
22800034,22800023,22800004,0.00492,0,0.00082,0,0,0,0,0,3.1099,0,1,0
22800035,22800063,22800024,0.00338,0,0.00146,0,0,0,0,0,5.656,0,1,0
22800036,22800026,22800023,0.00527,0,0.00088,0,0,0,0,0,3.1099,0,1,0
22800037,22800054,22800028,0.00667,0,0.00111,0,0,0,0,0,3.1099,0,1,0
22800038,22800051,22800032,0.00272,0,0.00118,0,0,0,0,0,5.656,0,1,0
22800039,22800005,22800040,0.00241,0,0.00074,0,0,0,0,0,4.383,0,1,0
22800040,22800020,22800050,0.00168,0,0.00051,0,0,0,0,0,4.383,0,1,0
22800041,22800040,22800051,0.00335,0,0.00102,0,0,0,0,0,4.383,0,1,0
22800042,22800062,22800052,0.00151,0,0.00065,0,0,0,0,0,5.656,0,1,0
22800043,22800032,22800003,0.00196,0,0.00085,0,0,0,0,0,5.656,0,1,0
22800044,22800004,22800003,0.00787,0,0.00131,0,0,0,0,0,3.1099,0,1,0
22800045,22800050,22800005,0.00278,0,0.00085,0,0,0,0,0,4.383,0,1,0
22800046,22800055,22800005,0.00363,0,0.00111,0,0,0,0,0,4.383,0,1,0
22800047,22800061,22800006,0.00435,0,0.00133,0,0,0,0,0,4.383,0,1,0
22800048,22800006,22800055,0.00354,0,0.00087,0,0,0,0,0,3.1099,0,1,0
22800049,22800011,22800065,0.00448,0,0.00194,0,0,0,0,0,5.656,0,1,0
22800050,22800066,22800011,0.00287,0,0.00124,0,0,0,0,0,5.656,0,1,0
22800051,22800057,22800021,0.00299,0,0.00092,0,0,0,0,0,4.383,0,1,0
22800052,22800007,22800021,0.0026,0,0.0008,0,0,0,0,0,4.383,0,1,0
22800053,22800008,22800033,0.00269,0,0.00082,0,0,0,0,0,4.383,0,1,0
22800054,22800009,22800034,0.00274,0,0.00084,0,0,0,0,0,4.383,0,1,0
22800055,22800036,22800065,0.00223,0,0.00068,0,0,0,0,0,4.383,0,1,0
22800056,22800021,22800036,0.00364,0,0.00112,0,0,0,0,0,4.383,0,1,0
22800057,22800038,22800007,0.00365,0,0.00112,0,0,0,0,0,4.383,0,1,0
22800058,22800068,22800045,0.00603,0,0.00185,0,0,0,0,0,4.383,0,1,0
22800059,22800048,22800008,0.00536,0,0.00164,0,0,0,0,0,4.383,0,1,0
22800060,22800033,22800007,0.00428,0,0.00131,0,0,0,0,0,4.383,0,1,0
22800061,22800034,22800008,0.0033,0,0.00101,0,0,0,0,0,4.383,0,1,0
22800062,22800045,22800009,0.00728,0,0.00223,0,0,0,0,0,4.383,0,1,0
22800063,22800031,22800015,0.00499,0,0.00084,0,0,0,0,0,2.637,0,1,0
22800064,22800067,22800029,0.0019,0,0.00032,0,0,0,0,0,2.637,0,1,0
22800065,22800029,22800031,0.00163,0,0.00027,0,0,0,0,0,2.637,0,1,0
22800066,22800043,22800065,0.00183,0,0.00039,0,0,0,0,0,3.1826,0,1,0
22800067,22800010,22800043,0.00155,0,0.00033,0,0,0,0,0,3.1826,0,1,0
22800068,22800015,22800044,0.00658,0,0.00139,0,0,0,0,0,3.1826,0,1,0
22800069,22800044,22800010,0.00169,0,0.00036,0,0,0,0,0,3.1826,0,1,0
22800070,22800058,22800065,0.00003,0,0.00001,0,0,0,0,0,3.1826,0,1,0
22800071,22800106,1280,0.000302,0,0.001511,0,0,0,0,0,21.8784,0,1,0
22800072,22800098,22800079,0.00212,0,0.00065,0,0,0,0,0,4.383,0,1,0
22800073,22800105,22800106,0.000009,0,0.000009,0,0,0,0,0,7.2928,0,1,0
