QtBids,QBid1,QBid2,Tau,ForTime
112484,302858,302858,68,68
112484,302858,302859,68,69
112484,302859,302859,69,69
112484,302858,302860,68,70
112484,302859,302860,69,70
112484,302860,302860,70,70
112485,302861,302861,68,68
112485,302861,302862,68,69
112485,302862,302862,69,69
112485,302861,302863,68,70
112485,302862,302863,69,70
112485,302863,302863,70,70
112486,302864,302864,68,68
112486,302864,302865,68,69
112486,302865,302865,69,69
112486,302864,302866,68,70
112486,302865,302866,69,70
112486,302866,302866,70,70
112487,302867,302867,68,68
112487,302867,302868,68,69
112487,302868,302868,69,69
112487,302867,302869,68,70
112487,302868,302869,69,70
112487,302869,302869,70,70
112488,302870,302870,68,68
112488,302870,302871,68,69
112488,302871,302871,69,69
112488,302870,302872,68,70
112488,302871,302872,69,70
112488,302872,302872,70,70
112489,302873,302873,68,68
112489,302873,302874,68,69
112489,302874,302874,69,69
112489,302873,302875,68,70
112489,302874,302875,69,70
112489,302875,302875,70,70
112490,302876,302876,68,68
112490,302876,302877,68,69
112490,302877,302877,69,69
112490,302876,302878,68,70
112490,302877,302878,69,70
112490,302878,302878,70,70
112491,302879,302879,68,68
112491,302879,302880,68,69
112491,302880,302880,69,69
112491,302879,302881,68,70
112491,302880,302881,69,70
112491,302881,302881,70,70
112492,302882,302882,68,68
112492,302882,302883,68,69
112492,302883,302883,69,69
112492,302882,302884,68,70
112492,302883,302884,69,70
112492,302884,302884,70,70
112493,302885,302885,68,68
112493,302885,302886,68,69
112493,302886,302886,69,69
112493,302885,302887,68,70
112493,302886,302887,69,70
112493,302887,302887,70,70
112494,302888,302888,68,68
112494,302888,302889,68,69
112494,302889,302889,69,69
112494,302888,302890,68,70
112494,302889,302890,69,70
112494,302890,302890,70,70
112495,302891,302891,68,68
112495,302891,302892,68,69
112495,302892,302892,69,69
112495,302891,302893,68,70
112495,302892,302893,69,70
112495,302893,302893,70,70
112496,302894,302894,68,68
112496,302894,302895,68,69
112496,302895,302895,69,69
112496,302894,302896,68,70
112496,302895,302896,69,70
112496,302896,302896,70,70
112497,302897,302897,68,68
112497,302897,302898,68,69
112497,302898,302898,69,69
112497,302897,302899,68,70
112497,302898,302899,69,70
112497,302899,302899,70,70
112498,302900,302900,68,68
112498,302900,302901,68,69
112498,302901,302901,69,69
112498,302900,302902,68,70
112498,302901,302902,69,70
112498,302902,302902,70,70
112499,302903,302903,68,68
112499,302903,302904,68,69
112499,302904,302904,69,69
112499,302903,302905,68,70
112499,302904,302905,69,70
112499,302905,302905,70,70
112500,302906,302906,68,68
112500,302906,302907,68,69
112500,302907,302907,69,69
112500,302906,302908,68,70
112500,302907,302908,69,70
112500,302908,302908,70,70
112501,302909,302909,68,68
112501,302909,302910,68,69
112501,302910,302910,69,69
112501,302909,302911,68,70
112501,302910,302911,69,70
112501,302911,302911,70,70
112502,302912,302912,68,68
112502,302912,302913,68,69
112502,302913,302913,69,69
112502,302912,302914,68,70
112502,302913,302914,69,70
112502,302914,302914,70,70
112503,302915,302915,68,68
112503,302915,302916,68,69
112503,302916,302916,69,69
112503,302915,302917,68,70
112503,302916,302917,69,70
112503,302917,302917,70,70
112504,302918,302918,68,68
112504,302918,302919,68,69
112504,302919,302919,69,69
112504,302918,302920,68,70
112504,302919,302920,69,70
112504,302920,302920,70,70
112505,302921,302921,68,68
112505,302921,302922,68,69
112505,302922,302922,69,69
112505,302921,302923,68,70
112505,302922,302923,69,70
112505,302923,302923,70,70
112506,302924,302924,68,68
112506,302924,302925,68,69
112506,302925,302925,69,69
112506,302924,302926,68,70
112506,302925,302926,69,70
112506,302926,302926,70,70
112507,302927,302927,68,68
112507,302927,302928,68,69
112507,302928,302928,69,69
112507,302927,302929,68,70
112507,302928,302929,69,70
112507,302929,302929,70,70
112508,302930,302930,68,68
112508,302930,302931,68,69
112508,302931,302931,69,69
112508,302930,302932,68,70
112508,302931,302932,69,70
112508,302932,302932,70,70
112509,302933,302933,68,68
112509,302933,302934,68,69
112509,302934,302934,69,69
112509,302933,302935,68,70
112509,302934,302935,69,70
112509,302935,302935,70,70
112510,302936,302936,68,68
112510,302936,302937,68,69
112510,302937,302937,69,69
112510,302936,302938,68,70
112510,302937,302938,69,70
112510,302938,302938,70,70
112511,302939,302939,68,68
112511,302939,302940,68,69
112511,302940,302940,69,69
112511,302939,302941,68,70
112511,302940,302941,69,70
112511,302941,302941,70,70
112512,302942,302942,68,68
112512,302942,302943,68,69
112512,302943,302943,69,69
112512,302942,302944,68,70
112512,302943,302944,69,70
112512,302944,302944,70,70
112513,302945,302945,68,68
112513,302945,302946,68,69
112513,302946,302946,69,69
112513,302945,302947,68,70
112513,302946,302947,69,70
112513,302947,302947,70,70
112514,302948,302948,68,68
112514,302948,302949,68,69
112514,302949,302949,69,69
112514,302948,302950,68,70
112514,302949,302950,69,70
112514,302950,302950,70,70
112515,302951,302951,68,68
112515,302951,302952,68,69
112515,302952,302952,69,69
112515,302951,302953,68,70
112515,302952,302953,69,70
112515,302953,302953,70,70
112516,302954,302954,68,68
112516,302954,302955,68,69
112516,302955,302955,69,69
112516,302954,302956,68,70
112516,302955,302956,69,70
112516,302956,302956,70,70
112517,302957,302957,68,68
112517,302957,302958,68,69
112517,302958,302958,69,69
112517,302957,302959,68,70
112517,302958,302959,69,70
112517,302959,302959,70,70
112518,302960,302960,68,68
112518,302960,302961,68,69
112518,302961,302961,69,69
112518,302960,302962,68,70
112518,302961,302962,69,70
112518,302962,302962,70,70
112519,302963,302963,68,68
112519,302963,302964,68,69
112519,302964,302964,69,69
112519,302963,302965,68,70
112519,302964,302965,69,70
112519,302965,302965,70,70
112520,302966,302966,68,68
112520,302966,302967,68,69
112520,302967,302967,69,69
112520,302966,302968,68,70
112520,302967,302968,69,70
112520,302968,302968,70,70
112521,302969,302969,68,68
112521,302969,302970,68,69
112521,302970,302970,69,69
112521,302969,302971,68,70
112521,302970,302971,69,70
112521,302971,302971,70,70
112522,302972,302972,68,68
112522,302972,302973,68,69
112522,302973,302973,69,69
112522,302972,302974,68,70
112522,302973,302974,69,70
112522,302974,302974,70,70
112523,302975,302975,68,68
112523,302975,302976,68,69
112523,302976,302976,69,69
112523,302975,302977,68,70
112523,302976,302977,69,70
112523,302977,302977,70,70
112524,302978,302978,68,68
112524,302978,302979,68,69
112524,302979,302979,69,69
112524,302978,302980,68,70
112524,302979,302980,69,70
112524,302980,302980,70,70
112525,302981,302981,68,68
112525,302981,302982,68,69
112525,302982,302982,69,69
112525,302981,302983,68,70
112525,302982,302983,69,70
112525,302983,302983,70,70
112526,302984,302984,68,68
112526,302984,302985,68,69
112526,302985,302985,69,69
112526,302984,302986,68,70
112526,302985,302986,69,70
112526,302986,302986,70,70
112527,302987,302987,68,68
112527,302987,302988,68,69
112527,302988,302988,69,69
112527,302987,302989,68,70
112527,302988,302989,69,70
112527,302989,302989,70,70
112528,302990,302990,68,68
112528,302990,302991,68,69
112528,302991,302991,69,69
112528,302990,302992,68,70
112528,302991,302992,69,70
112528,302992,302992,70,70
112529,302993,302993,68,68
112529,302993,302994,68,69
112529,302994,302994,69,69
112529,302993,302995,68,70
112529,302994,302995,69,70
112529,302995,302995,70,70
112530,302996,302996,68,68
112530,302996,302997,68,69
112530,302997,302997,69,69
112530,302996,302998,68,70
112530,302997,302998,69,70
112530,302998,302998,70,70
112531,302999,302999,68,68
112531,302999,303000,68,69
112531,303000,303000,69,69
112531,302999,303001,68,70
112531,303000,303001,69,70
112531,303001,303001,70,70
112532,303002,303002,68,68
112532,303002,303003,68,69
112532,303003,303003,69,69
112532,303002,303004,68,70
112532,303003,303004,69,70
112532,303004,303004,70,70
112533,303005,303005,68,68
112533,303005,303006,68,69
112533,303006,303006,69,69
112533,303005,303007,68,70
112533,303006,303007,69,70
112533,303007,303007,70,70
112534,303008,303008,68,68
112534,303008,303009,68,69
112534,303009,303009,69,69
112534,303008,303010,68,70
112534,303009,303010,69,70
112534,303010,303010,70,70
112535,303011,303011,68,68
112535,303011,303012,68,69
112535,303012,303012,69,69
112535,303011,303013,68,70
112535,303012,303013,69,70
112535,303013,303013,70,70
112536,303014,303014,68,68
112536,303014,303015,68,69
112536,303015,303015,69,69
112536,303014,303016,68,70
112536,303015,303016,69,70
112536,303016,303016,70,70
112537,303017,303017,68,68
112537,303017,303018,68,69
112537,303018,303018,69,69
112537,303017,303019,68,70
112537,303018,303019,69,70
112537,303019,303019,70,70
112538,303020,303020,68,68
112538,303020,303021,68,69
112538,303021,303021,69,69
112538,303020,303022,68,70
112538,303021,303022,69,70
112538,303022,303022,70,70
112539,303023,303023,68,68
112539,303023,303024,68,69
112539,303024,303024,69,69
112539,303023,303025,68,70
112539,303024,303025,69,70
112539,303025,303025,70,70
112540,303026,303026,68,68
112540,303026,303027,68,69
112540,303027,303027,69,69
112540,303026,303028,68,70
112540,303027,303028,69,70
112540,303028,303028,70,70
112541,303029,303029,68,68
112541,303029,303030,68,69
112541,303030,303030,69,69
112541,303029,303031,68,70
112541,303030,303031,69,70
112541,303031,303031,70,70
112542,303032,303032,68,68
112542,303032,303033,68,69
112542,303033,303033,69,69
112542,303032,303034,68,70
112542,303033,303034,69,70
112542,303034,303034,70,70
112543,303035,303035,68,68
112543,303035,303036,68,69
112543,303036,303036,69,69
112543,303035,303037,68,70
112543,303036,303037,69,70
112543,303037,303037,70,70
112544,303038,303038,68,68
112544,303038,303039,68,69
112544,303039,303039,69,69
112544,303038,303040,68,70
112544,303039,303040,69,70
112544,303040,303040,70,70
112545,303041,303041,68,68
112545,303041,303042,68,69
112545,303042,303042,69,69
112545,303041,303043,68,70
112545,303042,303043,69,70
112545,303043,303043,70,70
112546,303044,303044,68,68
112546,303044,303045,68,69
112546,303045,303045,69,69
112546,303044,303046,68,70
112546,303045,303046,69,70
112546,303046,303046,70,70
112547,303047,303047,68,68
112547,303047,303048,68,69
112547,303048,303048,69,69
112547,303047,303049,68,70
112547,303048,303049,69,70
112547,303049,303049,70,70
112548,303050,303050,68,68
112548,303050,303051,68,69
112548,303051,303051,69,69
112548,303050,303052,68,70
112548,303051,303052,69,70
112548,303052,303052,70,70
112549,303053,303053,68,68
112549,303053,303054,68,69
112549,303054,303054,69,69
112549,303053,303055,68,70
112549,303054,303055,69,70
112549,303055,303055,70,70
112550,303056,303056,68,68
112550,303056,303057,68,69
112550,303057,303057,69,69
112550,303056,303058,68,70
112550,303057,303058,69,70
112550,303058,303058,70,70
112551,303059,303059,68,68
112551,303059,303060,68,69
112551,303060,303060,69,69
112551,303059,303061,68,70
112551,303060,303061,69,70
112551,303061,303061,70,70
112552,303062,303062,68,68
112552,303062,303063,68,69
112552,303063,303063,69,69
112552,303062,303064,68,70
112552,303063,303064,69,70
112552,303064,303064,70,70
112553,303065,303065,68,68
112553,303065,303066,68,69
112553,303066,303066,69,69
112553,303065,303067,68,70
112553,303066,303067,69,70
112553,303067,303067,70,70
112554,303068,303068,68,68
112554,303068,303069,68,69
112554,303069,303069,69,69
112554,303068,303070,68,70
112554,303069,303070,69,70
112554,303070,303070,70,70
112555,303071,303071,68,68
112555,303071,303072,68,69
112555,303072,303072,69,69
112555,303071,303073,68,70
112555,303072,303073,69,70
112555,303073,303073,70,70
112556,303074,303074,68,68
112556,303074,303075,68,69
112556,303075,303075,69,69
112556,303074,303076,68,70
112556,303075,303076,69,70
112556,303076,303076,70,70
112557,303077,303077,68,68
112557,303077,303078,68,69
112557,303078,303078,69,69
112557,303077,303079,68,70
112557,303078,303079,69,70
112557,303079,303079,70,70
112558,303080,303080,68,68
112558,303080,303081,68,69
112558,303081,303081,69,69
112558,303080,303082,68,70
112558,303081,303082,69,70
112558,303082,303082,70,70
112559,303083,303083,68,68
112559,303083,303084,68,69
112559,303084,303084,69,69
112559,303083,303085,68,70
112559,303084,303085,69,70
112559,303085,303085,70,70
112560,303086,303086,68,68
112560,303086,303087,68,69
112560,303087,303087,69,69
112560,303086,303088,68,70
112560,303087,303088,69,70
112560,303088,303088,70,70
112561,303089,303089,68,68
112561,303089,303090,68,69
112561,303090,303090,69,69
112561,303089,303091,68,70
112561,303090,303091,69,70
112561,303091,303091,70,70
112562,303092,303092,68,68
112562,303092,303093,68,69
112562,303093,303093,69,69
112562,303092,303094,68,70
112562,303093,303094,69,70
112562,303094,303094,70,70
112563,303095,303095,68,68
112563,303095,303096,68,69
112563,303096,303096,69,69
112563,303095,303097,68,70
112563,303096,303097,69,70
112563,303097,303097,70,70
112564,303098,303098,68,68
112564,303098,303099,68,69
112564,303099,303099,69,69
112564,303098,303100,68,70
112564,303099,303100,69,70
112564,303100,303100,70,70
112565,303101,303101,68,68
112565,303101,303102,68,69
112565,303102,303102,69,69
112565,303101,303103,68,70
112565,303102,303103,69,70
112565,303103,303103,70,70
112566,303104,303104,68,68
112566,303104,303105,68,69
112566,303105,303105,69,69
112566,303104,303106,68,70
112566,303105,303106,69,70
112566,303106,303106,70,70
112567,303107,303107,68,68
112567,303107,303108,68,69
112567,303108,303108,69,69
112567,303107,303109,68,70
112567,303108,303109,69,70
112567,303109,303109,70,70
112568,303110,303110,68,68
112568,303110,303111,68,69
112568,303111,303111,69,69
112568,303110,303112,68,70
112568,303111,303112,69,70
112568,303112,303112,70,70
112569,303113,303113,68,68
112569,303113,303114,68,69
112569,303114,303114,69,69
112569,303113,303115,68,70
112569,303114,303115,69,70
112569,303115,303115,70,70
112570,303116,303116,68,68
112570,303116,303117,68,69
112570,303117,303117,69,69
112570,303116,303118,68,70
112570,303117,303118,69,70
112570,303118,303118,70,70
112571,303119,303119,68,68
112571,303119,303120,68,69
112571,303120,303120,69,69
112571,303119,303121,68,70
112571,303120,303121,69,70
112571,303121,303121,70,70
112572,303122,303122,68,68
112572,303122,303123,68,69
112572,303123,303123,69,69
112572,303122,303124,68,70
112572,303123,303124,69,70
112572,303124,303124,70,70
112573,303125,303125,68,68
112573,303125,303126,68,69
112573,303126,303126,69,69
112573,303125,303127,68,70
112573,303126,303127,69,70
112573,303127,303127,70,70
112574,303128,303128,68,68
112574,303128,303129,68,69
112574,303129,303129,69,69
112574,303128,303130,68,70
112574,303129,303130,69,70
112574,303130,303130,70,70
112575,303131,303131,68,68
112575,303131,303132,68,69
112575,303132,303132,69,69
112575,303131,303133,68,70
112575,303132,303133,69,70
112575,303133,303133,70,70
112576,303134,303134,68,68
112576,303134,303135,68,69
112576,303135,303135,69,69
112576,303134,303136,68,70
112576,303135,303136,69,70
112576,303136,303136,70,70
112577,303137,303137,68,68
112577,303137,303138,68,69
112577,303138,303138,69,69
112577,303137,303139,68,70
112577,303138,303139,69,70
112577,303139,303139,70,70
112578,303140,303140,68,68
112578,303140,303141,68,69
112578,303141,303141,69,69
112578,303140,303142,68,70
112578,303141,303142,69,70
112578,303142,303142,70,70
112579,303143,303143,68,68
112579,303143,303144,68,69
112579,303144,303144,69,69
112579,303143,303145,68,70
112579,303144,303145,69,70
112579,303145,303145,70,70
112580,303146,303146,68,68
112580,303146,303147,68,69
112580,303147,303147,69,69
112580,303146,303148,68,70
112580,303147,303148,69,70
112580,303148,303148,70,70
112581,303149,303149,68,68
112581,303149,303150,68,69
112581,303150,303150,69,69
112581,303149,303151,68,70
112581,303150,303151,69,70
112581,303151,303151,70,70
112582,303152,303152,68,68
112582,303152,303153,68,69
112582,303153,303153,69,69
112582,303152,303154,68,70
112582,303153,303154,69,70
112582,303154,303154,70,70
112583,303155,303155,68,68
112583,303155,303156,68,69
112583,303156,303156,69,69
112583,303155,303157,68,70
112583,303156,303157,69,70
112583,303157,303157,70,70
112584,303158,303158,68,68
112584,303158,303159,68,69
112584,303159,303159,69,69
112584,303158,303160,68,70
112584,303159,303160,69,70
112584,303160,303160,70,70
112585,303161,303161,68,68
112585,303161,303162,68,69
112585,303162,303162,69,69
112585,303161,303163,68,70
112585,303162,303163,69,70
112585,303163,303163,70,70
112586,303164,303164,68,68
112586,303164,303165,68,69
112586,303165,303165,69,69
112586,303164,303166,68,70
112586,303165,303166,69,70
112586,303166,303166,70,70
112587,303167,303167,68,68
112587,303167,303168,68,69
112587,303168,303168,69,69
112587,303167,303169,68,70
112587,303168,303169,69,70
112587,303169,303169,70,70
112588,303170,303170,68,68
112588,303170,303171,68,69
112588,303171,303171,69,69
112588,303170,303172,68,70
112588,303171,303172,69,70
112588,303172,303172,70,70
112589,303173,303173,68,68
112589,303173,303174,68,69
112589,303174,303174,69,69
112589,303173,303175,68,70
112589,303174,303175,69,70
112589,303175,303175,70,70
112590,303176,303176,68,68
112590,303176,303177,68,69
112590,303177,303177,69,69
112590,303176,303178,68,70
112590,303177,303178,69,70
112590,303178,303178,70,70
112591,303179,303179,68,68
112591,303179,303180,68,69
112591,303180,303180,69,69
112591,303179,303181,68,70
112591,303180,303181,69,70
112591,303181,303181,70,70
112592,303182,303182,68,68
112592,303182,303183,68,69
112592,303183,303183,69,69
112592,303182,303184,68,70
112592,303183,303184,69,70
112592,303184,303184,70,70
112593,303185,303185,68,68
112593,303185,303186,68,69
112593,303186,303186,69,69
112593,303185,303187,68,70
112593,303186,303187,69,70
112593,303187,303187,70,70
112594,303188,303188,68,68
112594,303188,303189,68,69
112594,303189,303189,69,69
112594,303188,303190,68,70
112594,303189,303190,69,70
112594,303190,303190,70,70
112595,303191,303191,68,68
112595,303191,303192,68,69
112595,303192,303192,69,69
112595,303191,303193,68,70
112595,303192,303193,69,70
112595,303193,303193,70,70
112596,303194,303194,68,68
112596,303194,303195,68,69
112596,303195,303195,69,69
112596,303194,303196,68,70
112596,303195,303196,69,70
112596,303196,303196,70,70
112597,303197,303197,68,68
112597,303197,303198,68,69
112597,303198,303198,69,69
112597,303197,303199,68,70
112597,303198,303199,69,70
112597,303199,303199,70,70
112598,303200,303200,68,68
112598,303200,303201,68,69
112598,303201,303201,69,69
112598,303200,303202,68,70
112598,303201,303202,69,70
112598,303202,303202,70,70
112599,303203,303203,68,68
112599,303203,303204,68,69
112599,303204,303204,69,69
112599,303203,303205,68,70
112599,303204,303205,69,70
112599,303205,303205,70,70
112600,303206,303206,68,68
112600,303206,303207,68,69
112600,303207,303207,69,69
112600,303206,303208,68,70
112600,303207,303208,69,70
112600,303208,303208,70,70
112601,303209,303209,68,68
112601,303209,303210,68,69
112601,303210,303210,69,69
112601,303209,303211,68,70
112601,303210,303211,69,70
112601,303211,303211,70,70
112602,303212,303212,68,68
112602,303212,303213,68,69
112602,303213,303213,69,69
112602,303212,303214,68,70
112602,303213,303214,69,70
112602,303214,303214,70,70
112603,303215,303215,68,68
112603,303215,303216,68,69
112603,303216,303216,69,69
112603,303215,303217,68,70
112603,303216,303217,69,70
112603,303217,303217,70,70
112604,303218,303218,68,68
112604,303218,303219,68,69
112604,303219,303219,69,69
112604,303218,303220,68,70
112604,303219,303220,69,70
112604,303220,303220,70,70
112605,303221,303221,68,68
112605,303221,303222,68,69
112605,303222,303222,69,69
112605,303221,303223,68,70
112605,303222,303223,69,70
112605,303223,303223,70,70
112606,303224,303224,68,68
112606,303224,303225,68,69
112606,303225,303225,69,69
112606,303224,303226,68,70
112606,303225,303226,69,70
112606,303226,303226,70,70
112607,303227,303227,68,68
112607,303227,303228,68,69
112607,303228,303228,69,69
112607,303227,303229,68,70
112607,303228,303229,69,70
112607,303229,303229,70,70
112608,303230,303230,68,68
112608,303230,303231,68,69
112608,303231,303231,69,69
112608,303230,303232,68,70
112608,303231,303232,69,70
112608,303232,303232,70,70
112609,303233,303233,68,68
112609,303233,303234,68,69
112609,303234,303234,69,69
112609,303233,303235,68,70
112609,303234,303235,69,70
112609,303235,303235,70,70
112610,303236,303236,68,68
112610,303236,303237,68,69
112610,303237,303237,69,69
112610,303236,303238,68,70
112610,303237,303238,69,70
112610,303238,303238,70,70
112611,303239,303239,68,68
112611,303239,303240,68,69
112611,303240,303240,69,69
112611,303239,303241,68,70
112611,303240,303241,69,70
112611,303241,303241,70,70
112612,303242,303242,68,68
112612,303242,303243,68,69
112612,303243,303243,69,69
112612,303242,303244,68,70
112612,303243,303244,69,70
112612,303244,303244,70,70
112613,303245,303245,68,68
112613,303245,303246,68,69
112613,303246,303246,69,69
112613,303245,303247,68,70
112613,303246,303247,69,70
112613,303247,303247,70,70
112614,303248,303248,68,68
112614,303248,303249,68,69
112614,303249,303249,69,69
112614,303248,303250,68,70
112614,303249,303250,69,70
112614,303250,303250,70,70
112615,303251,303251,68,68
112615,303251,303252,68,69
112615,303252,303252,69,69
112615,303251,303253,68,70
112615,303252,303253,69,70
112615,303253,303253,70,70
112616,303254,303254,68,68
112616,303254,303255,68,69
112616,303255,303255,69,69
112616,303254,303256,68,70
112616,303255,303256,69,70
112616,303256,303256,70,70
112617,303257,303257,68,68
112617,303257,303258,68,69
112617,303258,303258,69,69
112617,303257,303259,68,70
112617,303258,303259,69,70
112617,303259,303259,70,70
112618,303260,303260,68,68
112618,303260,303261,68,69
112618,303261,303261,69,69
112618,303260,303262,68,70
112618,303261,303262,69,70
112618,303262,303262,70,70
112619,303263,303263,68,68
112619,303263,303264,68,69
112619,303264,303264,69,69
112619,303263,303265,68,70
112619,303264,303265,69,70
112619,303265,303265,70,70
112620,303266,303266,68,68
112620,303266,303267,68,69
112620,303267,303267,69,69
112620,303266,303268,68,70
112620,303267,303268,69,70
112620,303268,303268,70,70
112621,303269,303269,68,68
112621,303269,303270,68,69
112621,303270,303270,69,69
112621,303269,303271,68,70
112621,303270,303271,69,70
112621,303271,303271,70,70
112622,303272,303272,68,68
112622,303272,303273,68,69
112622,303273,303273,69,69
112622,303272,303274,68,70
112622,303273,303274,69,70
112622,303274,303274,70,70
112623,303275,303275,68,68
112623,303275,303276,68,69
112623,303276,303276,69,69
112623,303275,303277,68,70
112623,303276,303277,69,70
112623,303277,303277,70,70
112624,303278,303278,68,68
112624,303278,303279,68,69
112624,303279,303279,69,69
112624,303278,303280,68,70
112624,303279,303280,69,70
112624,303280,303280,70,70
112625,303281,303281,68,68
112625,303281,303282,68,69
112625,303282,303282,69,69
112625,303281,303283,68,70
112625,303282,303283,69,70
112625,303283,303283,70,70
112626,303284,303284,68,68
112626,303284,303285,68,69
112626,303285,303285,69,69
112626,303284,303286,68,70
112626,303285,303286,69,70
112626,303286,303286,70,70
112627,303287,303287,68,68
112627,303287,303288,68,69
112627,303288,303288,69,69
112627,303287,303289,68,70
112627,303288,303289,69,70
112627,303289,303289,70,70
112628,303290,303290,68,68
112628,303290,303291,68,69
112628,303291,303291,69,69
112628,303290,303292,68,70
112628,303291,303292,69,70
112628,303292,303292,70,70
112629,303293,303293,68,68
112629,303293,303294,68,69
112629,303294,303294,69,69
112629,303293,303295,68,70
112629,303294,303295,69,70
112629,303295,303295,70,70
112630,303296,303296,68,68
112630,303296,303297,68,69
112630,303297,303297,69,69
112630,303296,303298,68,70
112630,303297,303298,69,70
112630,303298,303298,70,70
112631,303299,303299,68,68
112631,303299,303300,68,69
112631,303300,303300,69,69
112631,303299,303301,68,70
112631,303300,303301,69,70
112631,303301,303301,70,70
112632,303302,303302,68,68
112632,303302,303303,68,69
112632,303303,303303,69,69
112632,303302,303304,68,70
112632,303303,303304,69,70
112632,303304,303304,70,70
112633,303305,303305,68,68
112633,303305,303306,68,69
112633,303306,303306,69,69
112633,303305,303307,68,70
112633,303306,303307,69,70
112633,303307,303307,70,70
112634,303308,303308,68,68
112634,303308,303309,68,69
112634,303309,303309,69,69
112634,303308,303310,68,70
112634,303309,303310,69,70
112634,303310,303310,70,70
112635,303311,303311,68,68
112635,303311,303312,68,69
112635,303312,303312,69,69
112635,303311,303313,68,70
112635,303312,303313,69,70
112635,303313,303313,70,70
112636,303314,303314,68,68
112636,303314,303315,68,69
112636,303315,303315,69,69
112636,303314,303316,68,70
112636,303315,303316,69,70
112636,303316,303316,70,70
112637,303317,303317,68,68
112637,303317,303318,68,69
112637,303318,303318,69,69
112637,303317,303319,68,70
112637,303318,303319,69,70
112637,303319,303319,70,70
112638,303320,303320,68,68
112638,303320,303321,68,69
112638,303321,303321,69,69
112638,303320,303322,68,70
112638,303321,303322,69,70
112638,303322,303322,70,70
112639,303323,303323,68,68
112639,303323,303324,68,69
112639,303324,303324,69,69
112639,303323,303325,68,70
112639,303324,303325,69,70
112639,303325,303325,70,70
112640,303326,303326,68,68
112640,303326,303327,68,69
112640,303327,303327,69,69
112640,303326,303328,68,70
112640,303327,303328,69,70
112640,303328,303328,70,70
112641,303329,303329,68,68
112641,303329,303330,68,69
112641,303330,303330,69,69
112641,303329,303331,68,70
112641,303330,303331,69,70
112641,303331,303331,70,70
112642,303332,303332,68,68
112642,303332,303333,68,69
112642,303333,303333,69,69
112642,303332,303334,68,70
112642,303333,303334,69,70
112642,303334,303334,70,70
112643,303335,303335,68,68
112643,303335,303336,68,69
112643,303336,303336,69,69
112643,303335,303337,68,70
112643,303336,303337,69,70
112643,303337,303337,70,70
112644,303338,303338,68,68
112644,303338,303339,68,69
112644,303339,303339,69,69
112644,303338,303340,68,70
112644,303339,303340,69,70
112644,303340,303340,70,70
112645,303341,303341,68,68
112645,303341,303342,68,69
112645,303342,303342,69,69
112645,303341,303343,68,70
112645,303342,303343,69,70
112645,303343,303343,70,70
112646,303344,303344,68,68
112646,303344,303345,68,69
112646,303345,303345,69,69
112646,303344,303346,68,70
112646,303345,303346,69,70
112646,303346,303346,70,70
112647,303347,303347,68,68
112647,303347,303348,68,69
112647,303348,303348,69,69
112647,303347,303349,68,70
112647,303348,303349,69,70
112647,303349,303349,70,70
112648,303350,303350,68,68
112648,303350,303351,68,69
112648,303351,303351,69,69
112648,303350,303352,68,70
112648,303351,303352,69,70
112648,303352,303352,70,70
112649,303353,303353,68,68
112649,303353,303354,68,69
112649,303354,303354,69,69
112649,303353,303355,68,70
112649,303354,303355,69,70
112649,303355,303355,70,70
112650,303356,303356,68,68
112650,303356,303357,68,69
112650,303357,303357,69,69
112650,303356,303358,68,70
112650,303357,303358,69,70
112650,303358,303358,70,70
112651,303359,303359,68,68
112651,303359,303360,68,69
112651,303360,303360,69,69
112651,303359,303361,68,70
112651,303360,303361,69,70
112651,303361,303361,70,70
112652,303362,303362,68,68
112652,303362,303363,68,69
112652,303363,303363,69,69
112652,303362,303364,68,70
112652,303363,303364,69,70
112652,303364,303364,70,70
112653,303365,303365,68,68
112653,303365,303366,68,69
112653,303366,303366,69,69
112653,303365,303367,68,70
112653,303366,303367,69,70
112653,303367,303367,70,70
112654,303368,303368,68,68
112654,303368,303369,68,69
112654,303369,303369,69,69
112654,303368,303370,68,70
112654,303369,303370,69,70
112654,303370,303370,70,70
112655,303371,303371,68,68
112655,303371,303372,68,69
112655,303372,303372,69,69
112655,303371,303373,68,70
112655,303372,303373,69,70
112655,303373,303373,70,70
112656,303374,303374,68,68
112656,303374,303375,68,69
112656,303375,303375,69,69
112656,303374,303376,68,70
112656,303375,303376,69,70
112656,303376,303376,70,70
112657,303377,303377,68,68
112657,303377,303378,68,69
112657,303378,303378,69,69
112657,303377,303379,68,70
112657,303378,303379,69,70
112657,303379,303379,70,70
112658,303380,303380,68,68
112658,303380,303381,68,69
112658,303381,303381,69,69
112658,303380,303382,68,70
112658,303381,303382,69,70
112658,303382,303382,70,70
112659,303383,303383,68,68
112659,303383,303384,68,69
112659,303384,303384,69,69
112659,303383,303385,68,70
112659,303384,303385,69,70
112659,303385,303385,70,70
112660,303386,303386,68,68
112660,303386,303387,68,69
112660,303387,303387,69,69
112660,303386,303388,68,70
112660,303387,303388,69,70
112660,303388,303388,70,70
112661,303389,303389,68,68
112661,303389,303390,68,69
112661,303390,303390,69,69
112661,303389,303391,68,70
112661,303390,303391,69,70
112661,303391,303391,70,70
112662,303392,303392,68,68
112662,303392,303393,68,69
112662,303393,303393,69,69
112662,303392,303394,68,70
112662,303393,303394,69,70
112662,303394,303394,70,70
112663,303395,303395,68,68
