ID,R,G,X,B,Pmin,Pmax,Qmin,Qmax,S,NodeFrom,NodeTo,DecNetFrom,DecNetTo,Tap,Shift
1438,0,0,0.00000109,0.002189564,-10,10,-10,10,113.1722,2498,970,IT_Transmission,IT_Transmission,1,0
1439,0,0,0.000068985,0.141226905,-10,10,-10,10,113.1722,2498,1082,IT_Transmission,IT_Transmission,1,0
1440,0,0,0.000001722,0.001642173,-10,10,-10,10,105.627386,2639,982,IT_Transmission,IT_Transmission,1,0
1441,0,0,0.000067551,0.134658212,-10,10,-10,10,100.597511,2657,971,IT_Transmission,IT_Transmission,1,0
1442,0,0,0.000002583,0.004379129,-10,10,-10,10,156.840665,2661,966,IT_Transmission,IT_Transmission,1,0
1443,0,0,0.000002583,0.004379129,-10,10,-10,10,156.840665,2661,1046,IT_Transmission,IT_Transmission,1,0
1444,0,0,0.000031221,0.067876497,-10,10,-10,10,137.178424,2662,994,IT_Transmission,IT_Transmission,1,0
1445,0,0,0.000001894,0.003831738,-10,10,-10,10,137.178424,2662,1006,IT_Transmission,IT_Transmission,1,0
1446,0,0,0.000030418,0.076634755,-10,10,-10,10,90.766391,2660,993,IT_Transmission,IT_Transmission,1,0
1447,0,0,0.000029844,0.071708235,-10,10,-10,10,156.840665,2674,997,IT_Transmission,IT_Transmission,1,0
1448,0,0,0.00000287,0.001642173,-10,10,-10,10,137.178424,2618,992,IT_Transmission,IT_Transmission,1,0
1449,0,0,0.000001722,0.001642173,-10,10,-10,10,137.178424,2676,1009,IT_Transmission,IT_Transmission,1,0
1450,0,0,0.000111341,0.219503833,-10,10,-10,10,137.178424,2677,998,IT_Transmission,IT_Transmission,1,0
1451,0,0,0.000002468,0.00492652,-10,10,-10,10,156.840665,2669,996,IT_Transmission,IT_Transmission,1,0
1452,0,0,0.000001722,0.001642173,-10,10,-10,10,137.178424,2619,1038,IT_Transmission,IT_Transmission,1,0
1453,0,0,0.000003444,0.007116084,-10,10,-10,10,137.178424,2690,1000,IT_Transmission,IT_Transmission,1,0
1454,0,0,0.000018193,0.043791288,-10,10,-10,10,100000,2696,1004,IT_Transmission,IT_Transmission,1,0
1455,0,0,0.000008035,0.017516515,-10,10,-10,10,194.10747,2692,954,IT_Transmission,IT_Transmission,1,0
1456,0,0,0.000001779,0.003831738,-10,10,-10,10,137.178424,2692,1002,IT_Transmission,IT_Transmission,1,0
1457,0,0,0.000057277,0.137395167,-10,10,-10,10,198.680084,2703,1032,IT_Transmission,IT_Transmission,1,0
1458,0,0,0.000001722,0.001642173,-10,10,-10,10,137.178424,2621,1008,IT_Transmission,IT_Transmission,1,0
1459,0,0,0.000001722,0.001642173,-10,10,-10,10,137.178424,2620,1007,IT_Transmission,IT_Transmission,1,0
1460,0,0,0.000004591,0.008758258,-10,10,-10,10,114.772615,2737,1013,IT_Transmission,IT_Transmission,1,0
1461,0,0,0.000008035,0.017516515,-10,10,-10,10,114.772615,2729,1010,IT_Transmission,IT_Transmission,1,0
1462,0,0,0.000001148,0.002736956,-10,10,-10,10,114.772615,2731,1011,IT_Transmission,IT_Transmission,1,0
1463,0,0,0.000042068,0.090866923,-10,10,-10,10,114.772615,2731,1075,IT_Transmission,IT_Transmission,1,0
1464,0,0,0.000003616,0.006568693,-10,10,-10,10,84.593361,2735,1012,IT_Transmission,IT_Transmission,1,0
1465,0,0,0.000012282,0.023537817,-10,10,-10,10,88.022822,2745,1017,IT_Transmission,IT_Transmission,1,0
1466,0,0,0.000002812,0.006021302,-10,10,-10,10,137.178424,2771,1059,IT_Transmission,IT_Transmission,1,0
1467,0,0,0.000001722,0.001642173,-10,10,-10,10,137.178424,2772,1027,IT_Transmission,IT_Transmission,1,0
1468,0,0,0.000001722,0.001642173,-10,10,-10,10,137.178424,2772,958,IT_Transmission,IT_Transmission,1,0
1469,0,0,0.000016012,0.03448564,-10,10,-10,10,137.178424,2775,984,IT_Transmission,IT_Transmission,1,0
1470,0,0,0.00009418,0.203629491,-10,10,-10,10,137.178424,2782,950,IT_Transmission,IT_Transmission,1,0
1471,0,0,0.000000459,0.001094782,-10,10,-10,10,156.840665,2787,991,IT_Transmission,IT_Transmission,1,0
1472,0,0,0.000000517,0.001094782,-10,10,-10,10,198.680084,2770,1020,IT_Transmission,IT_Transmission,1,0
1473,0,0,0.000000459,0.001094782,-10,10,-10,10,137.178424,2848,995,IT_Transmission,IT_Transmission,1,0
1474,0,0,0.000004591,0.002189564,-10,10,-10,10,137.178424,2848,1033,IT_Transmission,IT_Transmission,1,0
1475,0,0,0.000105601,0.219503833,-10,10,-10,10,97.853942,2818,1030,IT_Transmission,IT_Transmission,1,0
1476,0,0,0.000001722,0.001642173,-10,10,-10,10,137.178424,2828,1031,IT_Transmission,IT_Transmission,1,0
1477,0,0,0.000001722,0.001642173,-10,10,-10,10,137.178424,2814,1028,IT_Transmission,IT_Transmission,1,0
1478,0,0,0.000001722,0.001642173,-10,10,-10,10,137.178424,2808,959,IT_Transmission,IT_Transmission,1,0
1479,0,0,0.000001722,0.001642173,-10,10,-10,10,137.178424,2857,1005,IT_Transmission,IT_Transmission,1,0
1480,0,0,0.000001894,0.004379129,-10,10,-10,10,128.033196,2846,1026,IT_Transmission,IT_Transmission,1,0
1481,0,0,0.000003444,0.008210867,-10,10,-10,10,156.840665,2850,1035,IT_Transmission,IT_Transmission,1,0
1482,0,0,0.000001722,0.001642173,-10,10,-10,10,137.178424,2865,974,IT_Transmission,IT_Transmission,1,0
1483,0,0,0.000002181,0.001642173,-10,10,-10,10,100000,2871,956,IT_Transmission,IT_Transmission,1,0
1484,0,0,0.000080349,0.174070371,-10,10,-10,10,137.178424,2876,1069,IT_Transmission,IT_Transmission,1,0
1485,0,0,0.000001722,0.001642173,-10,10,-10,10,137.178424,2623,979,IT_Transmission,IT_Transmission,1,0
1486,0,0,0.000005395,0.012589995,-10,10,-10,10,210.34025,2887,1042,IT_Transmission,IT_Transmission,1,0
1487,0,0,0.000025539,0.047623026,-10,10,-10,10,92.595436,2888,1043,IT_Transmission,IT_Transmission,1,0
1488,0,0,0.000118916,0.296138587,-10,10,-10,10,210.34025,2947,962,IT_Transmission,IT_Transmission,1,0
1489,0,0,0.000171086,0.380984208,-10,10,-10,10,131.005395,2944,981,IT_Transmission,IT_Transmission,1,0
1490,0,0,0.000020087,0.045433462,-10,10,-10,10,160.498756,2944,807,IT_Transmission,IT_Transmission,1,0
1491,0,0,0.000000861,0.001642173,-10,10,-10,10,137.178424,2624,1047,IT_Transmission,IT_Transmission,1,0
1492,0,0,0.000001722,0.001642173,-10,10,-10,10,198.680084,2923,990,IT_Transmission,IT_Transmission,1,0
1493,0,0,0.000037879,0.068423888,-10,10,-10,10,156.840665,2928,985,IT_Transmission,IT_Transmission,1,0
1494,0,0,0.000001722,0.001642173,-10,10,-10,10,137.178424,2963,1051,IT_Transmission,IT_Transmission,1,0
1495,0,0,0.00000287,0.005473911,-10,10,-10,10,198.680084,2962,1050,IT_Transmission,IT_Transmission,1,0
1496,0,0,0.000071224,0.153269509,-10,10,-10,10,137.178424,2976,1065,IT_Transmission,IT_Transmission,1,0
1497,0,0,0.000007461,0.015874342,-10,10,-10,10,198.680084,2970,1055,IT_Transmission,IT_Transmission,1,0
1498,0,0,0.000001722,0.001642173,-10,10,-10,10,137.178424,2973,1021,IT_Transmission,IT_Transmission,1,0
1499,0,0,0.000001722,0.003284347,-10,10,-10,10,198.680084,2579,977,IT_Transmission,IT_Transmission,1,0
1500,0,0,0.000001722,0.001642173,-10,10,-10,10,198.680084,2990,986,IT_Transmission,IT_Transmission,1,0
1501,0,0,0.000000287,0.001094782,-10,10,-10,10,100000,3031,889,IT_Transmission,IT_Transmission,1,0
1502,0,0,0.000067723,0.146153425,-10,10,-10,10,182.447304,3030,1025,IT_Transmission,IT_Transmission,1,0
1503,0,0,0.000013831,0.030106511,-10,10,-10,10,198.680084,2992,1044,IT_Transmission,IT_Transmission,1,0
1504,0,0,0.000013545,0.031201293,-10,10,-10,10,100000,2994,1073,IT_Transmission,IT_Transmission,1,0
1505,0,0,0.000001722,0.001642173,-10,10,-10,10,137.178424,3049,1068,IT_Transmission,IT_Transmission,1,0
1506,0,0,0.000002181,0.00492652,-10,10,-10,10,137.178424,3048,978,IT_Transmission,IT_Transmission,1,0
1507,0,0,0.000000631,0.001094782,-10,10,-10,10,137.178424,3048,883,IT_Transmission,IT_Transmission,1,0
1508,0,0,0.000001722,0.001642173,-10,10,-10,10,137.178424,3042,1060,IT_Transmission,IT_Transmission,1,0
1509,0,0,0.000005567,0.012042604,-10,10,-10,10,121.174274,2412,955,IT_Transmission,IT_Transmission,1,0
1510,0,0,0.000001722,0.001642173,-10,10,-10,10,137.178424,2615,1052,IT_Transmission,IT_Transmission,1,0
1511,0,0,0.000014348,0.02955912,-10,10,-10,10,198.680084,3047,1063,IT_Transmission,IT_Transmission,1,0
1512,0,0,0.000001722,0.001642173,-10,10,-10,10,137.178424,2622,1019,IT_Transmission,IT_Transmission,1,0
1513,0,0,0.000001722,0.001642173,-10,10,-10,10,137.178424,2622,1040,IT_Transmission,IT_Transmission,1,0
1514,0,0,0.000001722,0.001642173,-10,10,-10,10,137.178424,2628,951,IT_Transmission,IT_Transmission,1,0
1515,0,0,0.00000023,0.000547391,-10,10,-10,10,210.34025,2628,1066,IT_Transmission,IT_Transmission,1,0
1516,0,0,0.000002583,0.004379129,-10,10,-10,10,156.840665,2629,1067,IT_Transmission,IT_Transmission,1,0
1517,0,0,0.000080292,0.172428198,-10,10,-10,10,137.178424,3046,1062,IT_Transmission,IT_Transmission,1,0
1518,0,0,0.000001722,0.001642173,-10,10,-10,10,137.178424,3022,1057,IT_Transmission,IT_Transmission,1,0
1519,0,0,0.000001722,0.001642173,-10,10,-10,10,137.178424,2627,1053,IT_Transmission,IT_Transmission,1,0
1520,0,0,0.00000023,0.000547391,-10,10,-10,10,137.178424,3026,515,IT_Transmission,IT_Transmission,1,0
1521,0,0,0.000089532,0.19322906,-10,10,-10,10,198.680084,3026,1045,IT_Transmission,IT_Transmission,1,0
1522,0,0,0.000001722,0.001642173,-10,10,-10,10,137.178424,3026,1048,IT_Transmission,IT_Transmission,1,0
1523,0,0,0.000018939,0.039959551,-10,10,-10,10,88.022822,3009,952,IT_Transmission,IT_Transmission,1,0
1524,0,0,0.000001722,0.001642173,-10,10,-10,10,137.178424,3028,1058,IT_Transmission,IT_Transmission,1,0
1525,0,0,0.000001722,0.001642173,-10,10,-10,10,137.178424,3028,1061,IT_Transmission,IT_Transmission,1,0
1526,0,0,0.000001722,0.001642173,-10,10,-10,10,198.680084,3008,964,IT_Transmission,IT_Transmission,1,0
1527,0,0,0.000001722,0.001642173,-10,10,-10,10,137.178424,3035,957,IT_Transmission,IT_Transmission,1,0
1528,0,0,0.000001722,0.001642173,-10,10,-10,10,88.022822,3019,983,IT_Transmission,IT_Transmission,1,0
1529,0,0,0.000006944,0.01477956,-10,10,-10,10,137.178424,3020,1049,IT_Transmission,IT_Transmission,1,0
1530,0,0,0.000001722,0.001642173,-10,10,-10,10,137.178424,2631,1074,IT_Transmission,IT_Transmission,1,0
1531,0,0,0.000001722,0.001642173,-10,10,-10,10,137.178424,3086,790,IT_Transmission,IT_Transmission,1,0
1532,0,0,0.000001722,0.001642173,-10,10,-10,10,137.178424,2630,1056,IT_Transmission,IT_Transmission,1,0
1533,0,0,0.000064279,0.139584732,-10,10,-10,10,131.005395,3094,989,IT_Transmission,IT_Transmission,1,0
1534,0,0,0.000087753,0.206913837,-10,10,-10,10,198.680084,3095,1070,IT_Transmission,IT_Transmission,1,0
1535,0,0,0.000072945,0.159838202,-10,10,-10,10,50.298755,3090,972,IT_Transmission,IT_Transmission,1,0
1536,0,0,0.000010331,0.022443035,-10,10,-10,10,137.178424,3084,1039,IT_Transmission,IT_Transmission,1,0
1537,0,0,0.000010331,0.022443035,-10,10,-10,10,137.178424,3084,1072,IT_Transmission,IT_Transmission,1,0
1538,0,0,0.000001722,0.001642173,-10,10,-10,10,137.178424,3126,1076,IT_Transmission,IT_Transmission,1,0
1539,0,0,0.000001722,0.001642173,-10,10,-10,10,131.005395,3127,988,IT_Transmission,IT_Transmission,1,0
1540,0,0,0.000001722,0.001642173,-10,10,-10,10,137.178424,3145,1083,IT_Transmission,IT_Transmission,1,0
1541,0,0,0.000001722,0.001642173,-10,10,-10,10,137.178424,3155,1003,IT_Transmission,IT_Transmission,1,0
1542,0,0,0.000001664,0.001094782,-10,10,-10,10,137.178424,3131,1077,IT_Transmission,IT_Transmission,1,0
1543,0,0,0.000033517,0.072803017,-10,10,-10,10,131.005395,3169,1081,IT_Transmission,IT_Transmission,1,0
1544,0,0,0.000059516,0.128089518,-10,10,-10,10,137.178424,3156,1079,IT_Transmission,IT_Transmission,1,0
1545,0,0,0.000001722,0.001642173,-10,10,-10,10,150.896266,3174,999,IT_Transmission,IT_Transmission,1,0
1546,0,0,0.000051309,0.110573003,-10,10,-10,10,137.178424,4153,636,IT_Transmission,IT_Transmission,1,0
1547,0,0,0.000025253,0.054191719,-10,10,-10,10,137.178424,4419,849,IT_Transmission,IT_Transmission,1,0
1548,0,0,0.000149793,0.316939449,-10,10,-10,10,54.87137,4175,774,IT_Transmission,IT_Transmission,1,0
1549,0,0,0.00025,0,-10,10,-10,10,83.138439,4176,546,IT_Transmission,IT_Transmission,1,0
1550,0,0,0.00025,0,-10,10,-10,10,125.746889,4176,547,IT_Transmission,IT_Transmission,1,0
1551,0,0,0.00025,0.088129968,-10,10,-10,10,83.138439,4176,548,IT_Transmission,IT_Transmission,1,0
1552,0,0,0.00025,0.000547391,-10,10,-10,10,83.138439,4176,549,IT_Transmission,IT_Transmission,1,0
1553,0,0,0.000059114,0.126994736,-10,10,-10,10,120.717013,4225,614,IT_Transmission,IT_Transmission,1,0
1554,0,0,0.000014922,0.031748684,-10,10,-10,10,54.87137,4262,601,IT_Transmission,IT_Transmission,1,0
1555,0,0,0.000002296,0.005473911,-10,10,-10,10,54.87137,4273,751,IT_Transmission,IT_Transmission,1,0
1556,0,0,0.000043388,0.101814745,-10,10,-10,10,54.87137,4273,932,IT_Transmission,IT_Transmission,1,0
1557,0,0,0.00010388,0.221146006,-10,10,-10,10,54.87137,4463,622,IT_Transmission,IT_Transmission,1,0
1558,0,0,0.000000574,0.001642173,-10,10,-10,10,89.851868,4437,792,IT_Transmission,IT_Transmission,1,0
1559,0,0,0.000007461,0.015874342,-10,10,-10,10,91.452283,4488,562,IT_Transmission,IT_Transmission,1,0
1560,0,0,0.000069444,0.149985162,-10,10,-10,10,137.178424,4524,1091,IT_Transmission,IT_Transmission,1,0
1561,0,0,0.000031054,0.722252151,-10,10,-10,10,331.133473,4656,924,IT_Transmission,IT_Transmission,1,0
1562,0,0,0.000004607,0.066903357,-10,10,-10,10,331.133473,4718,645,IT_Transmission,IT_Transmission,1,0
1563,0,0,0.000002273,3.048664343,-10,10,-10,10,160.041495,4742,742,IT_Transmission,IT_Transmission,1,0
1564,0,0,0.000002273,3.048664343,-10,10,-10,10,160.041495,4742,742,IT_Transmission,IT_Transmission,1,0
1565,0,0,0.000016777,0.269133959,-10,10,-10,10,261.401108,682,4986,IT_Transmission,IT_Transmission,1,0
1566,0,0,0.00001343,0.217435911,-10,10,-10,10,261.401108,741,4860,IT_Transmission,IT_Transmission,1,0
1567,0,0,0.000117562,1.870252939,-10,10,-10,10,261.401108,741,5096,IT_Transmission,IT_Transmission,1,0
1568,0,0,0.000072727,2.277755205,-10,10,-10,10,582.246199,4943,925,IT_Transmission,IT_Transmission,1,0
1569,0,0,0.000210227,3.99747559,-10,10,-10,10,291.1231,4986,924,IT_Transmission,IT_Transmission,1,0
1570,0,0,0.000033719,0.600609684,-10,10,-10,10,261.401108,910,5029,IT_Transmission,IT_Transmission,1,0
1571,0,0,0.00012688,3.860627814,-10,10,-10,10,582.246199,925,5052,IT_Transmission,IT_Transmission,1,0
1572,0,0,0.000270948,0.647016285,-10,10,-10,10,198.680084,500,4645,IT_Transmission,IT_Transmission,1,0
1573,0,0,0.000037477,0.08922475,-10,10,-10,10,198.680084,500,4970,IT_Transmission,IT_Transmission,1,0
1574,0,0,0.000305269,0.657416716,-10,10,-10,10,131.005395,783,4844,IT_Transmission,IT_Transmission,1,0
1575,0,0,0.000076102,0.16366994,-10,10,-10,10,131.005395,783,4976,IT_Transmission,IT_Transmission,1,0
1576,0,0,0.000197084,0.424228106,-10,10,-10,10,198.680084,503,4699,IT_Transmission,IT_Transmission,1,0
1577,0,0,0.000397555,0.800833185,-10,10,-10,10,91.452283,512,4814,IT_Transmission,IT_Transmission,1,0
1578,0,0,0.000531566,1.068507435,-10,10,-10,10,91.452283,512,4807,IT_Transmission,IT_Transmission,1,0
1579,0,0,0.000029901,0.06459215,-10,10,-10,10,131.005395,4564,894,IT_Transmission,IT_Transmission,1,0
1580,0,0,0.000025539,0.054191719,-10,10,-10,10,131.005395,4566,675,IT_Transmission,IT_Transmission,1,0
1581,0,0,0.000199495,0.429154626,-10,10,-10,10,131.005395,539,4899,IT_Transmission,IT_Transmission,1,0
1582,0,0,0.000096534,0.207461228,-10,10,-10,10,131.005395,539,4893,IT_Transmission,IT_Transmission,1,0
1583,0,0,0.000031279,0.060760413,-10,10,-10,10,84.1361,4580,555,IT_Transmission,IT_Transmission,1,0
1584,0,0,0.000088097,0.169143851,-10,10,-10,10,84.1361,4580,820,IT_Transmission,IT_Transmission,1,0
1585,0,0,0.000069043,0.14889038,-10,10,-10,10,105.398756,4563,519,IT_Transmission,IT_Transmission,1,0
1586,0,0,0.00000241,0.00492652,-10,10,-10,10,91.452283,4563,858,IT_Transmission,IT_Transmission,1,0
1587,0,0,0.000094467,0.200892535,-10,10,-10,10,131.005395,4573,860,IT_Transmission,IT_Transmission,1,0
1588,0,0,0.000002812,0.006021302,-10,10,-10,10,131.005395,4562,518,IT_Transmission,IT_Transmission,1,0
1589,0,0,0.000002812,0.006021302,-10,10,-10,10,131.005395,4562,858,IT_Transmission,IT_Transmission,1,0
1590,0,0,0.000045856,0.106193874,-10,10,-10,10,156.840665,4574,673,IT_Transmission,IT_Transmission,1,0
1591,0,0,0.000247475,0.532611544,-10,10,-10,10,131.005395,4584,731,IT_Transmission,IT_Transmission,1,0
1592,0,0,0.000193411,0.416017239,-10,10,-10,10,131.005395,4584,671,IT_Transmission,IT_Transmission,1,0
1593,0,0,0.000002296,0.00492652,-10,10,-10,10,131.005395,4584,923,IT_Transmission,IT_Transmission,1,0
1594,0,0,0.000049874,0.107288656,-10,10,-10,10,131.005395,4599,565,IT_Transmission,IT_Transmission,1,0
1595,0,0,0.000085572,0.204176882,-10,10,-10,10,198.680084,4590,521,IT_Transmission,IT_Transmission,1,0
1596,0,0,0.000065197,0.156006465,-10,10,-10,10,198.680084,4606,756,IT_Transmission,IT_Transmission,1,0
1597,0,0,0.000193641,0.462545483,-10,10,-10,10,198.680084,521,4696,IT_Transmission,IT_Transmission,1,0
1598,0,0,0.000065886,0.159838202,-10,10,-10,10,198.680084,4617,608,IT_Transmission,IT_Transmission,1,0
1599,0,0,0.00020357,0.438460274,-10,10,-10,10,131.005395,4624,753,IT_Transmission,IT_Transmission,1,0
1600,0,0,0.000001435,0.233736001,-10,10,-10,10,131.005395,4622,582,IT_Transmission,IT_Transmission,1,0
1601,0,0,0.000006371,0.013684778,-10,10,-10,10,131.005395,4637,773,IT_Transmission,IT_Transmission,1,0
1602,0,0,0.000105831,0.242494259,-10,10,-10,10,156.840665,4631,673,IT_Transmission,IT_Transmission,1,0
1603,0,0,0.00003455,0.07444519,-10,10,-10,10,131.005395,4699,731,IT_Transmission,IT_Transmission,1,0
1604,0,0,0.000098198,0.234283392,-10,10,-10,10,198.680084,4669,895,IT_Transmission,IT_Transmission,1,0
1605,0,0,0.000244663,0.584066308,-10,10,-10,10,198.680084,4636,865,IT_Transmission,IT_Transmission,1,0
1606,0,0,0.000202365,0.435723319,-10,10,-10,10,131.005395,4650,747,IT_Transmission,IT_Transmission,1,0
1607,0,0,0.000014635,4.017303312,-10,10,-10,10,167.814939,637,4770,IT_Transmission,IT_Transmission,1,0
1608,0,0,0.000016299,4.459047933,-10,10,-10,10,167.814939,637,4927,IT_Transmission,IT_Transmission,1,0
1609,0,0,0.000183483,0.438460274,-10,10,-10,10,198.680084,895,5031,IT_Transmission,IT_Transmission,1,0
1610,0,0,0.000189681,0.689712791,-10,10,-10,10,198.680084,4693,705,IT_Transmission,IT_Transmission,1,0
1611,0,0,0.000000574,0.001094782,-10,10,-10,10,131.005395,4632,595,IT_Transmission,IT_Transmission,1,0
1612,0,0,0.000000803,0.001642173,-10,10,-10,10,131.005395,4632,633,IT_Transmission,IT_Transmission,1,0
1613,0,0,0.000022153,0.047623026,-10,10,-10,10,131.005395,4674,651,IT_Transmission,IT_Transmission,1,0
1614,0,0,0.000235595,0.545748931,-10,10,-10,10,131.005395,4659,782,IT_Transmission,IT_Transmission,1,0
1615,0,0,0.00014635,1.390920795,-10,10,-10,10,130.319503,4657,689,IT_Transmission,IT_Transmission,1,0
1616,0,0,0.000226699,2.314916979,-10,10,-10,10,131.005395,4657,1087,IT_Transmission,IT_Transmission,1,0
1617,0,0,0.000097567,0.237020348,-10,10,-10,10,198.680084,608,4923,IT_Transmission,IT_Transmission,1,0
1618,0,0,0.000327422,0.705039742,-10,10,-10,10,131.005395,4667,793,IT_Transmission,IT_Transmission,1,0
1619,0,0,0.00000155,0.002736956,-10,10,-10,10,90.766391,4726,937,IT_Transmission,IT_Transmission,1,0
1620,0,0,0.000436008,0.73405147,-10,10,-10,10,92.595436,535,4777,IT_Transmission,IT_Transmission,1,0
1621,0,0,0.000035296,8.571049906,-10,10,-10,10,182.904565,4743,691,IT_Transmission,IT_Transmission,1,0
1622,0,0,0.000002296,0.220051224,-10,10,-10,10,100000,666,4952,IT_Transmission,IT_Transmission,1,0
1623,0,0,0.00005062,0.10893083,-10,10,-10,10,131.005395,4749,733,IT_Transmission,IT_Transmission,1,0
1624,0,0,0.000001263,0,-10,10,-10,10,96.93942,4787,730,IT_Transmission,IT_Transmission,1,0
1625,0,0,0.000049644,0.083750839,-10,10,-10,10,96.93942,4787,554,IT_Transmission,IT_Transmission,1,0
1626,0,0,0.000100264,0.430249408,-10,10,-10,10,262.01079,684,4864,IT_Transmission,IT_Transmission,1,0
1627,0,0,0.000075815,0.316392058,-10,10,-10,10,198.680084,684,4987,IT_Transmission,IT_Transmission,1,0
1628,0,0,0.000405762,0.873088811,-10,10,-10,10,131.005395,4755,776,IT_Transmission,IT_Transmission,1,0
1629,0,0,0.000063303,0.136300385,-10,10,-10,10,131.005395,4755,777,IT_Transmission,IT_Transmission,1,0
1630,0,0,0.000001377,0.003284347,-10,10,-10,10,247.835686,701,5000,IT_Transmission,IT_Transmission,1,0
1631,0,0,0.000019341,0.043791288,-10,10,-10,10,131.005395,685,5001,IT_Transmission,IT_Transmission,1,0
1632,0,0,0.000022555,0.053644328,-10,10,-10,10,198.680084,681,5030,IT_Transmission,IT_Transmission,1,0
1633,0,0,0.000051825,0.123710389,-10,10,-10,10,198.680084,4767,754,IT_Transmission,IT_Transmission,1,0
1634,0,0,0.000080521,0.165859505,-10,10,-10,10,105.398756,4784,1088,IT_Transmission,IT_Transmission,1,0
1635,0,0,0.000001377,0.002736956,-10,10,-10,10,131.005395,4796,748,IT_Transmission,IT_Transmission,1,0
1636,0,0,0.00000264,0.005473911,-10,10,-10,10,131.005395,5056,1078,IT_Transmission,IT_Transmission,1,0
1637,0,0,0.000091483,0.197060797,-10,10,-10,10,131.005395,4790,708,IT_Transmission,IT_Transmission,1,0
1638,0,0,0.000061065,0.131373865,-10,10,-10,10,131.005395,4790,692,IT_Transmission,IT_Transmission,1,0
1639,0,0,0.000071338,0.1538169,-10,10,-10,10,131.005395,747,4934,IT_Transmission,IT_Transmission,1,0
1640,0,0,0.000018825,0.038864768,-10,10,-10,10,105.398756,4802,802,IT_Transmission,IT_Transmission,1,0
1641,0,0,0.000139233,3.333064432,-10,10,-10,10,100000,4818,779,IT_Transmission,IT_Transmission,1,0
1642,0,0,0.000196109,0.422585932,-10,10,-10,10,131.005395,776,4963,IT_Transmission,IT_Transmission,1,0
1643,0,0,0.000241965,0.521116331,-10,10,-10,10,131.005395,777,4968,IT_Transmission,IT_Transmission,1,0
1644,0,0,0.000435606,1.040590489,-10,10,-10,10,198.680084,778,4666,IT_Transmission,IT_Transmission,1,0
1645,0,0,0.000324093,0.675480622,-10,10,-10,10,82.535685,4834,832,IT_Transmission,IT_Transmission,1,0
1646,0,0,0.000014291,0.030653902,-10,10,-10,10,131.005395,4844,793,IT_Transmission,IT_Transmission,1,0
1647,0,0,0.000070305,0.112215176,-10,10,-10,10,75.905395,4865,693,IT_Transmission,IT_Transmission,1,0
1648,0,0,0.000009757,0.018611298,-10,10,-10,10,82.992946,801,4865,IT_Transmission,IT_Transmission,1,0
1649,0,0,0.000153237,4.902434727,-10,10,-10,10,83.450208,4881,525,IT_Transmission,IT_Transmission,1,0
1650,0,0,0.000163682,1.516820749,-10,10,-10,10,45.726141,4882,499,IT_Transmission,IT_Transmission,1,0
1651,0,0,0.000163682,1.516820749,-10,10,-10,10,45.726141,4882,499,IT_Transmission,IT_Transmission,1,0
1652,0,0,0.000184229,0.396311159,-10,10,-10,10,131.005395,4882,671,IT_Transmission,IT_Transmission,1,0
1653,0,0,0.000047119,0.095246052,-10,10,-10,10,156.840665,4872,672,IT_Transmission,IT_Transmission,1,0
1654,0,0,0.000000803,0.001642173,-10,10,-10,10,149.981744,4901,816,IT_Transmission,IT_Transmission,1,0
1655,0,0,0.00006359,0.130826474,-10,10,-10,10,105.398756,4932,941,IT_Transmission,IT_Transmission,1,0
1656,0,0,0.000002124,0.004379129,-10,10,-10,10,131.005395,4941,586,IT_Transmission,IT_Transmission,1,0
1657,0,0,0.000184229,0.396311159,-10,10,-10,10,131.005395,894,5028,IT_Transmission,IT_Transmission,1,0
1658,0,0,0.000174357,0.41656463,-10,10,-10,10,198.680084,854,4989,IT_Transmission,IT_Transmission,1,0
1659,0,0,0.000157599,0.376057688,-10,10,-10,10,198.680084,4953,865,IT_Transmission,IT_Transmission,1,0
1660,0,0,0.000013889,0.030106511,-10,10,-10,10,131.005395,4952,834,IT_Transmission,IT_Transmission,1,0
1661,0,0,0.000023186,0.04981259,-10,10,-10,10,131.005395,753,4622,IT_Transmission,IT_Transmission,1,0
1662,0,0,0.000002353,0.00492652,-10,10,-10,10,131.005395,4968,1084,IT_Transmission,IT_Transmission,1,0
1663,0,0,0.000582874,1.225061291,-10,10,-10,10,105.398756,4966,941,IT_Transmission,IT_Transmission,1,0
1664,0,0,0.000070363,0.388100293,-10,10,-10,10,173.759337,4967,819,IT_Transmission,IT_Transmission,1,0
1665,0,0,0.00000287,0.006568693,-10,10,-10,10,106.77054,5010,890,IT_Transmission,IT_Transmission,1,0
1666,0,0,0.000092631,0.338287702,-10,10,-10,10,83.450208,525,5030,IT_Transmission,IT_Transmission,1,0
1667,0,0,0.000005797,0.012589995,-10,10,-10,10,131.005395,5011,821,IT_Transmission,IT_Transmission,1,0
1668,0,0,0.000023072,0.048717808,-10,10,-10,10,173.759337,819,5073,IT_Transmission,IT_Transmission,1,0
1669,0,0,0.000001263,0.002189564,-10,10,-10,10,97.396681,4990,861,IT_Transmission,IT_Transmission,1,0
1670,0,0,0.000147268,0.526042851,-10,10,-10,10,198.680084,4971,705,IT_Transmission,IT_Transmission,1,0
1671,0,0,0.000004362,0.010400431,-10,10,-10,10,198.680084,873,5001,IT_Transmission,IT_Transmission,1,0
1672,0,0,0.0002795,0.636615854,-10,10,-10,10,156.840665,689,5053,IT_Transmission,IT_Transmission,1,0
