QtBids,forT
111299,68
111300,68
111301,68
111302,68
111303,68
111304,68
111305,68
111306,68
111307,68
111308,68
111309,68
111310,68
111311,68
111312,68
111313,68
111314,68
111315,68
111316,68
111317,68
111318,68
111319,68
111320,68
111321,68
111322,68
111323,68
111324,68
111325,68
111326,68
111327,68
111328,68
111329,68
111330,68
111331,68
111332,68
111333,68
111334,68
111335,68
111336,68
111337,68
111338,68
111339,68
111340,68
111341,68
111342,68
111343,68
111344,68
111345,68
111346,68
111347,68
111348,68
111349,68
111350,68
111351,68
111352,68
111353,68
111354,68
111355,68
111356,68
111357,68
111358,68
111359,68
111360,68
111361,68
111362,68
111363,68
111364,68
111365,68
111366,68
111367,68
111368,68
111369,68
111370,68
111371,68
111372,68
111373,68
111374,68
111376,68
111377,68
111378,68
111379,68
111380,68
111381,68
111382,68
111383,68
111384,68
111385,68
111386,68
111387,68
111388,68
111389,68
111390,68
111391,68
111392,68
111393,68
111394,68
111395,68
111396,68
111397,68
111398,68
111399,68
111400,68
111401,68
111402,68
111403,68
111404,68
111405,68
111406,68
111407,68
111408,68
111409,68
111410,68
111411,68
111412,68
111413,68
111414,68
111415,68
111416,68
111417,68
111418,68
111419,68
111420,68
111421,68
111422,68
111423,68
111424,68
111425,68
111426,68
111427,68
111428,68
111429,68
111430,68
111431,68
111432,68
111433,68
111434,68
111435,68
111436,68
111437,68
111438,68
111439,68
111440,68
111441,68
111442,68
111443,68
111444,68
111445,68
111446,68
111447,68
111448,68
111449,68
111450,68
111451,68
111452,68
111453,68
111454,68
111455,68
111456,68
111457,68
111458,68
111459,68
111460,68
111461,68
111462,68
111463,68
111464,68
111465,68
111466,68
111467,68
111468,68
111469,68
111470,68
111471,68
111472,68
111473,68
111474,68
111475,68
111476,68
111477,68
111478,68
111479,68
111480,68
111481,68
111482,68
111483,68
111484,68
111485,68
111486,68
111487,68
111488,68
111489,68
111490,68
111491,68
111492,68
111493,68
111494,68
111495,68
111496,68
111497,68
111498,68
111499,68
111500,68
111501,68
111502,68
111503,68
111504,68
111505,68
111506,68
111507,68
111508,68
111509,68
111510,68
111511,68
111512,68
111513,68
111514,68
111515,68
111516,68
111517,68
111518,68
111519,68
111520,68
111521,68
111522,68
111523,68
111524,68
111525,68
111526,68
111527,68
111528,68
111529,68
111530,68
111531,68
111532,68
111533,68
111534,68
111535,68
111536,68
111537,68
111538,68
111539,68
111540,68
111541,68
111542,68
111543,68
111544,68
111545,68
111546,68
111547,68
111548,68
111549,68
111550,68
111551,68
111552,68
111553,68
111554,68
111555,68
111556,68
111557,68
111558,68
111559,68
111560,68
111561,68
111562,68
111563,68
111564,68
111565,68
111566,68
111567,68
111568,68
111569,68
111570,68
111571,68
111572,68
111573,68
111574,68
111575,68
111576,68
111577,68
111578,68
111579,68
111580,68
111581,68
111582,68
111583,68
111584,68
111585,68
111586,68
111587,68
111588,68
111589,68
111590,68
111591,68
111592,68
111593,68
111594,68
111595,68
111596,68
111597,68
111598,68
111599,68
111600,68
111601,68
111602,68
111603,68
111604,68
111605,68
111606,68
111607,68
111608,68
111609,68
111610,68
111611,68
111612,68
111613,68
111614,68
111615,68
111616,68
111617,68
111618,68
111619,68
111620,68
111621,68
111622,68
111623,68
111624,68
111625,68
111626,68
111627,68
111628,68
111629,68
111630,68
111631,68
111632,68
111633,68
111634,68
111635,68
111636,68
111637,68
111638,68
111639,68
111640,68
111641,68
111642,68
111643,68
111644,68
111645,68
111646,68
111647,68
111648,68
111649,68
111650,68
111651,68
111652,68
111653,68
111654,68
111655,68
111656,68
111657,68
111658,68
111659,68
111660,68
111661,68
111662,68
111663,68
111664,68
111665,68
111666,68
111667,68
111668,68
111669,68
111670,68
111671,68
111672,68
111673,68
111674,68
111675,68
111676,68
111677,68
111678,68
111679,68
111680,68
111681,68
111682,68
111683,68
111684,68
111685,68
111686,68
111687,68
111688,68
111689,68
111690,68
111691,68
111692,68
111693,68
111694,68
111695,68
111696,68
111697,68
111698,68
111699,68
111700,68
111701,68
111702,68
111703,68
111704,68
111705,68
111706,68
111707,68
111708,68
111709,68
111710,68
111711,68
111712,68
111713,68
111714,68
111715,68
111716,68
111717,68
111718,68
111719,68
111720,68
111721,68
111722,68
111723,68
111724,68
111725,68
111726,68
111727,68
111728,68
111729,68
111730,68
111731,68
111732,68
111733,68
111734,68
111735,68
111736,68
111737,68
111738,68
111739,68
111740,68
111741,68
111742,68
111743,68
111744,68
111745,68
111746,68
111747,68
111748,68
111749,68
111750,68
111751,68
111752,68
111753,68
111754,68
111755,68
111756,68
111757,68
111758,68
111759,68
111760,68
111761,68
111762,68
111763,68
111764,68
111765,68
111766,68
111767,68
111768,68
111769,68
111770,68
111771,68
111772,68
111773,68
111774,68
111775,68
111776,68
111777,68
111778,68
111779,68
111780,68
111781,68
111782,68
111783,68
111784,68
111785,68
111786,68
111787,68
111788,68
111789,68
111790,68
111791,68
111792,68
111793,68
111794,68
111795,68
111796,68
111797,68
111798,68
111799,68
111800,68
111801,68
111802,68
111803,68
111804,68
111805,68
111806,68
111807,68
111808,68
111809,68
111810,68
111811,68
111812,68
111813,68
111814,68
111815,68
111816,68
111817,68
111818,68
111819,68
111820,68
111821,68
111822,68
111823,68
111824,68
111825,68
111826,68
111827,68
111828,68
111829,68
111830,68
111831,68
111832,68
111833,68
111834,68
111835,68
111836,68
111837,68
111838,68
111839,68
111840,68
111841,68
111842,68
111843,68
111844,68
111845,68
111846,68
111847,68
111848,68
111849,68
111850,68
111851,68
111852,68
111853,68
111854,68
111855,68
111856,68
111857,68
111858,68
111859,68
111860,68
111861,68
111862,68
111863,68
111864,68
111865,68
111866,68
111867,68
111868,68
111869,68
111870,68
111871,68
111872,68
111873,68
111874,68
111875,68
111876,68
111877,68
111878,68
111879,68
111880,68
111881,68
111882,68
111883,68
111884,68
111885,68
111886,68
111887,68
111888,68
111889,68
111890,68
111891,68
111892,68
111893,68
111894,68
111895,68
111896,68
111897,68
111898,68
111899,68
111900,68
111901,68
111902,68
111903,68
111904,68
111905,68
111906,68
111907,68
111908,68
111909,68
111910,68
111911,68
111912,68
111913,68
111914,68
111915,68
111916,68
111917,68
111918,68
111919,68
111920,68
111921,68
111922,68
111923,68
111924,68
111925,68
111926,68
111927,68
111928,68
111929,68
111930,68
111931,68
111932,68
111933,68
111934,68
111935,68
111936,68
111937,68
111938,68
111939,68
111940,68
111941,68
111942,68
111943,68
111944,68
111945,68
111946,68
111947,68
111948,68
111949,68
111950,68
111951,68
111952,68
111953,68
111954,68
111955,68
111956,68
111957,68
111958,68
111959,68
111960,68
111961,68
111962,68
111963,68
111964,68
111965,68
111966,68
111967,68
111968,68
111969,68
111970,68
111971,68
111972,68
111973,68
111974,68
111975,68
111976,68
111977,68
111978,68
111979,68
111980,68
111981,68
111982,68
111983,68
111984,68
111985,68
111986,68
111987,68
111988,68
111989,68
111990,68
111991,68
111992,68
111993,68
111994,68
111995,68
111996,68
111997,68
111998,68
111999,68
112000,68
112001,68
112002,68
112003,68
112004,68
112005,68
112006,68
112007,68
112008,68
112009,68
112010,68
112011,68
112012,68
112013,68
112014,68
112015,68
112016,68
112017,68
112018,68
112019,68
112020,68
112021,68
112022,68
112023,68
112024,68
112025,68
112026,68
112027,68
112028,68
112029,68
112030,68
112031,68
112032,68
112033,68
112034,68
112035,68
112036,68
112037,68
112038,68
112039,68
112040,68
112041,68
112042,68
112043,68
112044,68
112045,68
112046,68
112047,68
112048,68
112049,68
112050,68
112051,68
112052,68
112053,68
112054,68
112055,68
112056,68
112057,68
112058,68
112059,68
112060,68
112061,68
112062,68
112063,68
112064,68
112065,68
112066,68
112067,68
112068,68
112069,68
112070,68
112071,68
112072,68
112073,68
112074,68
112075,68
112076,68
112077,68
112078,68
112079,68
112080,68
112081,68
112082,68
112083,68
112084,68
112085,68
112086,68
112087,68
112088,68
112089,68
112090,68
112091,68
112092,68
112093,68
112094,68
112095,68
112096,68
112097,68
112098,68
112099,68
112100,68
112101,68
112102,68
112103,68
112104,68
112105,68
112106,68
112107,68
112108,68
112109,68
112110,68
112111,68
112112,68
112113,68
112114,68
112115,68
112116,68
112117,68
112118,68
112119,68
112120,68
112121,68
112122,68
112123,68
112124,68
112125,68
112126,68
112127,68
112128,68
112129,68
112130,68
112131,68
112132,68
112133,68
112134,68
112135,68
112136,68
112137,68
112138,68
112139,68
112140,68
112141,68
112142,68
112143,68
112144,68
112145,68
112146,68
112147,68
112148,68
112149,68
112150,68
112151,68
112152,68
112153,68
112154,68
112155,68
112156,68
112157,68
112158,68
112159,68
112160,68
112161,68
112162,68
112163,68
112164,68
112165,68
112166,68
112167,68
112168,68
112169,68
112170,68
112171,68
112172,68
112173,68
112174,68
112175,68
112176,68
112177,68
112178,68
112179,68
112180,68
112181,68
112182,68
112183,68
112184,68
112185,68
112186,68
112187,68
112188,68
112189,68
112190,68
112191,68
112192,68
112193,68
112194,68
112195,68
112196,68
112197,68
112198,68
112199,68
112200,68
112201,68
112202,68
112203,68
112204,68
112205,68
112206,68
112207,68
112208,68
112209,68
112210,68
112211,68
112212,68
112213,68
112214,68
112215,68
112216,68
112217,68
112218,68
112219,68
112220,68
112221,68
112222,68
112223,68
112224,68
112225,68
112226,68
112227,68
112228,68
112229,68
112230,68
112231,68
112232,68
112233,68
112234,68
112235,68
112236,68
112237,68
112238,68
112239,68
112240,68
112241,68
112242,68
112243,68
112244,68
112245,68
112246,68
112247,68
112248,68
112249,68
112250,68
112251,68
112252,68
112253,68
112254,68
112255,68
112256,68
112257,68
112258,68
112259,68
112260,68
112261,68
112262,68
112263,68
112264,68
112265,68
112266,68
112267,68
112268,68
112269,68
112270,68
112271,68
112272,68
112273,68
112274,68
112275,68
112276,68
112277,68
112278,68
112279,68
112280,68
112281,68
112282,68
112283,68
112284,68
112285,68
112286,68
112287,68
112288,68
112289,68
112290,68
112291,68
112292,68
112293,68
112294,68
112295,68
112296,68
112297,68
112298,68
112299,68
112300,68
112301,68
112302,68
112303,68
112304,68
112305,68
112306,68
112307,68
112308,68
112309,68
112310,68
112311,68
112312,68
112313,68
112314,68
112315,68
112316,68
112317,68
112318,68
112319,68
112320,68
112321,68
112322,68
112323,68
112324,68
112325,68
112326,68
112327,68
112328,68
112329,68
112330,68
112331,68
112332,68
112333,68
112334,68
112335,68
112336,68
112337,68
112338,68
112339,68
112340,68
112341,68
112342,68
112343,68
112344,68
112345,68
112346,68
112347,68
112348,68
112349,68
112350,68
112351,68
112352,68
112353,68
112354,68
112355,68
112356,68
112357,68
112358,68
112359,68
112360,68
112361,68
112362,68
112363,68
112364,68
112365,68
112366,68
112367,68
112368,68
112369,68
112370,68
112371,68
112372,68
112373,68
112374,68
112375,68
112376,68
112377,68
112378,68
112379,68
112380,68
112381,68
112382,68
112383,68
112384,68
112385,68
112386,68
112387,68
112388,68
112389,68
112390,68
112391,68
112392,68
112393,68
112394,68
112395,68
112396,68
112397,68
112398,68
112399,68
112400,68
112401,68
112402,68
112403,68
112404,68
112405,68
112406,68
112407,68
112408,68
112409,68
112410,68
112411,68
112412,68
112413,68
112414,68
112415,68
112416,68
112417,68
112418,68
112419,68
112420,68
112421,68
112422,68
112423,68
112424,68
112425,68
112426,68
112427,68
112428,68
112429,68
112430,68
112431,68
112432,68
112433,68
112434,68
112435,68
112436,68
112437,68
112438,68
112439,68
112440,68
112441,68
112442,68
112443,68
112444,68
112445,68
112446,68
112447,68
112448,68
112449,68
112450,68
112451,68
112452,68
112453,68
112454,68
112455,68
112456,68
112457,68
112458,68
112459,68
112460,68
112461,68
112462,68
112463,68
112464,68
112465,68
112466,68
112467,68
112468,68
112469,68
112470,68
112471,68
112472,68
112473,68
112474,68
112475,68
112476,68
112477,68
112478,68
112479,68
112480,68
112481,68
112482,68
112483,68
112484,68
112485,68
112486,68
112487,68
112488,68
112489,68
112490,68
112491,68
112492,68
112493,68
112494,68
112495,68
112496,68
112497,68
112498,68
112499,68
112500,68
112501,68
112502,68
112503,68
112504,68
112505,68
112506,68
112507,68
112508,68
112509,68
112510,68
112511,68
112512,68
112513,68
112514,68
112515,68
112516,68
112517,68
112518,68
112519,68
112520,68
112521,68
112522,68
112523,68
112524,68
112525,68
112526,68
112527,68
112528,68
112529,68
112530,68
112531,68
112532,68
112533,68
112534,68
112535,68
112536,68
112537,68
112538,68
112539,68
112540,68
112541,68
112542,68
112543,68
112544,68
112545,68
112546,68
112547,68
112548,68
112549,68
112550,68
112551,68
112552,68
112553,68
112554,68
112555,68
112556,68
112557,68
112558,68
112559,68
112560,68
112561,68
112562,68
112563,68
112564,68
112565,68
112566,68
112567,68
112568,68
112569,68
112570,68
112571,68
112572,68
112573,68
112574,68
112575,68
112576,68
112577,68
112578,68
112579,68
112580,68
112581,68
112582,68
112583,68
112584,68
112585,68
112586,68
112587,68
112588,68
112589,68
112590,68
112591,68
112592,68
112593,68
112594,68
112595,68
112596,68
112597,68
112598,68
112599,68
112600,68
112601,68
112602,68
112603,68
112604,68
112605,68
112606,68
112607,68
112608,68
112609,68
112610,68
112611,68
112612,68
112613,68
112614,68
112615,68
112616,68
112617,68
112618,68
112619,68
112620,68
112621,68
112622,68
112623,68
112624,68
112625,68
112626,68
112627,68
112628,68
112629,68
112630,68
112631,68
112632,68
112633,68
112634,68
112635,68
112636,68
112637,68
112638,68
112639,68
112640,68
112641,68
112642,68
112643,68
112644,68
112645,68
112646,68
112647,68
112648,68
112649,68
112650,68
112651,68
112652,68
112653,68
112654,68
112655,68
112656,68
112657,68
112658,68
112659,68
112660,68
112661,68
112662,68
112663,68
112664,68
112665,68
112666,68
112667,68
112668,68
112669,68
112670,68
112671,68
112672,68
112673,68
112674,68
112675,68
112676,68
112677,68
112678,68
112679,68
112680,68
112681,68
112682,68
112683,68
112684,68
112685,68
112686,68
112687,68
112688,68
112689,68
112690,68
112691,68
112692,68
112693,68
112694,68
112695,68
112696,68
112697,68
112698,68
112699,68
112700,68
112701,68
112702,68
112703,68
112704,68
112705,68
112706,68
112707,68
112708,68
112709,68
112710,68
112711,68
112712,68
112713,68
112714,68
112715,68
112716,68
112717,68
112718,68
112719,68
112720,68
112721,68
112722,68
112723,68
112724,68
112725,68
112726,68
112727,68
112728,68
112729,68
112730,68
112731,68
112732,68
112733,68
112734,68
112735,68
112736,68
112737,68
112738,68
112739,68
112740,68
112741,68
112742,68
112743,68
112744,68
112745,68
112746,68
112747,68
112748,68
112749,68
112750,68
112751,68
112752,68
112753,68
112754,68
112755,68
112756,68
112757,68
112758,68
112759,68
112760,68
112761,68
112762,68
112763,68
112764,68
112765,68
112766,68
112767,68
112768,68
112769,68
112770,68
112771,68
112772,68
112773,68
112774,68
112775,68
112776,68
112777,68
112778,68
112779,68
112780,68
112781,68
112782,68
112783,68
112784,68
112785,68
112786,68
112787,68
112788,68
112789,68
112790,68
112791,68
112792,68
112793,68
112794,68
112795,68
112796,68
112797,68
112798,68
112799,68
112800,68
112801,68
112802,68
112803,68
112804,68
112805,68
112806,68
112807,68
112808,68
112809,68
112810,68
112811,68
112812,68
112813,68
112814,68
112815,68
112816,68
112817,68
112818,68
112819,68
112820,68
112821,68
112822,68
112823,68
112824,68
112825,68
112826,68
112827,68
112828,68
112829,68
112830,68
112831,68
112832,68
112833,68
112834,68
112835,68
112836,68
112837,68
112838,68
112839,68
112840,68
112841,68
112842,68
112843,68
112844,68
112845,68
112846,68
112847,68
112848,68
112849,68
112850,68
112851,68
112852,68
112853,68
112854,68
112855,68
112856,68
112857,68
112858,68
112859,68
112860,68
112861,68
112862,68
112863,68
112864,68
112865,68
112866,68
112867,68
112868,68
112869,68
112870,68
112871,68
112872,68
112873,68
112874,68
112875,68
112876,68
112877,68
112878,68
112879,68
112880,68
112881,68
112882,68
112883,68
112884,68
112885,68
112886,68
112887,68
112888,68
112889,68
112890,68
112891,68
112892,68
112893,68
112894,68
112895,68
112896,68
112897,68
112898,68
112899,68
112900,68
112901,68
112902,68
112903,68
112904,68
112905,68
112906,68
112907,68
112908,68
112909,68
112910,68
112911,68
112912,68
112913,68
112914,68
112915,68
112916,68
112917,68
112918,68
112919,68
112920,68
112921,68
112922,68
112923,68
112924,68
112925,68
112926,68
112927,68
112928,68
112929,68
112930,68
112931,68
112932,68
112933,68
112934,68
112935,68
112936,68
112937,68
112938,68
112939,68
112940,68
112941,68
112942,68
112943,68
112944,68
112945,68
112946,68
112947,68
112948,68
112949,68
112950,68
112951,68
112952,68
112953,68
112954,68
112955,68
112956,68
112957,68
112958,68
112959,68
112960,68
112961,68
112962,68
112963,68
112964,68
112965,68
112966,68
112967,68
112968,68
112969,68
112970,68
112971,68
112972,68
112973,68
112974,68
112975,68
112976,68
112977,68
112978,68
112979,68
112980,68
112981,68
112982,68
112983,68
112984,68
112985,68
112986,68
112987,68
112988,68
112989,68
112990,68
112991,68
112992,68
112993,68
112994,68
112995,68
112996,68
112997,68
112998,68
112999,68
113000,68
113001,68
113002,68
113003,68
113004,68
113005,68
113006,68
113007,68
113008,68
113009,68
113010,68
113011,68
113012,68
113013,68
113014,68
113015,68
113016,68
113017,68
113018,68
113019,68
113020,68
113021,68
113022,68
113023,68
113024,68
113025,68
113026,68
113027,68
113028,68
113029,68
113030,68
113031,68
113032,68
113033,68
113034,68
113035,68
113036,68
113037,68
113038,68
113039,68
113040,68
113041,68
113042,68
113043,68
113044,68
113045,68
113046,68
113047,68
113048,68
113049,68
113050,68
113051,68
113052,68
113053,68
113054,68
113055,68
113056,68
113057,68
113058,68
113059,68
113060,68
113061,68
113062,68
113063,68
113064,68
113065,68
113066,68
113067,68
113068,68
113069,68
113070,68
113071,68
113072,68
113073,68
113074,68
113075,68
113076,68
113077,68
113078,68
113079,68
113080,68
113081,68
113082,68
113083,68
113084,68
113085,68
113086,68
113087,68
113088,68
113089,68
113090,68
113091,68
113092,68
113093,68
113094,68
113095,68
113096,68
113097,68
113098,68
113099,68
113100,68
113101,68
113102,68
113103,68
113104,68
113105,68
113106,68
113107,68
113108,68
113109,68
113110,68
113111,68
113112,68
113113,68
113114,68
113115,68
113116,68
113117,68
113118,68
113119,68
113120,68
113121,68
113122,68
113123,68
113124,68
113125,68
113126,68
113127,68
113128,68
113129,68
113130,68
113131,68
113132,68
113133,68
113134,68
113135,68
113136,68
113137,68
113138,68
113139,68
113140,68
113141,68
113142,68
113143,68
113144,68
113145,68
113146,68
113147,68
113148,68
113149,68
113150,68
113151,68
113152,68
113153,68
113154,68
113155,68
113156,68
113157,68
113158,68
113159,68
113160,68
113161,68
113162,68
113163,68
113164,68
113165,68
113166,68
113167,68
113168,68
113169,68
113170,68
113171,68
113172,68
113173,68
113174,68
113175,68
113176,68
113177,68
113178,68
113179,68
113180,68
113181,68
113182,68
113183,68
113184,68
113185,68
113186,68
113187,68
113188,68
113189,68
113190,68
113191,68
113192,68
113193,68
113194,68
113195,68
113196,68
113197,68
113198,68
113199,68
113200,68
113201,68
113202,68
113203,68
113204,68
113205,68
113206,68
113207,68
113208,68
113209,68
113210,68
113211,68
113212,68
113213,68
113214,68
113215,68
113216,68
113217,68
113218,68
113219,68
113220,68
113221,68
113222,68
113223,68
113224,68
113225,68
113226,68
113227,68
113228,68
113229,68
113230,68
113231,68
113232,68
113233,68
113234,68
113235,68
113236,68
113237,68
113238,68
113239,68
113240,68
113241,68
113242,68
113243,68
113244,68
113245,68
113246,68
113247,68
113248,68
113249,68
113250,68
113251,68
113252,68
113253,68
113254,68
113255,68
113256,68
113257,68
113258,68
113259,68
113260,68
113261,68
113262,68
113263,68
113264,68
113265,68
113266,68
113267,68
113268,68
113269,68
113270,68
113271,68
113272,68
113273,68
113274,68
113275,68
113276,68
113277,68
113278,68
113279,68
113280,68
113281,68
113282,68
113283,68
113284,68
113285,68
113286,68
113287,68
113288,68
113289,68
113290,68
113291,68
113292,68
113293,68
113294,68
113295,68
113296,68
113297,68
113298,68
113299,68
113300,68
113301,68
113302,68
113303,68
113304,68
113305,68
113306,68
113307,68
113308,68
113309,68
113310,68
113311,68
113312,68
113313,68
113314,68
113315,68
113316,68
113317,68
113318,68
113319,68
113320,68
113321,68
113322,68
113323,68
113324,68
113325,68
113326,68
113327,68
113328,68
113329,68
113330,68
113331,68
113332,68
113333,68
113334,68
113335,68
113336,68
113337,68
113338,68
113339,68
113340,68
113341,68
113342,68
113343,68
113344,68
113345,68
113346,68
113347,68
113348,68
113349,68
113350,68
113351,68
113352,68
113353,68
113354,68
113355,68
113356,68
113357,68
113358,68
113359,68
113360,68
113361,68
113362,68
113363,68
113364,68
113365,68
113366,68
113367,68
113368,68
113369,68
113370,68
113371,68
113372,68
113373,68
113374,68
113375,68
113376,68
113377,68
113378,68
113379,68
113380,68
113381,68
113382,68
