ID,QtBid,QPHPFrom,QPHPTo,QPHPSlope,QPHPOffset,QPHPConstr
103223,111609,-1,-1,0.05,0,0
103224,111609,-1,-1,0.05,0,0
105528,112415,-1,-1,0.141539,0,1
105529,112415,-1,-1,0.141539,0,0
105530,112416,-1,-1,0.141539,0,1
105531,112416,-1,-1,0.141539,0,0
105532,112417,-1,-1,0.141539,0,1
105533,112417,-1,-1,0.141539,0,0
103225,111610,-1,-1,0.05,0,0
103226,111610,-1,-1,0.05,0,0
103227,111610,-1,-1,0.05,0,0
103228,111611,-1,-1,0.05,0,0
103229,111611,-1,-1,0.05,0,0
103230,111611,-1,-1,0.05,0,0
105534,112418,-1,-1,0.141539,0,1
105535,112418,-1,-1,0.141539,0,0
105536,112419,-1,-1,0.141539,0,1
105537,112419,-1,-1,0.141539,0,0
105538,112420,-1,-1,0.141539,0,1
105539,112420,-1,-1,0.141539,0,0
103231,111612,-1,-1,0.05,0,0
103232,111612,-1,-1,0.05,0,0
103233,111612,-1,-1,0.05,0,0
105540,112421,-1,-1,0.141539,0,1
105541,112421,-1,-1,0.141539,0,0
105542,112422,-1,-1,0.141539,0,1
105543,112422,-1,-1,0.141539,0,0
105544,112423,-1,-1,0.141539,0,1
105545,112423,-1,-1,0.141539,0,0
103234,111613,-1,-1,0.05,0,0
103235,111613,-1,-1,0.05,0,0
103236,111613,-1,-1,0.05,0,0
105546,112424,-1,-1,0.141539,0,1
105547,112424,-1,-1,0.141539,0,0
105548,112425,-1,-1,0.141539,0,1
105549,112425,-1,-1,0.141539,0,0
103237,111614,-1,-1,0.05,0,0
103238,111614,-1,-1,0.05,0,0
103239,111614,-1,-1,0.05,0,0
103240,111615,-1,-1,0.05,0,0
103241,111615,-1,-1,0.05,0,0
103242,111615,-1,-1,0.05,0,0
105550,112426,-1,-1,0.141539,0,1
105551,112426,-1,-1,0.141539,0,0
103243,111616,-1,-1,0.05,0,0
103244,111616,-1,-1,0.05,0,0
103245,111616,-1,-1,0.05,0,0
105552,112427,-1,-1,0.141539,0,1
105553,112427,-1,-1,0.141539,0,0
105554,112428,-1,-1,0.141539,0,1
105555,112428,-1,-1,0.141539,0,0
105556,112429,-1,-1,0.141539,0,1
105557,112429,-1,-1,0.141539,0,0
103246,111617,-1,-1,0.05,0,0
103247,111617,-1,-1,0.05,0,0
103248,111617,-1,-1,0.05,0,0
105558,112430,-1,-1,0.141539,0,1
105559,112430,-1,-1,0.141539,0,0
105560,112431,-1,-1,0.141539,0,1
105561,112431,-1,-1,0.141539,0,0
103249,111618,-1,-1,0.05,0,0
103250,111618,-1,-1,0.05,0,0
103251,111618,-1,-1,0.05,0,0
105562,112432,-1,-1,0.141539,0,1
105563,112432,-1,-1,0.141539,0,0
105564,112433,-1,-1,0.141539,0,1
105565,112433,-1,-1,0.141539,0,0
103252,111619,-1,-1,0.05,0,0
103253,111619,-1,-1,0.05,0,0
103254,111619,-1,-1,0.05,0,0
103255,111620,-1,-1,0.05,0,0
103256,111620,-1,-1,0.05,0,0
103257,111620,-1,-1,0.05,0,0
105566,112434,-1,-1,0.141539,0,1
105567,112434,-1,-1,0.141539,0,0
105568,112435,-1,-1,0.141539,0,1
105569,112435,-1,-1,0.141539,0,0
105570,112436,-1,-1,0.141539,0,1
105571,112436,-1,-1,0.141539,0,0
103258,111621,-1,-1,0.05,0,0
103259,111621,-1,-1,0.05,0,0
103260,111621,-1,-1,0.05,0,0
105572,112437,-1,-1,0.141539,0,1
105573,112437,-1,-1,0.141539,0,0
103261,111622,-1,-1,0.05,0,0
103262,111622,-1,-1,0.05,0,0
103263,111622,-1,-1,0.05,0,0
105574,112438,-1,-1,0.141539,0,1
105575,112438,-1,-1,0.141539,0,0
105576,112439,-1,-1,0.141539,0,1
105577,112439,-1,-1,0.141539,0,0
103264,111623,-1,-1,0.05,0,0
103265,111623,-1,-1,0.05,0,0
103266,111623,-1,-1,0.05,0,0
105578,112440,-1,-1,0.141539,0,1
105579,112440,-1,-1,0.141539,0,0
103267,111624,-1,-1,0.05,0,0
103268,111624,-1,-1,0.05,0,0
103269,111624,-1,-1,0.05,0,0
105580,112441,-1,-1,0.141539,0,1
105581,112441,-1,-1,0.141539,0,0
105582,112442,-1,-1,0.141539,0,1
105583,112442,-1,-1,0.141539,0,0
103270,111625,-1,-1,0.05,0,0
103271,111625,-1,-1,0.05,0,0
103272,111625,-1,-1,0.05,0,0
105584,112443,-1,-1,0.141539,0,1
105585,112443,-1,-1,0.141539,0,0
105586,112444,-1,-1,0.141539,0,1
105587,112444,-1,-1,0.141539,0,0
105588,112445,-1,-1,0.141539,0,1
105589,112445,-1,-1,0.141539,0,0
103273,111626,-1,-1,0.05,0,0
103274,111626,-1,-1,0.05,0,0
103275,111626,-1,-1,0.05,0,0
105590,112446,-1,-1,0.141539,0,1
105591,112446,-1,-1,0.141539,0,0
105592,112447,-1,-1,0.141539,0,1
105593,112447,-1,-1,0.141539,0,0
105594,112448,-1,-1,0.141539,0,1
105595,112448,-1,-1,0.141539,0,0
103276,111627,-1,-1,0.05,0,0
103277,111627,-1,-1,0.05,0,0
103278,111627,-1,-1,0.05,0,0
105596,112449,-1,-1,0.141539,0,1
105597,112449,-1,-1,0.141539,0,0
105598,112450,-1,-1,0.141539,0,1
105599,112450,-1,-1,0.141539,0,0
105600,112451,-1,-1,0.141539,0,1
105601,112451,-1,-1,0.141539,0,0
103279,111628,-1,-1,0.05,0,0
103280,111628,-1,-1,0.05,0,0
103281,111628,-1,-1,0.05,0,0
103282,111629,-1,-1,0.05,0,0
103283,111629,-1,-1,0.05,0,0
103284,111629,-1,-1,0.05,0,0
105602,112452,-1,-1,0.141539,0,1
105603,112452,-1,-1,0.141539,0,0
105604,112453,-1,-1,0.141539,0,1
105605,112453,-1,-1,0.141539,0,0
105606,112454,-1,-1,0.141539,0,1
105607,112454,-1,-1,0.141539,0,0
105608,112455,-1,-1,0.141539,0,1
105609,112455,-1,-1,0.141539,0,0
105610,112456,-1,-1,0.141539,0,1
105611,112456,-1,-1,0.141539,0,0
105612,112457,-1,-1,0.141539,0,1
105613,112457,-1,-1,0.141539,0,0
103285,111630,-1,-1,0.05,0,0
103286,111630,-1,-1,0.05,0,0
103287,111630,-1,-1,0.05,0,0
103288,111631,-1,-1,0.05,0,0
103289,111631,-1,-1,0.05,0,0
103290,111631,-1,-1,0.05,0,0
105614,112458,-1,-1,0.141539,0,1
105615,112458,-1,-1,0.141539,0,0
105616,112459,-1,-1,0.141539,0,1
105617,112459,-1,-1,0.141539,0,0
105618,112460,-1,-1,0.141539,0,1
105619,112460,-1,-1,0.141539,0,0
103291,111632,-1,-1,0.05,0,0
103292,111632,-1,-1,0.05,0,0
103293,111632,-1,-1,0.05,0,0
103294,111633,-1,-1,0.05,0,0
103295,111633,-1,-1,0.05,0,0
103296,111633,-1,-1,0.05,0,0
103297,111634,-1,-1,0.05,0,0
103298,111634,-1,-1,0.05,0,0
103299,111634,-1,-1,0.05,0,0
103300,111635,-1,-1,0.05,0,0
103301,111635,-1,-1,0.05,0,0
103302,111635,-1,-1,0.05,0,0
105620,112461,-1,-1,0.141539,0,1
105621,112461,-1,-1,0.141539,0,0
105622,112462,-1,-1,0.141539,0,1
105623,112462,-1,-1,0.141539,0,0
103303,111636,-1,-1,0.05,0,0
103304,111636,-1,-1,0.05,0,0
103305,111636,-1,-1,0.05,0,0
105624,112463,-1,-1,0.141539,0,1
105625,112463,-1,-1,0.141539,0,0
105626,112464,-1,-1,0.141539,0,1
105627,112464,-1,-1,0.141539,0,0
103306,111637,-1,-1,0.05,0,0
103307,111637,-1,-1,0.05,0,0
103308,111637,-1,-1,0.05,0,0
103309,111638,-1,-1,0.05,0,0
103310,111638,-1,-1,0.05,0,0
103311,111638,-1,-1,0.05,0,0
105628,112465,-1,-1,0.141539,0,1
105629,112465,-1,-1,0.141539,0,0
105630,112466,-1,-1,0.141539,0,1
105631,112466,-1,-1,0.141539,0,0
103312,111639,-1,-1,0.05,0,0
103313,111639,-1,-1,0.05,0,0
103314,111639,-1,-1,0.05,0,0
103315,111640,-1,-1,0.05,0,0
103316,111640,-1,-1,0.05,0,0
103317,111640,-1,-1,0.05,0,0
105632,112467,-1,-1,0.141539,0,1
105633,112467,-1,-1,0.141539,0,0
105634,112468,-1,-1,0.141539,0,1
105635,112468,-1,-1,0.141539,0,0
105636,112469,-1,-1,0.141539,0,1
105637,112469,-1,-1,0.141539,0,0
103318,111641,-1,-1,0.05,0,0
103319,111641,-1,-1,0.05,0,0
103320,111641,-1,-1,0.05,0,0
105638,112470,-1,-1,0.141539,0,1
105639,112470,-1,-1,0.141539,0,0
105640,112471,-1,-1,0.141539,0,1
105641,112471,-1,-1,0.141539,0,0
103321,111642,-1,-1,0.05,0,0
103322,111642,-1,-1,0.05,0,0
103323,111642,-1,-1,0.05,0,0
105642,112472,-1,-1,0.141539,0,1
105643,112472,-1,-1,0.141539,0,0
105644,112473,-1,-1,0.141539,0,1
105645,112473,-1,-1,0.141539,0,0
103324,111643,-1,-1,0.05,0,0
103325,111643,-1,-1,0.05,0,0
103326,111643,-1,-1,0.05,0,0
105646,112474,-1,-1,0.141539,0,1
105647,112474,-1,-1,0.141539,0,0
105648,112475,-1,-1,0.141539,0,1
105649,112475,-1,-1,0.141539,0,0
105650,112476,-1,-1,0.141539,0,1
105651,112476,-1,-1,0.141539,0,0
103327,111644,-1,-1,0.05,0,0
103328,111644,-1,-1,0.05,0,0
103329,111644,-1,-1,0.05,0,0
103330,111645,-1,-1,0.05,0,0
103331,111645,-1,-1,0.05,0,0
103332,111645,-1,-1,0.05,0,0
105652,112477,-1,-1,0.141539,0,1
105653,112477,-1,-1,0.141539,0,0
105654,112478,-1,-1,0.141539,0,1
105655,112478,-1,-1,0.141539,0,0
103333,111646,-1,-1,0.05,0,0
103334,111646,-1,-1,0.05,0,0
103335,111646,-1,-1,0.05,0,0
103336,111647,-1,-1,0.05,0,0
103337,111647,-1,-1,0.05,0,0
103338,111647,-1,-1,0.05,0,0
105656,112479,-1,-1,0.141539,0,1
105657,112479,-1,-1,0.141539,0,0
105658,112480,-1,-1,0.141539,0,1
105659,112480,-1,-1,0.141539,0,0
105660,112481,-1,-1,0.141539,0,1
105661,112481,-1,-1,0.141539,0,0
103339,111648,-1,-1,0.05,0,0
103340,111648,-1,-1,0.05,0,0
103341,111648,-1,-1,0.05,0,0
103342,111649,-1,-1,0.05,0,0
103343,111649,-1,-1,0.05,0,0
103344,111649,-1,-1,0.05,0,0
103345,111650,-1,-1,0.05,0,0
103346,111650,-1,-1,0.05,0,0
103347,111650,-1,-1,0.05,0,0
105662,112482,-1,-1,0.141539,0,1
105663,112482,-1,-1,0.141539,0,0
105664,112483,-1,-1,0.141539,0,1
105665,112483,-1,-1,0.141539,0,0
105666,112484,-1,-1,0.141539,0,1
105667,112484,-1,-1,0.141539,0,0
105668,112485,-1,-1,0.141539,0,1
105669,112485,-1,-1,0.141539,0,0
105670,112486,-1,-1,0.141539,0,1
105671,112486,-1,-1,0.141539,0,0
103348,111651,-1,-1,0.05,0,0
103349,111651,-1,-1,0.05,0,0
103350,111651,-1,-1,0.05,0,0
103351,111652,-1,-1,0.05,0,0
103352,111652,-1,-1,0.05,0,0
103353,111652,-1,-1,0.05,0,0
103354,111653,-1,-1,0.05,0,0
103355,111653,-1,-1,0.05,0,0
103356,111653,-1,-1,0.05,0,0
105672,112487,-1,-1,0.141539,0,1
105673,112487,-1,-1,0.141539,0,0
105674,112488,-1,-1,0.141539,0,1
105675,112488,-1,-1,0.141539,0,0
103357,111654,-1,-1,0.05,0,0
103358,111654,-1,-1,0.05,0,0
103359,111654,-1,-1,0.05,0,0
105676,112489,-1,-1,0.141539,0,1
105677,112489,-1,-1,0.141539,0,0
105678,112490,-1,-1,0.141539,0,1
105679,112490,-1,-1,0.141539,0,0
103360,111655,-1,-1,0.05,0,0
103361,111655,-1,-1,0.05,0,0
103362,111655,-1,-1,0.05,0,0
105680,112491,-1,-1,0.141539,0,1
105681,112491,-1,-1,0.141539,0,0
105682,112492,-1,-1,0.141539,0,1
105683,112492,-1,-1,0.141539,0,0
105684,112493,-1,-1,0.141539,0,1
105685,112493,-1,-1,0.141539,0,0
103363,111656,-1,-1,0.05,0,0
103364,111656,-1,-1,0.05,0,0
103365,111656,-1,-1,0.05,0,0
105686,112494,-1,-1,0.141539,0,1
105687,112494,-1,-1,0.141539,0,0
105688,112495,-1,-1,0.141539,0,1
105689,112495,-1,-1,0.141539,0,0
103366,111657,-1,-1,0.05,0,0
103367,111657,-1,-1,0.05,0,0
103368,111657,-1,-1,0.05,0,0
103369,111658,-1,-1,0.05,0,0
103370,111658,-1,-1,0.05,0,0
103371,111658,-1,-1,0.05,0,0
105690,112496,-1,-1,0.141539,0,1
105691,112496,-1,-1,0.141539,0,0
105692,112497,-1,-1,0.141539,0,1
105693,112497,-1,-1,0.141539,0,0
103372,111659,-1,-1,0.05,0,0
103373,111659,-1,-1,0.05,0,0
103374,111659,-1,-1,0.05,0,0
105694,112498,-1,-1,0.141539,0,1
105695,112498,-1,-1,0.141539,0,0
105696,112499,-1,-1,0.141539,0,1
105697,112499,-1,-1,0.141539,0,0
105698,112500,-1,-1,0.141539,0,1
105699,112500,-1,-1,0.141539,0,0
103375,111660,-1,-1,0.05,0,0
103376,111660,-1,-1,0.05,0,0
103377,111660,-1,-1,0.05,0,0
105700,112501,-1,-1,0.141539,0,1
105701,112501,-1,-1,0.141539,0,0
105702,112502,-1,-1,0.141539,0,1
105703,112502,-1,-1,0.141539,0,0
105704,112503,-1,-1,0.141539,0,1
105705,112503,-1,-1,0.141539,0,0
103378,111661,-1,-1,0.05,0,0
103379,111661,-1,-1,0.05,0,0
103380,111661,-1,-1,0.05,0,0
105706,112504,-1,-1,0.141539,0,1
105707,112504,-1,-1,0.141539,0,0
105708,112505,-1,-1,0.141539,0,1
105709,112505,-1,-1,0.141539,0,0
103381,111662,-1,-1,0.05,0,0
103382,111662,-1,-1,0.05,0,0
103383,111662,-1,-1,0.05,0,0
103384,111663,-1,-1,0.05,0,0
103385,111663,-1,-1,0.05,0,0
103386,111663,-1,-1,0.05,0,0
105710,112506,-1,-1,0.141539,0,1
105711,112506,-1,-1,0.141539,0,0
105712,112507,-1,-1,0.141539,0,1
105713,112507,-1,-1,0.141539,0,0
105714,112508,-1,-1,0.141539,0,1
105715,112508,-1,-1,0.141539,0,0
103387,111664,-1,-1,0.05,0,0
103388,111664,-1,-1,0.05,0,0
103389,111664,-1,-1,0.05,0,0
103390,111665,-1,-1,0.05,0,0
103391,111665,-1,-1,0.05,0,0
103392,111665,-1,-1,0.05,0,0
105716,112509,-1,-1,0.141539,0,1
105717,112509,-1,-1,0.141539,0,0
105718,112510,-1,-1,0.141539,0,1
105719,112510,-1,-1,0.141539,0,0
103393,111666,-1,-1,0.05,0,0
103394,111666,-1,-1,0.05,0,0
103395,111666,-1,-1,0.05,0,0
103396,111667,-1,-1,0.05,0,0
103397,111667,-1,-1,0.05,0,0
103398,111667,-1,-1,0.05,0,0
105720,112511,-1,-1,0.141539,0,1
105721,112511,-1,-1,0.141539,0,0
105722,112512,-1,-1,0.141539,0,1
105723,112512,-1,-1,0.141539,0,0
105724,112513,-1,-1,0.141539,0,1
105725,112513,-1,-1,0.141539,0,0
103399,111668,-1,-1,0.05,0,0
103400,111668,-1,-1,0.05,0,0
103401,111668,-1,-1,0.05,0,0
103402,111669,-1,-1,0.05,0,0
103403,111669,-1,-1,0.05,0,0
103404,111669,-1,-1,0.05,0,0
103405,111670,-1,-1,0.05,0,0
103406,111670,-1,-1,0.05,0,0
103407,111670,-1,-1,0.05,0,0
105726,112514,-1,-1,0.141539,0,1
105727,112514,-1,-1,0.141539,0,0
105728,112515,-1,-1,0.141539,0,1
105729,112515,-1,-1,0.141539,0,0
103408,111671,-1,-1,0.05,0,0
103409,111671,-1,-1,0.05,0,0
103410,111671,-1,-1,0.05,0,0
105730,112516,-1,-1,0.141539,0,1
105731,112516,-1,-1,0.141539,0,0
105732,112517,-1,-1,0.141539,0,1
105733,112517,-1,-1,0.141539,0,0
105734,112518,-1,-1,0.141539,0,1
105735,112518,-1,-1,0.141539,0,0
103411,111672,-1,-1,0.05,0,0
103412,111672,-1,-1,0.05,0,0
103413,111672,-1,-1,0.05,0,0
105736,112519,-1,-1,0.141539,0,1
105737,112519,-1,-1,0.141539,0,0
105738,112520,-1,-1,0.141539,0,1
105739,112520,-1,-1,0.141539,0,0
103414,111673,-1,-1,0.05,0,0
103415,111673,-1,-1,0.05,0,0
103416,111673,-1,-1,0.05,0,0
103417,111674,-1,-1,0.05,0,0
103418,111674,-1,-1,0.05,0,0
103419,111674,-1,-1,0.05,0,0
103420,111675,-1,-1,0.05,0,0
103421,111675,-1,-1,0.05,0,0
103422,111675,-1,-1,0.05,0,0
105740,112521,-1,-1,0.141539,0,1
105741,112521,-1,-1,0.141539,0,0
105742,112522,-1,-1,0.141539,0,1
105743,112522,-1,-1,0.141539,0,0
103423,111676,-1,-1,0.05,0,0
103424,111676,-1,-1,0.05,0,0
103425,111676,-1,-1,0.05,0,0
105744,112523,-1,-1,0.141539,0,1
105745,112523,-1,-1,0.141539,0,0
105746,112524,-1,-1,0.141539,0,1
105747,112524,-1,-1,0.141539,0,0
105748,112525,-1,-1,0.141539,0,1
105749,112525,-1,-1,0.141539,0,0
103426,111677,-1,-1,0.05,0,0
103427,111677,-1,-1,0.05,0,0
103428,111677,-1,-1,0.05,0,0
103429,111678,-1,-1,0.05,0,0
103430,111678,-1,-1,0.05,0,0
103431,111678,-1,-1,0.05,0,0
105750,112526,-1,-1,0.141539,0,1
105751,112526,-1,-1,0.141539,0,0
105752,112527,-1,-1,0.141539,0,1
105753,112527,-1,-1,0.141539,0,0
105754,112528,-1,-1,0.141539,0,1
105755,112528,-1,-1,0.141539,0,0
103432,111679,-1,-1,0.05,0,0
103433,111679,-1,-1,0.05,0,0
103434,111679,-1,-1,0.05,0,0
105756,112529,-1,-1,0.141539,0,1
105757,112529,-1,-1,0.141539,0,0
105758,112530,-1,-1,0.141539,0,1
105759,112530,-1,-1,0.141539,0,0
103435,111680,-1,-1,0.05,0,0
103436,111680,-1,-1,0.05,0,0
103437,111680,-1,-1,0.05,0,0
103438,111681,-1,-1,0.05,0,0
103439,111681,-1,-1,0.05,0,0
103440,111681,-1,-1,0.05,0,0
103441,111682,-1,-1,0.05,0,0
103442,111682,-1,-1,0.05,0,0
103443,111682,-1,-1,0.05,0,0
105760,112531,-1,-1,0.141539,0,1
105761,112531,-1,-1,0.141539,0,0
105762,112532,-1,-1,0.141539,0,1
105763,112532,-1,-1,0.141539,0,0
105764,112533,-1,-1,0.141539,0,1
105765,112533,-1,-1,0.141539,0,0
103444,111683,-1,-1,0.05,0,0
103445,111683,-1,-1,0.05,0,0
103446,111683,-1,-1,0.05,0,0
103447,111684,-1,-1,0.05,0,0
103448,111684,-1,-1,0.05,0,0
103449,111684,-1,-1,0.05,0,0
103450,111685,-1,-1,0.05,0,0
103451,111685,-1,-1,0.05,0,0
103452,111685,-1,-1,0.05,0,0
103453,111686,-1,-1,0.05,0,0
103454,111686,-1,-1,0.05,0,0
103455,111686,-1,-1,0.05,0,0
103456,111687,-1,-1,0.05,0,0
103457,111687,-1,-1,0.05,0,0
103458,111687,-1,-1,0.05,0,0
105766,112534,-1,-1,0.141539,0,1
105767,112534,-1,-1,0.141539,0,0
105768,112535,-1,-1,0.141539,0,1
105769,112535,-1,-1,0.141539,0,0
103459,111688,-1,-1,0.05,0,0
103460,111688,-1,-1,0.05,0,0
103461,111688,-1,-1,0.05,0,0
103462,111689,-1,-1,0.05,0,0
103463,111689,-1,-1,0.05,0,0
103464,111689,-1,-1,0.05,0,0
103465,111690,-1,-1,0.05,0,0
103466,111690,-1,-1,0.05,0,0
103467,111690,-1,-1,0.05,0,0
105770,112536,-1,-1,0.141539,0,1
105771,112536,-1,-1,0.141539,0,0
105772,112537,-1,-1,0.141539,0,1
105773,112537,-1,-1,0.141539,0,0
103468,111691,-1,-1,0.05,0,0
103469,111691,-1,-1,0.05,0,0
103470,111691,-1,-1,0.05,0,0
103471,111692,-1,-1,0.05,0,0
103472,111692,-1,-1,0.05,0,0
103473,111692,-1,-1,0.05,0,0
103474,111693,-1,-1,0.05,0,0
103475,111693,-1,-1,0.05,0,0
103476,111693,-1,-1,0.05,0,0
103477,111694,-1,-1,0.05,0,0
103478,111694,-1,-1,0.05,0,0
103479,111694,-1,-1,0.05,0,0
105774,112538,-1,-1,0.141539,0,1
105775,112538,-1,-1,0.141539,0,0
105776,112539,-1,-1,0.141539,0,1
105777,112539,-1,-1,0.141539,0,0
105778,112540,-1,-1,0.141539,0,1
105779,112540,-1,-1,0.141539,0,0
103480,111695,-1,-1,0.05,0,0
103481,111695,-1,-1,0.05,0,0
103482,111695,-1,-1,0.05,0,0
103483,111696,-1,-1,0.05,0,0
103484,111696,-1,-1,0.05,0,0
103485,111696,-1,-1,0.05,0,0
103486,111697,-1,-1,0.05,0,0
103487,111697,-1,-1,0.05,0,0
103488,111697,-1,-1,0.05,0,0
103489,111698,-1,-1,0.05,0,0
103490,111698,-1,-1,0.05,0,0
103491,111698,-1,-1,0.05,0,0
105780,112541,-1,-1,0.141539,0,1
105781,112541,-1,-1,0.141539,0,0
105782,112542,-1,-1,0.141539,0,1
105783,112542,-1,-1,0.141539,0,0
103492,111699,-1,-1,0.05,0,0
103493,111699,-1,-1,0.05,0,0
103494,111699,-1,-1,0.05,0,0
105784,112543,-1,-1,0.141539,0,1
105785,112543,-1,-1,0.141539,0,0
105786,112544,-1,-1,0.141539,0,1
105787,112544,-1,-1,0.141539,0,0
105788,112545,-1,-1,0.141539,0,1
105789,112545,-1,-1,0.141539,0,0
105790,112546,-1,-1,0.141539,0,1
105791,112546,-1,-1,0.141539,0,0
105792,112547,-1,-1,0.141539,0,1
105793,112547,-1,-1,0.141539,0,0
105794,112548,-1,-1,0.141539,0,1
105795,112548,-1,-1,0.141539,0,0
103495,111700,-1,-1,0.05,0,0
103496,111700,-1,-1,0.05,0,0
103497,111700,-1,-1,0.05,0,0
103498,111701,-1,-1,0.05,0,0
103499,111701,-1,-1,0.05,0,0
103500,111701,-1,-1,0.05,0,0
105796,112549,-1,-1,0.141539,0,1
105797,112549,-1,-1,0.141539,0,0
105798,112550,-1,-1,0.141539,0,1
105799,112550,-1,-1,0.141539,0,0
103501,111702,-1,-1,0.05,0,0
103502,111702,-1,-1,0.05,0,0
103503,111702,-1,-1,0.05,0,0
103504,111703,-1,-1,0.05,0,0
103505,111703,-1,-1,0.05,0,0
103506,111703,-1,-1,0.05,0,0
105800,112551,-1,-1,0.141539,0,1
105801,112551,-1,-1,0.141539,0,0
105802,112552,-1,-1,0.141539,0,1
105803,112552,-1,-1,0.141539,0,0
105804,112553,-1,-1,0.141539,0,1
105805,112553,-1,-1,0.141539,0,0
105806,112554,-1,-1,0.141539,0,1
105807,112554,-1,-1,0.141539,0,0
105808,112555,-1,-1,0.141539,0,1
105809,112555,-1,-1,0.141539,0,0
105810,112556,-1,-1,0.141539,0,1
105811,112556,-1,-1,0.141539,0,0
103507,111704,-1,-1,0.05,0,0
103508,111704,-1,-1,0.05,0,0
103509,111704,-1,-1,0.05,0,0
103510,111705,-1,-1,0.05,0,0
103511,111705,-1,-1,0.05,0,0
103512,111705,-1,-1,0.05,0,0
105812,112557,-1,-1,0.141539,0,1
105813,112557,-1,-1,0.141539,0,0
105814,112558,-1,-1,0.141539,0,1
105815,112558,-1,-1,0.141539,0,0
103513,111706,-1,-1,0.05,0,0
103514,111706,-1,-1,0.05,0,0
103515,111706,-1,-1,0.05,0,0
105816,112559,-1,-1,0.141539,0,1
105817,112559,-1,-1,0.141539,0,0
105818,112560,-1,-1,0.141539,0,1
105819,112560,-1,-1,0.141539,0,0
105820,112561,-1,-1,0.141539,0,1
105821,112561,-1,-1,0.141539,0,0
103516,111707,-1,-1,0.05,0,0
103517,111707,-1,-1,0.05,0,0
103518,111707,-1,-1,0.05,0,0
103519,111708,-1,-1,0.05,0,0
103520,111708,-1,-1,0.05,0,0
103521,111708,-1,-1,0.05,0,0
103522,111709,-1,-1,0.05,0,0
103523,111709,-1,-1,0.05,0,0
103524,111709,-1,-1,0.05,0,0
105822,112562,-1,-1,0.141539,0,1
105823,112562,-1,-1,0.141539,0,0
105824,112563,-1,-1,0.141539,0,1
105825,112563,-1,-1,0.141539,0,0
105826,112564,-1,-1,0.141539,0,1
105827,112564,-1,-1,0.141539,0,0
103525,111710,-1,-1,0.05,0,0
103526,111710,-1,-1,0.05,0,0
103527,111710,-1,-1,0.05,0,0
105828,112565,-1,-1,0.141539,0,1
105829,112565,-1,-1,0.141539,0,0
105830,112566,-1,-1,0.141539,0,1
105831,112566,-1,-1,0.141539,0,0
103528,111711,-1,-1,0.05,0,0
103529,111711,-1,-1,0.05,0,0
103530,111711,-1,-1,0.05,0,0
103531,111712,-1,-1,0.05,0,0
103532,111712,-1,-1,0.05,0,0
103533,111712,-1,-1,0.05,0,0
103534,111713,-1,-1,0.05,0,0
103535,111713,-1,-1,0.05,0,0
103536,111713,-1,-1,0.05,0,0
103537,111714,-1,-1,0.05,0,0
103538,111714,-1,-1,0.05,0,0
103539,111714,-1,-1,0.05,0,0
105832,112567,-1,-1,0.141539,0,1
105833,112567,-1,-1,0.141539,0,0
105834,112568,-1,-1,0.141539,0,1
105835,112568,-1,-1,0.141539,0,0
105836,112569,-1,-1,0.141539,0,1
105837,112569,-1,-1,0.141539,0,0
103540,111715,-1,-1,0.05,0,0
103541,111715,-1,-1,0.05,0,0
103542,111715,-1,-1,0.05,0,0
103543,111716,-1,-1,0.05,0,0
103544,111716,-1,-1,0.05,0,0
103545,111716,-1,-1,0.05,0,0
103546,111717,-1,-1,0.05,0,0
103547,111717,-1,-1,0.05,0,0
103548,111717,-1,-1,0.05,0,0
103549,111718,-1,-1,0.05,0,0
103550,111718,-1,-1,0.05,0,0
103551,111718,-1,-1,0.05,0,0
103552,111719,-1,-1,0.05,0,0
103553,111719,-1,-1,0.05,0,0
103554,111719,-1,-1,0.05,0,0
105838,112570,-1,-1,0.141539,0,1
105839,112570,-1,-1,0.141539,0,0
105840,112571,-1,-1,0.141539,0,1
105841,112571,-1,-1,0.141539,0,0
103555,111720,-1,-1,0.05,0,0
103556,111720,-1,-1,0.05,0,0
103557,111720,-1,-1,0.05,0,0
103558,111721,-1,-1,0.05,0,0
103559,111721,-1,-1,0.05,0,0
103560,111721,-1,-1,0.05,0,0
105842,112572,-1,-1,0.141539,0,1
105843,112572,-1,-1,0.141539,0,0
105844,112573,-1,-1,0.141539,0,1
105845,112573,-1,-1,0.141539,0,0
103561,111722,-1,-1,0.05,0,0
103562,111722,-1,-1,0.05,0,0
103563,111722,-1,-1,0.05,0,0
105846,112574,-1,-1,0.141539,0,1
105847,112574,-1,-1,0.141539,0,0
105848,112575,-1,-1,0.141539,0,1
105849,112575,-1,-1,0.141539,0,0
105850,112576,-1,-1,0.141539,0,1
105851,112576,-1,-1,0.141539,0,0
105852,112577,-1,-1,0.141539,0,1
105853,112577,-1,-1,0.141539,0,0
103564,111723,-1,-1,0.05,0,0
103565,111723,-1,-1,0.05,0,0
103566,111723,-1,-1,0.05,0,0
103567,111724,-1,-1,0.05,0,0
103568,111724,-1,-1,0.05,0,0
103569,111724,-1,-1,0.05,0,0
103570,111725,-1,-1,0.05,0,0
103571,111725,-1,-1,0.05,0,0
103572,111725,-1,-1,0.05,0,0
103573,111726,-1,-1,0.05,0,0
103574,111726,-1,-1,0.05,0,0
103575,111726,-1,-1,0.05,0,0
103576,111727,-1,-1,0.05,0,0
103577,111727,-1,-1,0.05,0,0
