Node,QtBids,QBid,QBidSeg,forT,QuantityLoQ,PriceLoQ,QuantityHiQ,PriceHiQ,Xlb,Xub,AlphaOmegaSet,NoNewAct,Xlb_orig,Price_orig
11980013,1157,2941,1622,2,0,0,-0.01,0,0,1,0,0,0,0
11980013,1157,2942,1623,3,0,0,0.0085,0,0,1,0,0,0,0
11980013,1157,2942,1624,3,0,0,-0.01,0,0,1,0,0,0,0
11980013,1157,2943,1625,4,0,0,0.0085,0,0,1,0,0,0,0
11980013,1157,2943,1626,4,0,0,-0.01,0,0,1,0,0,0,0
11980014,1158,2944,1627,2,0,0,0.0085,0,0,1,0,0,0,0
11980014,1158,2944,1628,2,0,0,-0.01,0,0,1,0,0,0,0
11980014,1158,2945,1629,3,0,0,0.0085,0,0,1,0,0,0,0
11980014,1158,2945,1630,3,0,0,-0.01,0,0,1,0,0,0,0
11980014,1158,2946,1631,4,0,0,0.0085,0,0,1,0,0,0,0
11980014,1158,2946,1632,4,0,0,-0.01,0,0,1,0,0,0,0
11980018,1162,2956,1633,2,0,0,0.0085,0,0,1,0,0,0,0
11980018,1162,2956,1634,2,0,0,-0.01,0,0,1,0,0,0,0
11980018,1162,2957,1635,3,0,0,0.0085,0,0,1,0,0,0,0
11980018,1162,2957,1636,3,0,0,-0.01,0,0,1,0,0,0,0
11980018,1162,2958,1637,4,0,0,0.0085,0,0,1,0,0,0,0
11980018,1162,2958,1638,4,0,0,-0.01,0,0,1,0,0,0,0
11980021,1165,2965,1639,2,0,0,0.0085,0,0,1,0,0,0,0
11980021,1165,2965,1640,2,0,0,-0.01,0,0,1,0,0,0,0
11980021,1165,2966,1641,3,0,0,0.0085,0,0,1,0,0,0,0
11980021,1165,2966,1642,3,0,0,-0.01,0,0,1,0,0,0,0
11980021,1165,2967,1643,4,0,0,0.0085,0,0,1,0,0,0,0
11980021,1165,2967,1644,4,0,0,-0.01,0,0,1,0,0,0,0
11980024,1168,2974,1645,2,0,0,0.0085,0,0,1,0,0,0,0
11980024,1168,2974,1646,2,0,0,-0.01,0,0,1,0,0,0,0
11980024,1168,2975,1647,3,0,0,0.0085,0,0,1,0,0,0,0
11980024,1168,2975,1648,3,0,0,-0.01,0,0,1,0,0,0,0
11980024,1168,2976,1649,4,0,0,0.0085,0,0,1,0,0,0,0
11980024,1168,2976,1650,4,0,0,-0.01,0,0,1,0,0,0,0
11980028,1171,2983,1651,2,0,0,0.0085,0,0,1,0,0,0,0
11980028,1171,2983,1652,2,0,0,-0.01,0,0,1,0,0,0,0
11980028,1171,2984,1653,3,0,0,0.0085,0,0,1,0,0,0,0
11980028,1171,2984,1654,3,0,0,-0.01,0,0,1,0,0,0,0
11980028,1171,2985,1655,4,0,0,0.0085,0,0,1,0,0,0,0
11980028,1171,2985,1656,4,0,0,-0.01,0,0,1,0,0,0,0
11980029,1172,2986,1657,2,0,0,0.0085,0,0,1,0,0,0,0
11980029,1172,2986,1658,2,0,0,-0.01,0,0,1,0,0,0,0
11980029,1172,2987,1659,3,0,0,0.0085,0,0,1,0,0,0,0
11980029,1172,2987,1660,3,0,0,-0.01,0,0,1,0,0,0,0
11980029,1172,2988,1661,4,0,0,0.0085,0,0,1,0,0,0,0
11980029,1172,2988,1662,4,0,0,-0.01,0,0,1,0,0,0,0
11980030,1173,2989,1663,2,0,0,0.0085,0,0,1,0,0,0,0
11980030,1173,2989,1664,2,0,0,-0.01,0,0,1,0,0,0,0
11980030,1173,2990,1665,3,0,0,0.0085,0,0,1,0,0,0,0
11980030,1173,2990,1666,3,0,0,-0.01,0,0,1,0,0,0,0
11980030,1173,2991,1667,4,0,0,0.0085,0,0,1,0,0,0,0
11980030,1173,2991,1668,4,0,0,-0.01,0,0,1,0,0,0,0
11980034,1177,3001,1669,2,0,0,0.0085,0,0,1,0,0,0,0
11980034,1177,3001,1670,2,0,0,-0.01,0,0,1,0,0,0,0
11980034,1177,3002,1671,3,0,0,0.0085,0,0,1,0,0,0,0
11980034,1177,3002,1672,3,0,0,-0.01,0,0,1,0,0,0,0
11980034,1177,3003,1673,4,0,0,0.0085,0,0,1,0,0,0,0
11980034,1177,3003,1674,4,0,0,-0.01,0,0,1,0,0,0,0
11980036,1179,3007,1675,2,0,0,0.0085,0,0,1,0,0,0,0
11980036,1179,3007,1676,2,0,0,-0.01,0,0,1,0,0,0,0
11980036,1179,3008,1677,3,0,0,0.0085,0,0,1,0,0,0,0
11980036,1179,3008,1678,3,0,0,-0.01,0,0,1,0,0,0,0
11980036,1179,3009,1679,4,0,0,0.0085,0,0,1,0,0,0,0
11980036,1179,3009,1680,4,0,0,-0.01,0,0,1,0,0,0,0
11980037,1180,3010,1681,2,0,0,0.0085,0,0,1,0,0,0,0
11980037,1180,3010,1682,2,0,0,-0.01,0,0,1,0,0,0,0
11980037,1180,3011,1683,3,0,0,0.0085,0,0,1,0,0,0,0
11980037,1180,3011,1684,3,0,0,-0.01,0,0,1,0,0,0,0
11980037,1180,3012,1685,4,0,0,0.0085,0,0,1,0,0,0,0
11980037,1180,3012,1686,4,0,0,-0.01,0,0,1,0,0,0,0
11980038,1181,3013,1687,2,0,0,0.0085,0,0,1,0,0,0,0
11980038,1181,3013,1688,2,0,0,-0.01,0,0,1,0,0,0,0
11980038,1181,3014,1689,3,0,0,0.0085,0,0,1,0,0,0,0
11980038,1181,3014,1690,3,0,0,-0.01,0,0,1,0,0,0,0
11980038,1181,3015,1691,4,0,0,0.0085,0,0,1,0,0,0,0
11980038,1181,3015,1692,4,0,0,-0.01,0,0,1,0,0,0,0
11980039,1182,3016,1693,2,0,0,0.0085,0,0,1,0,0,0,0
11980039,1182,3016,1694,2,0,0,-0.01,0,0,1,0,0,0,0
11980039,1182,3017,1695,3,0,0,0.0085,0,0,1,0,0,0,0
11980039,1182,3017,1696,3,0,0,-0.01,0,0,1,0,0,0,0
11980039,1182,3018,1697,4,0,0,0.0085,0,0,1,0,0,0,0
11980039,1182,3018,1698,4,0,0,-0.01,0,0,1,0,0,0,0
11980041,1184,3022,1699,2,0,0,0.0085,0,0,1,0,0,0,0
11980041,1184,3022,1700,2,0,0,-0.01,0,0,1,0,0,0,0
11980041,1184,3023,1701,3,0,0,0.0085,0,0,1,0,0,0,0
11980041,1184,3023,1702,3,0,0,-0.01,0,0,1,0,0,0,0
11980041,1184,3024,1703,4,0,0,0.0085,0,0,1,0,0,0,0
11980041,1184,3024,1704,4,0,0,-0.01,0,0,1,0,0,0,0
11980047,1190,3040,1705,2,0,0,0.017,0,0,1,0,0,0,0
11980047,1190,3040,1706,2,0,0,-0.02,0,0,1,0,0,0,0
11980047,1190,3041,1707,3,0,0,0.017,0,0,1,0,0,0,0
11980047,1190,3041,1708,3,0,0,-0.02,0,0,1,0,0,0,0
11980047,1190,3042,1709,4,0,0,0.017,0,0,1,0,0,0,0
11980047,1190,3042,1710,4,0,0,-0.02,0,0,1,0,0,0,0
11980051,1191,3043,1711,2,0,0,0.0085,0,0,1,0,0,0,0
11980051,1191,3043,1712,2,0,0,-0.01,0,0,1,0,0,0,0
11980051,1191,3044,1713,3,0,0,0.0085,0,0,1,0,0,0,0
11980051,1191,3044,1714,3,0,0,-0.01,0,0,1,0,0,0,0
11980051,1191,3045,1715,4,0,0,0.0085,0,0,1,0,0,0,0
11980051,1191,3045,1716,4,0,0,-0.01,0,0,1,0,0,0,0
11980052,1192,3046,1717,2,0,0,0.0085,0,0,1,0,0,0,0
11980052,1192,3046,1718,2,0,0,-0.01,0,0,1,0,0,0,0
11980052,1192,3047,1719,3,0,0,0.0085,0,0,1,0,0,0,0
11980052,1192,3047,1720,3,0,0,-0.01,0,0,1,0,0,0,0
11980052,1192,3048,1721,4,0,0,0.0085,0,0,1,0,0,0,0
11980052,1192,3048,1722,4,0,0,-0.01,0,0,1,0,0,0,0
11980054,1194,3052,1723,2,0,0,0.0085,0,0,1,0,0,0,0
11980054,1194,3052,1724,2,0,0,-0.01,0,0,1,0,0,0,0
11980054,1194,3053,1725,3,0,0,0.0085,0,0,1,0,0,0,0
11980054,1194,3053,1726,3,0,0,-0.01,0,0,1,0,0,0,0
11980054,1194,3054,1727,4,0,0,0.0085,0,0,1,0,0,0,0
11980054,1194,3054,1728,4,0,0,-0.01,0,0,1,0,0,0,0
11980055,1195,3055,1729,2,0,0,0.017,0,0,1,0,0,0,0
11980055,1195,3055,1730,2,0,0,-0.02,0,0,1,0,0,0,0
11980055,1195,3056,1731,3,0,0,0.017,0,0,1,0,0,0,0
11980055,1195,3056,1732,3,0,0,-0.02,0,0,1,0,0,0,0
11980055,1195,3057,1733,4,0,0,0.017,0,0,1,0,0,0,0
11980055,1195,3057,1734,4,0,0,-0.02,0,0,1,0,0,0,0
11980058,1198,3064,1735,2,0,0,0.0085,0,0,1,0,0,0,0
11980058,1198,3064,1736,2,0,0,-0.01,0,0,1,0,0,0,0
11980058,1198,3065,1737,3,0,0,0.0085,0,0,1,0,0,0,0
11980058,1198,3065,1738,3,0,0,-0.01,0,0,1,0,0,0,0
11980058,1198,3066,1739,4,0,0,0.0085,0,0,1,0,0,0,0
11980058,1198,3066,1740,4,0,0,-0.01,0,0,1,0,0,0,0
11980060,1200,3070,1741,2,0,0,0.0085,0,0,1,0,0,0,0
11980060,1200,3070,1742,2,0,0,-0.01,0,0,1,0,0,0,0
11980060,1200,3071,1743,3,0,0,0.0085,0,0,1,0,0,0,0
11980060,1200,3071,1744,3,0,0,-0.01,0,0,1,0,0,0,0
11980060,1200,3072,1745,4,0,0,0.0085,0,0,1,0,0,0,0
11980060,1200,3072,1746,4,0,0,-0.01,0,0,1,0,0,0,0
11980062,1202,3076,1747,2,0,0,0.017,0,0,1,0,0,0,0
11980062,1202,3076,1748,2,0,0,-0.02,0,0,1,0,0,0,0
11980062,1202,3077,1749,3,0,0,0.017,0,0,1,0,0,0,0
11980062,1202,3077,1750,3,0,0,-0.02,0,0,1,0,0,0,0
11980062,1202,3078,1751,4,0,0,0.017,0,0,1,0,0,0,0
11980062,1202,3078,1752,4,0,0,-0.02,0,0,1,0,0,0,0
11980064,1204,3082,1753,2,0,0,-0.06681228,0,0,1,0,0,0,0
11980064,1204,3083,1754,3,0,0,-0.06681228,0,0,1,0,0,0,0
11980064,1204,3084,1755,4,0,0,-0.06681228,0,0,1,0,0,0,0
11980066,1206,3088,1756,2,0,0,0.0085,0,0,1,0,0,0,0
11980066,1206,3088,1757,2,0,0,-0.01,0,0,1,0,0,0,0
11980066,1206,3089,1758,3,0,0,0.0085,0,0,1,0,0,0,0
11980066,1206,3089,1759,3,0,0,-0.01,0,0,1,0,0,0,0
11980066,1206,3090,1760,4,0,0,0.0085,0,0,1,0,0,0,0
11980066,1206,3090,1761,4,0,0,-0.01,0,0,1,0,0,0,0
11980069,1209,3097,1762,2,0,0,0.0085,0,0,1,0,0,0,0
11980069,1209,3097,1763,2,0,0,-0.01,0,0,1,0,0,0,0
11980069,1209,3098,1764,3,0,0,0.0085,0,0,1,0,0,0,0
11980069,1209,3098,1765,3,0,0,-0.01,0,0,1,0,0,0,0
11980069,1209,3099,1766,4,0,0,0.0085,0,0,1,0,0,0,0
11980069,1209,3099,1767,4,0,0,-0.01,0,0,1,0,0,0,0
11980072,1212,3106,1768,2,0,0,0.0085,0,0,1,0,0,0,0
11980072,1212,3106,1769,2,0,0,-0.01,0,0,1,0,0,0,0
11980072,1212,3107,1770,3,0,0,0.0085,0,0,1,0,0,0,0
11980072,1212,3107,1771,3,0,0,-0.01,0,0,1,0,0,0,0
11980072,1212,3108,1772,4,0,0,0.0085,0,0,1,0,0,0,0
11980072,1212,3108,1773,4,0,0,-0.01,0,0,1,0,0,0,0
11980075,1215,3115,1774,2,0,0,0.0085,0,0,1,0,0,0,0
11980075,1215,3115,1775,2,0,0,-0.01,0,0,1,0,0,0,0
11980075,1215,3116,1776,3,0,0,0.0085,0,0,1,0,0,0,0
11980075,1215,3116,1777,3,0,0,-0.01,0,0,1,0,0,0,0
11980075,1215,3117,1778,4,0,0,0.0085,0,0,1,0,0,0,0
11980075,1215,3117,1779,4,0,0,-0.01,0,0,1,0,0,0,0
11980076,1216,3118,1780,2,0,0,0.0255,0,0,1,0,0,0,0
11980076,1216,3118,1781,2,0,0,-0.03,0,0,1,0,0,0,0
11980076,1216,3119,1782,3,0,0,0.0255,0,0,1,0,0,0,0
11980076,1216,3119,1783,3,0,0,-0.03,0,0,1,0,0,0,0
11980076,1216,3120,1784,4,0,0,0.0255,0,0,1,0,0,0,0
11980076,1216,3120,1785,4,0,0,-0.03,0,0,1,0,0,0,0
12000000,1220,3130,1786,2,0,0,-0.744462011,0,0,1,0,0,0,0
12000000,1220,3131,1787,3,0,0,-0.744462011,0,0,1,0,0,0,0
12000000,1220,3132,1788,4,0,0,-0.744462011,0,0,1,0,0,0,0
12010000,1221,3133,1789,2,0,0,-0.000340248,0,0,1,0,0,0,0
12010000,1221,3134,1790,3,0,0,-0.000340248,0,0,1,0,0,0,0
12010000,1221,3135,1791,4,0,0,-0.000340248,0,0,1,0,0,0,0
12030000,1223,3139,1792,2,0,0,0.5525,0,0,1,0,0,0,0
12030000,1223,3139,1793,2,0,0,-0.65,0,0,1,0,0,0,0
12030000,1223,3140,1794,3,0,0,0.5525,0,0,1,0,0,0,0
12030000,1223,3140,1795,3,0,0,-0.65,0,0,1,0,0,0,0
12030000,1223,3141,1796,4,0,0,0.5525,0,0,1,0,0,0,0
12030000,1223,3141,1797,4,0,0,-0.65,0,0,1,0,0,0,0
12050000,1224,3142,1798,2,0,0,-0.071018979,0,0,1,0,0,0,0
12050000,1224,3143,1799,3,0,0,-0.071018979,0,0,1,0,0,0,0
12050000,1224,3144,1800,4,0,0,-0.071018979,0,0,1,0,0,0,0
12060000,1225,3145,1801,2,0,0,0.005465555,0,0,1,0,0,0,0
12060000,1225,3145,1802,2,0,0,-0.351434865,0,0,1,0,0,0,0
12060000,1225,3146,1803,3,0,0,0.005465555,0,0,1,0,0,0,0
12060000,1225,3146,1804,3,0,0,-0.351434865,0,0,1,0,0,0,0
12060000,1225,3147,1805,4,0,0,0.005465555,0,0,1,0,0,0,0
12060000,1225,3147,1806,4,0,0,-0.351434865,0,0,1,0,0,0,0
12070000,1226,3148,1807,2,0,0,-0.235080243,0,0,1,0,0,0,0
12070000,1226,3149,1808,3,0,0,-0.235080243,0,0,1,0,0,0,0
12070000,1226,3150,1809,4,0,0,-0.235080243,0,0,1,0,0,0,0
12080000,1227,3151,1810,2,0,0,-0.504185258,0,0,1,0,0,0,0
12080000,1227,3152,1811,3,0,0,-0.504185258,0,0,1,0,0,0,0
12080000,1227,3153,1812,4,0,0,-0.504185258,0,0,1,0,0,0,0
12090000,1228,3154,1813,2,0,0,-0.085779543,0,0,1,0,0,0,0
12090000,1228,3155,1814,3,0,0,-0.085779543,0,0,1,0,0,0,0
12090000,1228,3156,1815,4,0,0,-0.085779543,0,0,1,0,0,0,0
12110000,1230,3160,1816,2,0,0,-0.006804954,0,0,1,0,0,0,0
12110000,1230,3161,1817,3,0,0,-0.006804954,0,0,1,0,0,0,0
12110000,1230,3162,1818,4,0,0,-0.006804954,0,0,1,0,0,0,0
12120000,1231,3163,1819,2,0,0,-0.194745422,0,0,1,0,0,0,0
12120000,1231,3164,1820,3,0,0,-0.194745422,0,0,1,0,0,0,0
12120000,1231,3165,1821,4,0,0,-0.194745422,0,0,1,0,0,0,0
12130000,1232,3166,1822,2,0,0,-0.758010057,0,0,1,0,0,0,0
12130000,1232,3167,1823,3,0,0,-0.758010057,0,0,1,0,0,0,0
12130000,1232,3168,1824,4,0,0,-0.758010057,0,0,1,0,0,0,0
12140000,1233,3169,1825,2,0,0,0.102,0,0,1,0,0,0,0
12140000,1233,3169,1826,2,0,0,-0.12,0,0,1,0,0,0,0
12140000,1233,3170,1827,3,0,0,0.102,0,0,1,0,0,0,0
12140000,1233,3170,1828,3,0,0,-0.12,0,0,1,0,0,0,0
12140000,1233,3171,1829,4,0,0,0.102,0,0,1,0,0,0,0
12140000,1233,3171,1830,4,0,0,-0.12,0,0,1,0,0,0,0
12140024,1248,3214,1831,2,0,0,0.0085,0,0,1,0,0,0,0
12140024,1248,3214,1832,2,0,0,-0.01,0,0,1,0,0,0,0
12140024,1248,3215,1833,3,0,0,0.0085,0,0,1,0,0,0,0
12140024,1248,3215,1834,3,0,0,-0.01,0,0,1,0,0,0,0
12140024,1248,3216,1835,4,0,0,0.0085,0,0,1,0,0,0,0
12140024,1248,3216,1836,4,0,0,-0.01,0,0,1,0,0,0,0
12150000,1249,3217,1837,2,0,0,0.102,0,0,1,0,0,0,0
12150000,1249,3217,1838,2,0,0,-0.12,0,0,1,0,0,0,0
12150000,1249,3218,1839,3,0,0,0.102,0,0,1,0,0,0,0
12150000,1249,3218,1840,3,0,0,-0.12,0,0,1,0,0,0,0
12150000,1249,3219,1841,4,0,0,0.102,0,0,1,0,0,0,0
12150000,1249,3219,1842,4,0,0,-0.12,0,0,1,0,0,0,0
12150010,1259,3247,1843,2,0,0,0.017,0,0,1,0,0,0,0
12150010,1259,3247,1844,2,0,0,-0.02,0,0,1,0,0,0,0
12150010,1259,3248,1845,3,0,0,0.017,0,0,1,0,0,0,0
12150010,1259,3248,1846,3,0,0,-0.02,0,0,1,0,0,0,0
12150010,1259,3249,1847,4,0,0,0.017,0,0,1,0,0,0,0
12150010,1259,3249,1848,4,0,0,-0.02,0,0,1,0,0,0,0
12190000,1264,3262,1849,2,0,0,-0.438610243,0,0,1,0,0,0,0
12190000,1264,3263,1850,3,0,0,-0.438610243,0,0,1,0,0,0,0
12190000,1264,3264,1851,4,0,0,-0.438610243,0,0,1,0,0,0,0
12210000,1266,3268,1852,2,0,0,-0.054254046,0,0,1,0,0,0,0
12210000,1266,3269,1853,3,0,0,-0.054254046,0,0,1,0,0,0,0
12210000,1266,3270,1854,4,0,0,-0.054254046,0,0,1,0,0,0,0
12220000,1267,3271,1855,2,0,0,-0.14630652,0,0,1,0,0,0,0
12220000,1267,3272,1856,3,0,0,-0.14630652,0,0,1,0,0,0,0
12220000,1267,3273,1857,4,0,0,-0.14630652,0,0,1,0,0,0,0
12230000,1268,3274,1858,2,0,0,-0.047201638,0,0,1,0,0,0,0
12230000,1268,3275,1859,3,0,0,-0.047201638,0,0,1,0,0,0,0
12230000,1268,3276,1860,4,0,0,-0.047201638,0,0,1,0,0,0,0
12250000,1270,3280,1861,2,0,0,-0.9632846,0,0,1,0,0,0,0
12250000,1270,3281,1862,3,0,0,-0.9632846,0,0,1,0,0,0,0
12250000,1270,3282,1863,4,0,0,-0.9632846,0,0,1,0,0,0,0
12260000,1271,3283,1864,2,0,0,-0.027219818,0,0,1,0,0,0,0
12260000,1271,3284,1865,3,0,0,-0.027219818,0,0,1,0,0,0,0
12260000,1271,3285,1866,4,0,0,-0.027219818,0,0,1,0,0,0,0
12280000,1272,3286,1867,2,0,0,-0.854702273,0,0,1,0,0,0,0
12280000,1272,3287,1868,3,0,0,-0.854702273,0,0,1,0,0,0,0
12280000,1272,3288,1869,4,0,0,-0.854702273,0,0,1,0,0,0,0
12290000,1273,3289,1870,2,0,0,-0.013919225,0,0,1,0,0,0,0
12290000,1273,3290,1871,3,0,0,-0.013919225,0,0,1,0,0,0,0
12290000,1273,3291,1872,4,0,0,-0.013919225,0,0,1,0,0,0,0
12310000,1275,3295,1873,2,0,0,-0.004949058,0,0,1,0,0,0,0
12310000,1275,3296,1874,3,0,0,-0.004949058,0,0,1,0,0,0,0
12310000,1275,3297,1875,4,0,0,-0.004949058,0,0,1,0,0,0,0
12330000,1277,3301,1876,2,0,0,0.085,0,0,1,0,0,0,0
12330000,1277,3301,1877,2,0,0,-0.157532796,0,0,1,0,0,0,0
12330000,1277,3302,1878,3,0,0,0.085,0,0,1,0,0,0,0
12330000,1277,3302,1879,3,0,0,-0.157532796,0,0,1,0,0,0,0
12330000,1277,3303,1880,4,0,0,0.085,0,0,1,0,0,0,0
12330000,1277,3303,1881,4,0,0,-0.157532796,0,0,1,0,0,0,0
12330004,1280,3310,1882,2,0,0,0.0085,0,0,1,0,0,0,0
12330004,1280,3310,1883,2,0,0,-0.01,0,0,1,0,0,0,0
12330004,1280,3311,1884,3,0,0,0.0085,0,0,1,0,0,0,0
12330004,1280,3311,1885,3,0,0,-0.01,0,0,1,0,0,0,0
12330004,1280,3312,1886,4,0,0,0.0085,0,0,1,0,0,0,0
12330004,1280,3312,1887,4,0,0,-0.01,0,0,1,0,0,0,0
12330009,1285,3325,1888,2,0,0,0.0085,0,0,1,0,0,0,0
12330009,1285,3325,1889,2,0,0,-0.01,0,0,1,0,0,0,0
12330009,1285,3326,1890,3,0,0,0.0085,0,0,1,0,0,0,0
12330009,1285,3326,1891,3,0,0,-0.01,0,0,1,0,0,0,0
12330009,1285,3327,1892,4,0,0,0.0085,0,0,1,0,0,0,0
12330009,1285,3327,1893,4,0,0,-0.01,0,0,1,0,0,0,0
12330013,1289,3337,1894,2,0,0,0.0085,0,0,1,0,0,0,0
12330013,1289,3337,1895,2,0,0,-0.01,0,0,1,0,0,0,0
12330013,1289,3338,1896,3,0,0,0.0085,0,0,1,0,0,0,0
12330013,1289,3338,1897,3,0,0,-0.01,0,0,1,0,0,0,0
12330013,1289,3339,1898,4,0,0,0.0085,0,0,1,0,0,0,0
12330013,1289,3339,1899,4,0,0,-0.01,0,0,1,0,0,0,0
12330014,1290,3340,1900,2,0,0,0.0085,0,0,1,0,0,0,0
12330014,1290,3340,1901,2,0,0,-0.01,0,0,1,0,0,0,0
12330014,1290,3341,1902,3,0,0,0.0085,0,0,1,0,0,0,0
12330014,1290,3341,1903,3,0,0,-0.01,0,0,1,0,0,0,0
12330014,1290,3342,1904,4,0,0,0.0085,0,0,1,0,0,0,0
12330014,1290,3342,1905,4,0,0,-0.01,0,0,1,0,0,0,0
12330015,1291,3343,1906,2,0,0,0.0085,0,0,1,0,0,0,0
12330015,1291,3343,1907,2,0,0,-0.01,0,0,1,0,0,0,0
12330015,1291,3344,1908,3,0,0,0.0085,0,0,1,0,0,0,0
12330015,1291,3344,1909,3,0,0,-0.01,0,0,1,0,0,0,0
12330015,1291,3345,1910,4,0,0,0.0085,0,0,1,0,0,0,0
12330015,1291,3345,1911,4,0,0,-0.01,0,0,1,0,0,0,0
12330018,1294,3352,1912,2,0,0,0.0085,0,0,1,0,0,0,0
12330018,1294,3352,1913,2,0,0,-0.01,0,0,1,0,0,0,0
12330018,1294,3353,1914,3,0,0,0.0085,0,0,1,0,0,0,0
12330018,1294,3353,1915,3,0,0,-0.01,0,0,1,0,0,0,0
12330018,1294,3354,1916,4,0,0,0.0085,0,0,1,0,0,0,0
12330018,1294,3354,1917,4,0,0,-0.01,0,0,1,0,0,0,0
12330019,1295,3355,1918,2,0,0,0.0085,0,0,1,0,0,0,0
12330019,1295,3355,1919,2,0,0,-0.01,0,0,1,0,0,0,0
12330019,1295,3356,1920,3,0,0,0.0085,0,0,1,0,0,0,0
12330019,1295,3356,1921,3,0,0,-0.01,0,0,1,0,0,0,0
12330019,1295,3357,1922,4,0,0,0.0085,0,0,1,0,0,0,0
12330019,1295,3357,1923,4,0,0,-0.01,0,0,1,0,0,0,0
12330020,1296,3358,1924,2,0,0,0.0085,0,0,1,0,0,0,0
12330020,1296,3358,1925,2,0,0,-0.01,0,0,1,0,0,0,0
12330020,1296,3359,1926,3,0,0,0.0085,0,0,1,0,0,0,0
12330020,1296,3359,1927,3,0,0,-0.01,0,0,1,0,0,0,0
12330020,1296,3360,1928,4,0,0,0.0085,0,0,1,0,0,0,0
12330020,1296,3360,1929,4,0,0,-0.01,0,0,1,0,0,0,0
12330022,1298,3364,1930,2,0,0,0.017,0,0,1,0,0,0,0
12330022,1298,3364,1931,2,0,0,-0.02,0,0,1,0,0,0,0
12330022,1298,3365,1932,3,0,0,0.017,0,0,1,0,0,0,0
12330022,1298,3365,1933,3,0,0,-0.02,0,0,1,0,0,0,0
12330022,1298,3366,1934,4,0,0,0.017,0,0,1,0,0,0,0
12330022,1298,3366,1935,4,0,0,-0.02,0,0,1,0,0,0,0
12330023,1299,3367,1936,2,0,0,0.017,0,0,1,0,0,0,0
12330023,1299,3367,1937,2,0,0,-0.02,0,0,1,0,0,0,0
12330023,1299,3368,1938,3,0,0,0.017,0,0,1,0,0,0,0
12330023,1299,3368,1939,3,0,0,-0.02,0,0,1,0,0,0,0
12330023,1299,3369,1940,4,0,0,0.017,0,0,1,0,0,0,0
12330023,1299,3369,1941,4,0,0,-0.02,0,0,1,0,0,0,0
12330025,1300,3370,1942,2,0,0,0.034,0,0,1,0,0,0,0
12330025,1300,3370,1943,2,0,0,-0.04,0,0,1,0,0,0,0
12330025,1300,3371,1944,3,0,0,0.034,0,0,1,0,0,0,0
12330025,1300,3371,1945,3,0,0,-0.04,0,0,1,0,0,0,0
12330025,1300,3372,1946,4,0,0,0.034,0,0,1,0,0,0,0
12330025,1300,3372,1947,4,0,0,-0.04,0,0,1,0,0,0,0
12330027,1302,3376,1948,2,0,0,0.017,0,0,1,0,0,0,0
12330027,1302,3376,1949,2,0,0,-0.02,0,0,1,0,0,0,0
12330027,1302,3377,1950,3,0,0,0.017,0,0,1,0,0,0,0
12330027,1302,3377,1951,3,0,0,-0.02,0,0,1,0,0,0,0
12330027,1302,3378,1952,4,0,0,0.017,0,0,1,0,0,0,0
12330027,1302,3378,1953,4,0,0,-0.02,0,0,1,0,0,0,0
12330028,1303,3379,1954,2,0,0,0.0085,0,0,1,0,0,0,0
12330028,1303,3379,1955,2,0,0,-0.01,0,0,1,0,0,0,0
12330028,1303,3380,1956,3,0,0,0.0085,0,0,1,0,0,0,0
12330028,1303,3380,1957,3,0,0,-0.01,0,0,1,0,0,0,0
12330028,1303,3381,1958,4,0,0,0.0085,0,0,1,0,0,0,0
12330028,1303,3381,1959,4,0,0,-0.01,0,0,1,0,0,0,0
12330032,1307,3391,1960,2,0,0,0.0085,0,0,1,0,0,0,0
12330032,1307,3391,1961,2,0,0,-0.01,0,0,1,0,0,0,0
12330032,1307,3392,1962,3,0,0,0.0085,0,0,1,0,0,0,0
12330032,1307,3392,1963,3,0,0,-0.01,0,0,1,0,0,0,0
12330032,1307,3393,1964,4,0,0,0.0085,0,0,1,0,0,0,0
12330032,1307,3393,1965,4,0,0,-0.01,0,0,1,0,0,0,0
12330034,1309,3397,1966,2,0,0,0.0085,0,0,1,0,0,0,0
12330034,1309,3397,1967,2,0,0,-0.01,0,0,1,0,0,0,0
12330034,1309,3398,1968,3,0,0,0.0085,0,0,1,0,0,0,0
12330034,1309,3398,1969,3,0,0,-0.01,0,0,1,0,0,0,0
12330034,1309,3399,1970,4,0,0,0.0085,0,0,1,0,0,0,0
12330034,1309,3399,1971,4,0,0,-0.01,0,0,1,0,0,0,0
12330035,1310,3400,1972,2,0,0,0.0085,0,0,1,0,0,0,0
12330035,1310,3400,1973,2,0,0,-0.01,0,0,1,0,0,0,0
12330035,1310,3401,1974,3,0,0,0.0085,0,0,1,0,0,0,0
12330035,1310,3401,1975,3,0,0,-0.01,0,0,1,0,0,0,0
12330035,1310,3402,1976,4,0,0,0.0085,0,0,1,0,0,0,0
12330035,1310,3402,1977,4,0,0,-0.01,0,0,1,0,0,0,0
12330039,1314,3412,1978,2,0,0,0.0085,0,0,1,0,0,0,0
12330039,1314,3412,1979,2,0,0,-0.01,0,0,1,0,0,0,0
12330039,1314,3413,1980,3,0,0,0.0085,0,0,1,0,0,0,0
12330039,1314,3413,1981,3,0,0,-0.01,0,0,1,0,0,0,0
12330039,1314,3414,1982,4,0,0,0.0085,0,0,1,0,0,0,0
12330039,1314,3414,1983,4,0,0,-0.01,0,0,1,0,0,0,0
12330042,1317,3421,1984,2,0,0,0.0085,0,0,1,0,0,0,0
